tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,de58146f260a08d2_score,player_48b50af8_x,player_48b50af8_y,player_48b50af8_move_target,player_48b50af8_item,player_48b50af8_score,player_48b50af8_cut_speed,player_48b50af8_speed,player_f79983b6_x,player_f79983b6_y,player_f79983b6_move_target,player_f79983b6_item,player_f79983b6_score,player_f79983b6_cut_speed,player_f79983b6_speed,19267aa2f6d22ecf_score,54df091bd15e9365_message,8d6cca16e1824c74_score
1069,train,True,0,1,,0.0,0,0,2,tomato_cut,3.716666666666656,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.49088488804946,39.99963309365969,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1070,train,True,0,1,,0.0,0,0,2,tomato_cut,3.7249999999999894,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.9908848934742,39.999706743457416,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1071,train,True,0,1,,0.0,0,0,2,tomato_cut,3.7333333333333227,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.49088489889894,39.99978039325514,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1072,train,True,0,1,,0.0,0,0,2,tomato_cut,3.741666666666656,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.99088490432368,39.99985404305287,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1073,train,True,0,1,,0.0,0,0,2,tomato_cut,3.7499999999999893,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.49088490974842,39.9999276928506,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1074,train,True,0,1,,0.0,0,0,2,tomato_cut,3.7583333333333226,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.05004891098382,40.14404356042188,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1075,train,True,0,1,,0.0,0,0,2,tomato_cut,3.766666666666656,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.69435134521505,40.49543969259413,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1076,train,True,0,1,,0.0,0,0,2,tomato_cut,3.7749999999999893,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.33865377944629,40.84683582476639,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1077,train,True,0,1,,0.0,0,0,2,tomato_cut,3.7833333333333226,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.98295621367753,41.19823195693864,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1078,train,True,0,1,,0.0,0,0,2,tomato_cut,3.791666666666656,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.62725864790876,41.5496280891109,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1079,train,True,0,1,,0.0,0,0,2,tomato_cut,3.799999999999989,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.27156108214,41.90102422128315,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1080,train,True,0,1,,0.0,0,0,2,tomato_cut,3.8083333333333225,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.91586351637123,42.252420353455406,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1081,train,True,0,1,,0.0,0,0,2,tomato_cut,3.8166666666666558,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.56016595060247,42.60381648562766,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1082,train,True,0,1,,0.0,0,0,2,tomato_cut,3.824999999999989,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.2044683848337,42.955212617799916,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1083,train,True,0,1,,0.0,0,0,2,tomato_cut,3.8333333333333224,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.84877081906494,43.30660874997217,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1084,train,True,0,1,,0.0,0,0,2,tomato_cut,3.8416666666666557,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.49307325329617,43.658004882144425,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1085,train,True,0,1,,0.0,0,0,2,tomato_cut,3.849999999999989,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.13737568752741,44.00940101431668,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1086,train,True,0,1,,0.0,0,0,2,tomato_cut,3.8583333333333223,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.78167812175865,44.360797146488935,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1087,train,True,0,1,,0.0,0,0,2,tomato_cut,3.8666666666666556,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.42598055598988,44.71219327866119,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1088,train,True,0,1,,0.0,0,0,2,tomato_cut,3.874999999999989,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.07028299022112,45.063589410833444,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1089,train,True,0,1,,0.0,0,0,2,tomato_cut,3.883333333333322,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.71458542445235,45.4149855430057,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1090,train,True,0,1,,0.0,0,0,2,tomato_cut,3.8916666666666555,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.35888785868359,45.76638167517795,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1091,train,True,0,1,,0.0,0,0,2,tomato_cut,3.899999999999989,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.00319029291482,46.11777780735021,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1092,train,True,0,1,,0.0,0,0,2,tomato_cut,3.908333333333322,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.64749272714606,46.46917393952246,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1093,train,True,0,1,,0.0,0,0,2,tomato_cut,3.9166666666666554,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.2917951613773,46.82057007169472,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1094,train,True,0,1,,0.0,0,0,2,tomato_cut,3.9249999999999887,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.93609759560853,47.17196620386697,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1095,train,True,0,1,,0.0,0,0,2,tomato_cut,3.933333333333322,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.58040002983977,47.52336233603923,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1096,train,True,0,1,,0.0,0,0,2,tomato_cut,3.9416666666666553,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.224702464071,47.87475846821148,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1097,train,True,0,1,,0.0,0,0,2,tomato_cut,3.9499999999999886,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.869004898301974,48.22615460038374,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1098,train,True,0,1,,0.0,0,0,2,tomato_cut,3.958333333333322,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.5133073325325,48.57755073255599,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1099,train,True,0,1,,0.0,0,0,2,tomato_cut,3.9666666666666552,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.157609766763024,48.928946864728246,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1100,train,True,0,1,,0.0,0,0,2,tomato_cut,3.9749999999999885,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.80191220099355,49.2803429969005,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1101,train,True,0,1,,0.0,0,0,2,tomato_cut,3.983333333333322,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.446214635224074,49.631739129072756,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1102,train,True,0,1,,0.0,0,0,2,tomato_cut,3.991666666666655,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.0905170694546,49.98313526124511,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1103,train,True,0,1,,0.0,0,0,2,tomato_cut,3.9999999999999885,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.734819503685124,50.334531393418,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1104,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.37912193791565,50.68592752559089,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1105,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.023424372146174,51.03732365776378,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1106,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.6677268063767,51.388719789936665,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1107,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.312029240607224,51.74011592210955,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1108,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.95633167483775,52.09151205428244,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1109,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.600634109068274,52.442908186455334,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1110,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.2449365432988,52.79430431862822,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1111,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.889238977529324,53.14570045080111,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1112,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.53354141175985,53.497096582973995,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1113,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.177843845990374,53.84849271514688,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1114,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.8221462802209,54.19988884731977,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1115,train,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.466448714451424,54.55128497949266,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1116,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.11075114868195,54.90268111166555,,plate,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1117,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.755053582912474,55.25407724383844,,plate,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1118,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.399356017143,55.605473376011325,,plate,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1119,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,plate,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1120,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1121,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1122,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1123,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1124,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1125,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1126,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1127,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1128,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1129,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1130,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1131,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1132,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1133,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1134,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
1135,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,
