tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,699a5c44f341072f_score,player_5560a18f_x,player_5560a18f_y,player_5560a18f_move_target,player_5560a18f_item,player_5560a18f_score,player_5560a18f_cut_speed,player_5560a18f_speed,player_461b71de_x,player_461b71de_y,player_461b71de_move_target,player_461b71de_item,player_461b71de_score,player_461b71de_cut_speed,player_461b71de_speed,f255db3a52fa8be9_score,cbfd94052c1f131a_message,e33d3dfdeb1077fc_score
1501,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1502,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1503,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1504,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1505,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1506,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1507,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1508,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1509,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1510,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1511,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1512,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1513,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1514,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1515,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1516,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1517,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1518,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1519,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1520,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1521,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1522,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1523,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1524,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1525,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1526,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1527,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1528,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1529,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1530,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1531,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1532,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,89.25000000000028,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1533,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,90.50000000000057,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1534,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,91.75000000000085,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1535,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,93.00000000000114,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1536,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,94.25000000000142,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1537,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,95.5000000000017,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1538,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,96.75000000000199,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1539,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,98.00000000000227,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1540,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,99.25000000000256,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1541,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,100.50000000000284,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1542,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,101.75000000000313,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1543,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,103.00000000000341,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1544,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,104.2500000000037,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1545,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,105.50000000000398,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1546,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,106.75000000000426,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1547,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,108.00000000000455,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1548,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,109.25000000000483,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1549,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,110.50000000000512,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1550,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,111.7500000000054,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1551,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,113.00000000000568,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1552,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,114.25000000000597,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1553,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,115.50000000000625,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1554,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,116.75000000000654,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1555,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,118.00000000000682,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1556,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,119.2500000000071,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1557,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.50810911865716,120.29803951736653,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1558,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.62973254483066,121.18739579836529,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1559,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.75135597100416,122.07675207936404,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1560,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.87297939717766,122.9661083603628,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1561,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.99460282335116,123.85546464136155,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1562,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.11622624952466,124.7448209223603,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1563,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.23784967569816,125.63417720335906,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1564,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.35947310187166,126.52353348435781,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1565,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.48109652804516,127.41288976535657,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1566,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.60271995421866,128.30224604635532,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1567,train,True,0,1,,0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0,0,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.724343380392156,129.19160232735408,,plate,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
