tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8ac2619f554f4c28_score,player_11ec4291_x,player_11ec4291_y,player_11ec4291_move_target,player_11ec4291_item,player_11ec4291_score,player_11ec4291_cut_speed,player_11ec4291_speed,player_b51a209e_x,player_b51a209e_y,player_b51a209e_move_target,player_b51a209e_item,player_b51a209e_score,player_b51a209e_cut_speed,player_b51a209e_speed
369,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
370,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
371,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
372,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
373,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
374,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
375,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
376,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
377,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
378,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
379,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
380,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
381,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.09009742330511,39.90990257669489,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
382,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.20621394682206,40.79378605317794,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
383,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.32233047033901,41.67766952966099,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
384,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.43844699385596,42.56155300614404,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
385,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.55456351737291,43.44543648262709,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
386,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.67068004088986,44.32931995911014,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
387,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.78679656440681,45.213203435593186,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
388,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.90291308792376,46.097086912076236,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
389,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.01902961144071,46.980970388559285,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
390,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.13514613495767,47.864853865042335,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
391,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.25126265847462,48.748737341525384,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
392,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.36737918199157,49.632620818008434,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
393,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.48349570550852,50.51650429449148,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
394,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.59961222902547,51.40038777097453,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
395,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.71572875254242,52.28427124745758,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
396,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.83184527605937,53.16815472394063,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
397,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.94796179957632,54.05203820042368,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
398,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.06407832309327,54.93592167690673,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
399,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.18019484661022,55.81980515338978,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
400,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.29631137012717,56.70368862987283,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
401,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.41242789364412,57.58757210635588,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
402,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.52854441716107,58.47145558283893,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
403,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.64466094067802,59.35533905932198,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
404,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.76077746419497,60.23922253580503,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
405,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.87689398771192,61.123106012288076,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
406,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.99301051122887,62.006989488771126,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
407,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.10912703474582,62.890872965254175,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
408,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.22524355826278,63.774756441737225,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
409,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.341360081779726,64.65863991822027,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
410,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.45747660529668,65.54252339470332,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
411,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.57359312881363,66.42640687118637,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
412,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.68970965233058,67.31029034766942,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
413,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.80582617584753,68.19417382415247,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
414,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.92194269936448,69.07805730063552,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
415,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.03805922288143,69.96194077711857,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
416,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.15417574639838,70.84582425360162,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
417,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.27029226991533,71.72970773008467,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
418,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,plate,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
419,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
420,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
421,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
422,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
423,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
424,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
425,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
426,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
427,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
428,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
429,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
430,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
431,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
432,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
433,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.74999999999972,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
434,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.49999999999943,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
435,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.24999999999915,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
436,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.99999999999886,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
437,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.74999999999858,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
438,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.4999999999983,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
439,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.24999999999801,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
440,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.999999999997726,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
441,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.74999999999744,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
442,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.49999999999716,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
443,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.249999999996874,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
444,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.99999999999659,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
445,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.749999999996305,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
446,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.49999999999602,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
447,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.24999999999574,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
448,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.99999999999545,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
449,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.74999999999517,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
450,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,49.499999999994884,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
451,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.2499999999946,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
452,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.999999999994316,,,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0
