tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,abe6efe13c042d9e_score,player_5156b673_x,player_5156b673_y,player_5156b673_move_target,player_5156b673_item,player_5156b673_score,player_5156b673_cut_speed,player_5156b673_speed,player_105404d7_x,player_105404d7_y,player_105404d7_move_target,player_105404d7_item,player_105404d7_score,player_105404d7_cut_speed,player_105404d7_speed
1133,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.593775009983894,92.48118282000267,,,0,1.0,12.0,24.0,52.50000000000284,,plate,0,0.2,30.0
1134,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.235862660020864,92.13204280547532,,,0,1.0,12.0,24.0,53.750000000003126,,plate,0,0.2,30.0
1135,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.877950310057834,91.78290279094799,,,0,1.0,12.0,24.0,55.00000000000341,,plate,0,0.2,30.0
1136,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.520037960094804,91.43376277642065,,,0,1.0,12.0,24.0,56.250000000003695,,plate,0,0.2,30.0
1137,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.162125610131774,91.0846227618933,,,0,1.0,12.0,24.0,57.50000000000398,,plate,0,0.2,30.0
1138,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.804213260168744,90.73548274736596,,,0,1.0,12.0,24.0,58.75000000000426,,plate,0,0.2,30.0
1139,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.446300910205714,90.38634273283863,,,0,1.0,12.0,24.0,60.00000000000455,,plate,0,0.2,30.0
1140,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.088388560242684,90.03720271831128,,,0,1.0,12.0,24.0,61.25000000000483,,plate,0,0.2,30.0
1141,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.730476210279654,89.68806270378394,,,0,1.0,12.0,24.0,62.500000000005116,,plate,0,0.2,30.0
1142,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.372563860316625,89.3389226892566,,,0,1.0,12.0,24.0,63.7500000000054,,plate,0,0.2,30.0
1143,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.014651510353595,88.98978267472926,,,0,1.0,12.0,24.0,65.00000000000568,,plate,0,0.2,30.0
1144,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.656739160390565,88.64064266020192,,,0,1.0,12.0,24.0,66.25000000000597,,plate,0,0.2,30.0
1145,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.298826810427535,88.29150264567458,,,0,1.0,12.0,24.0,67.50000000000625,,plate,0,0.2,30.0
1146,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.194196393653407,87.83377051465416,,,0,1.0,12.0,24.0,68.75000000000654,,plate,0,0.2,30.0
1147,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.188064506452704,87.33380811610866,,,0,1.0,12.0,24.0,70.00000000000682,,plate,0,0.2,30.0
1148,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.18193261925186,86.83384571756315,,,0,1.0,12.0,24.0,71.2500000000071,,plate,0,0.2,30.0
1149,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.175800732051016,86.33388331901764,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1150,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.16966884485017,85.83392092047214,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1151,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.163536957649328,85.33395852192663,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1152,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.157405070448483,84.83399612338113,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1153,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.15127318324764,84.33403372483562,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1154,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.145141296046795,83.83407132629011,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1155,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.13900940884595,83.33410892774461,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1156,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.132877521645106,82.8341465291991,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1157,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.126745634444262,82.3341841306536,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1158,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.120613747243418,81.83422173210809,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1159,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.114481860042574,81.33425933356258,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1160,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.10834997284173,80.83429693501708,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1161,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.102218085640885,80.33433453647157,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1162,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.096086198440037,79.83437213792607,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1163,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.089954311239193,79.33440973938056,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1164,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.08382242403835,78.83444734083506,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1165,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.077690536837505,78.33448494228955,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1166,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.07155864963666,77.83452254374404,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1167,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.065426762435816,77.33456014519854,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1168,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.059294875234972,76.83459774665303,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1169,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.053162988034128,76.33463534810753,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1170,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.047031100833284,75.83467294956202,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1171,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.04089921363244,75.33471055101651,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1172,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.034767326431595,74.83474815247101,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1173,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.02863543923075,74.3347857539255,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1174,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.022503552029907,73.83482335538,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1175,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.016371664829062,73.33486095683449,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1176,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.010239777628218,72.83489855828898,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1177,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00410789042737,72.33493615974348,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1178,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002397028693036,71.83494631631825,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1179,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00232134076138,71.3349463220471,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1180,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002245652829725,70.83494632777595,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1181,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00216996489807,70.3349463335048,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1182,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002094276966414,69.83494633923365,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1183,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00201858903476,69.3349463449625,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1184,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001942901103103,68.83494635069135,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1185,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001867213171447,68.3349463564202,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1186,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001791525239792,67.83494636214905,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1187,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001715837308137,67.3349463678779,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1188,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00164014937648,66.83494637360675,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1189,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001564461444826,66.3349463793356,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1190,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00148877351322,65.83494638506446,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1191,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001413085581742,65.3349463907933,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1192,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001337397650264,64.83494639652216,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1193,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001261709718786,64.334946402251,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1194,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00118602178731,63.83494640797986,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1195,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00111033385583,63.33494641370871,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1196,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001034645924353,62.83494641943756,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1197,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000958957992875,62.33494642516641,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1198,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000883270061397,61.83494643089526,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1199,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00080758212992,61.33494643662411,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1200,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00073189419844,60.83494644235296,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1201,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000656206266964,60.33494644808181,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1202,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000580518335486,59.83494645381066,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1203,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000504830404008,59.33494645953951,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1204,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00042914247253,58.83494646526836,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1205,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000353454541052,58.33494647099721,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1206,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000277766609575,57.83494647672606,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1207,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000202078678097,57.33494648245491,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1208,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00012639074662,56.83494648818376,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1209,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00005070281514,56.33494649391261,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1210,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1211,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1212,0,1,,0,2,tomato,1.1999999999999982,1,0,3,,0.0,0,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
