tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71a6c887fddad270_score,player_3b5600c3_x,player_3b5600c3_y,player_3b5600c3_move_target,player_3b5600c3_item,player_3b5600c3_score,player_3b5600c3_cut_speed,player_3b5600c3_speed,player_b9eb3cb0_x,player_b9eb3cb0_y,player_b9eb3cb0_move_target,player_b9eb3cb0_item,player_b9eb3cb0_score,player_b9eb3cb0_cut_speed,player_b9eb3cb0_speed
973,0,1,,0,2,tomato,0.9583333333333329,0,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.69313629510745,63.20096084566586,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
974,0,1,,0,2,tomato,0.9999999999999996,0,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.81462021406841,64.09017932014535,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
975,0,1,,0,2,tomato,1.0416666666666663,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.936104133029374,64.97939779462484,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
976,0,1,,0,2,tomato,1.083333333333333,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.05758805199034,65.86861626910434,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
977,0,1,,0,2,tomato,1.1249999999999998,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.1790719709513,66.75783474358383,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
978,0,1,,0,2,tomato,1.1666666666666665,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.30055588991177,67.64705321806332,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
979,0,1,,0,2,tomato,1.2083333333333333,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.42203980887213,68.53627169254281,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
980,0,1,,0,2,tomato,1.25,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.543523727832486,69.4254901670223,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
981,0,1,,0,2,tomato,1.2916666666666667,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.665007646792844,70.3147086415018,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
982,0,1,,0,2,tomato,1.3333333333333335,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.7864915657532,71.20392711598129,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
983,0,1,,0,2,tomato,1.3750000000000002,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.18442931909164,72.20856840125788,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
984,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.16983147048351,73.4584831594783,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
985,0,1,,0,2,tomato,1.4583333333333337,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.155233621875375,74.70839791769873,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
986,0,1,,0,2,tomato,1.5000000000000004,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.14063577326724,75.95831267591916,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
987,0,1,,0,2,tomato,1.5416666666666672,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.12603792465911,77.20822743413959,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
988,0,1,,0,2,tomato,1.583333333333334,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.111440076050975,78.45814219236001,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
989,0,1,,0,2,tomato,1.6250000000000007,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.09684222744288,79.70805695058044,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
990,0,1,,0,2,tomato,1.6666666666666674,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.08224437883509,80.95797170880087,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
991,0,1,,0,2,tomato,1.7083333333333341,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.06764653022731,82.2078864670213,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
992,0,1,,0,2,tomato,1.7500000000000009,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.05304868161952,83.45780122524172,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
993,0,1,,0,2,tomato,1.7916666666666676,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.038450833011744,84.70771598346215,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
994,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.02385298440396,85.95763074168258,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
995,0,1,,0,2,tomato,1.875000000000001,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.009255135796174,87.207545499903,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
996,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.54535275042176,88.26983193213294,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
997,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.66670771572431,89.15892298652551,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
998,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.78806268102685,90.04801404091808,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
999,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.909417646329395,90.93710509531064,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1000,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.03077261163194,91.82619614970321,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1001,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.15212757693448,92.71528720409577,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1002,0,1,,0,2,tomato,2.1666666666666674,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.27348254223711,93.60437825848834,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1003,0,1,,0,2,tomato,2.208333333333334,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.394837507540366,94.49346931288109,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1004,0,1,,0,2,tomato,2.2500000000000004,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.51619247284362,95.38256036727401,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1005,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.637547438146875,96.27165142166695,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1006,0,1,,0,2,tomato,2.3333333333333335,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.75890240345013,97.16074247605987,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1007,0,1,,0,2,tomato,2.375,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.880257368753384,98.04983353045279,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1008,0,1,,0,2,tomato,2.4166666666666665,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.00161233405664,98.93892458484572,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1009,0,1,,0,2,tomato,2.458333333333333,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.12296729935989,99.82801563923864,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1010,0,1,,0,2,tomato,2.4999999999999996,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.24432226466315,100.71710669363158,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1011,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.3656772299664,101.6061977480245,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1012,0,1,,0,2,tomato,2.5833333333333326,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.487032195269656,102.49528880241742,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1013,0,1,,0,2,tomato,2.624999999999999,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.60838716057291,103.38437985681036,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1014,0,1,,0,2,tomato,2.6666666666666656,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.721245367686436,103.3395855149044,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1015,0,1,,0,2,tomato,2.708333333333332,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.82656871376395,102.4666286517521,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1016,0,1,,0,2,tomato,2.7499999999999987,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.93189205984146,101.59367178859931,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1017,0,1,,0,2,tomato,2.791666666666665,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.03721540591897,100.72071492544637,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1018,0,1,,0,2,tomato,2.8333333333333317,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.14253875199648,99.84775806229342,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1019,0,1,,0,2,tomato,2.8749999999999982,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.247862098073995,98.97480119914049,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1020,0,1,,0,2,tomato,2.9166666666666647,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.35318544415151,98.10184433598755,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1021,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.45850879022902,97.22888747283461,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1022,0,1,,0,2,tomato,2.999999999999998,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.56383213630653,96.35593060968168,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1023,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.669155482384042,95.48297374652873,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1024,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.774478828461554,94.61001688337579,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1025,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.879802174539066,93.73706002022286,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1026,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.985125520616577,92.8641031570699,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1027,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.09044886669409,91.99114629391697,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1028,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.1957722127716,91.11818943076403,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1029,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.301095558849113,90.24523256761108,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1030,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.406418904926625,89.37227570445815,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1031,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.511742251004137,88.49931884130521,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1032,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.18864142782259,87.38134503761131,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1033,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.17331220580924,86.13143903516459,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1034,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.15798298379589,84.88153303271787,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1035,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.14265376178254,83.63162703027115,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1036,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.12732453976919,82.38172102782443,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1037,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.11199531775584,81.1318150253777,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1038,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.096666095742492,79.88190902293098,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1039,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.081336873729143,78.63200302048426,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1040,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.066007651715793,77.38209701803754,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1041,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.050678429702444,76.13219101559082,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1042,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.035349207689094,74.8822850131441,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1043,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.020019985675745,73.63237901069738,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1044,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00469076366237,72.38247300825066,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1045,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00223448973814,71.13248711946738,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1046,0,1,,0,2,tomato_cut,3.9999999999999942,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00204991253555,69.88248713309531,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1047,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001865335332962,68.63248714672324,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1048,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001680758130373,67.38248716035116,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
