tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,06f8eb61737aa0a4_score,player_684aa9fc_x,player_684aa9fc_y,player_684aa9fc_move_target,player_684aa9fc_item,player_684aa9fc_score,player_684aa9fc_cut_speed,player_684aa9fc_speed,player_9ee7c86c_x,player_9ee7c86c_y,player_9ee7c86c_move_target,player_9ee7c86c_item,player_9ee7c86c_score,player_9ee7c86c_cut_speed,player_9ee7c86c_speed,c9ad4545d6badbaf_score,ce2f9c83027b95b8_message,f02cf34b875345d3_score
2297,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,62.09700964286799,33.97640294625118,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2298,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,61.74132135976808,34.3278084744743,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2299,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,61.38563307666817,34.67921400269743,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2300,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,61.02994479356826,35.03061953092055,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2301,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,60.674256510468354,35.38202505914368,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2302,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,60.318568227368445,35.733430587366804,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2303,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,59.962879944268536,36.08483611558993,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2304,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,59.60719166116863,36.436241643813055,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2305,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,59.25150337806872,36.78764717203618,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2306,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,58.89581509496881,37.139052700259306,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2307,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,58.5401268118689,37.49045822848243,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2308,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,58.18443852876899,37.84186375670556,,plate,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,
2309,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,57.828750245669085,38.19326928492868,,plate,0,1.0,12.0,89.25000000000028,40.0,,,1,0.2,30.0,,,
2310,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,57.473061962569176,38.54467481315181,,plate,0,1.0,12.0,90.50000000000057,40.0,,,1,0.2,30.0,,,
2311,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,57.11737367946927,38.89608034137493,,plate,0,1.0,12.0,91.75000000000085,40.0,,,1,0.2,30.0,,,
2312,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.76168539636936,39.24748586959806,,plate,0,1.0,12.0,93.00000000000114,40.0,,,1,0.2,30.0,,,
2313,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.40599711326945,39.598891397821184,,plate,0,1.0,12.0,94.25000000000142,40.0,,,1,0.2,30.0,,,
2314,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,plate,0,1.0,12.0,95.5000000000017,40.0,,,1,0.2,30.0,,,
2315,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,96.75000000000199,40.0,,,1,0.2,30.0,,,
2316,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,98.00000000000227,40.0,,,1,0.2,30.0,,,
2317,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,99.25000000000256,40.0,,,1,0.2,30.0,,,
2318,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,100.50000000000284,40.0,,,1,0.2,30.0,,,
2319,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,101.75000000000313,40.0,,,1,0.2,30.0,,,
2320,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,103.00000000000341,40.0,,,1,0.2,30.0,,,
2321,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,104.2500000000037,40.0,,,1,0.2,30.0,,,
2322,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,105.50000000000398,40.0,,,1,0.2,30.0,,,
2323,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,106.75000000000426,40.0,,,1,0.2,30.0,,,
2324,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,108.00000000000455,40.0,,,1,0.2,30.0,,,
2325,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,109.25000000000483,40.0,,,1,0.2,30.0,,,
2326,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,110.50000000000512,40.0,,,1,0.2,30.0,,,
2327,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,111.7500000000054,40.0,,,1,0.2,30.0,,,
2328,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,113.00000000000568,40.0,,,1,0.2,30.0,,,
2329,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,114.25000000000597,40.0,,,1,0.2,30.0,,,
2330,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,115.50000000000625,40.0,,,1,0.2,30.0,,,
2331,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,116.75000000000654,40.0,,,1,0.2,30.0,,,
2332,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,118.00000000000682,40.0,,,1,0.2,30.0,,,
2333,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,119.2500000000071,40.0,,,1,0.2,30.0,,,
2334,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,120.29803951736653,39.50810911865716,,,1,0.2,30.0,,,
2335,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,121.18739579836529,38.62973254483066,,,1,0.2,30.0,,,
2336,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,122.07675207936404,37.75135597100416,,,1,0.2,30.0,,,
2337,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,122.9661083603628,36.87297939717766,,,1,0.2,30.0,,,
2338,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,123.85546464136155,35.99460282335116,,,1,0.2,30.0,,,
2339,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,124.7448209223603,35.11622624952466,,,1,0.2,30.0,,,
2340,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,125.63417720335906,34.23784967569816,,,1,0.2,30.0,,,
2341,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,126.52353348435781,33.35947310187166,,,1,0.2,30.0,,,
2342,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,127.41288976535657,32.48109652804516,,,1,0.2,30.0,,,
2343,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,128.30224604635532,31.602719954218657,,,1,0.2,30.0,,,
2344,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,129.19160232735408,30.724343380392156,,,1,0.2,30.0,,,
2345,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,130.08095860835283,29.845966806565656,,,1,0.2,30.0,,,
2346,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,130.97031488935158,28.967590232739155,,,1,0.2,30.0,,,
2347,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,131.85967117035034,28.089213658912655,,,1,0.2,30.0,,,
2348,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,132.7490274513491,27.210837085086226,,,1,0.2,30.0,,,
2349,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,133.63838373234785,26.33246051126008,,,1,0.2,30.0,,,
2350,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,134.5277400133466,25.454083937433936,,,1,0.2,30.0,,,
2351,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,135.41709629434553,24.57570736360819,,,1,0.2,30.0,,,
2352,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,,1,0.2,30.0,,,
2353,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2354,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2355,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2356,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2357,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2358,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2359,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.500000000000256,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2360,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,41.00000000000051,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2361,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,41.50000000000077,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2362,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,42.00000000000102,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2363,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,42.50000000000128,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2364,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,43.000000000001535,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
2365,train,True,0,1,,0,0,0,2,None_cut,3.2833333333333243,3,1,0,,0,0,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,43.50000000000179,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,
