tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,946426d1071eb2d6_score,player_c6efd585_x,player_c6efd585_y,player_c6efd585_move_target,player_c6efd585_item,player_c6efd585_score,player_c6efd585_cut_speed,player_c6efd585_speed,player_b685b6f3_x,player_b685b6f3_y,player_b685b6f3_move_target,player_b685b6f3_item,player_b685b6f3_score,player_b685b6f3_cut_speed,player_b685b6f3_speed
972,0,1,,0,2,tomato,0.7,0,0,3,tomato,1.8749999999999958,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
973,0,1,,0,2,tomato,0.7416666666666666,0,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
974,0,1,,0,2,tomato,0.7833333333333332,0,0,3,tomato,1.8916666666666624,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
975,0,1,,0,2,tomato,0.8249999999999998,0,0,3,tomato,1.8999999999999957,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
976,0,1,,0,2,tomato,0.8666666666666665,0,0,3,tomato,1.908333333333329,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
977,0,1,,0,2,tomato,0.9083333333333331,0,0,3,tomato,1.9166666666666623,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
978,0,1,,0,2,tomato,0.9499999999999997,0,0,3,tomato,1.9249999999999956,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
979,0,1,,0,2,tomato,0.9916666666666664,0,0,3,tomato,1.933333333333329,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
980,0,1,,0,2,tomato,1.033333333333333,1,0,3,tomato,1.9416666666666622,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
981,0,1,,0,2,tomato,1.0749999999999997,1,0,3,tomato,1.9499999999999955,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
982,0,1,,0,2,tomato,1.1166666666666665,1,0,3,tomato,1.9583333333333288,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
983,0,1,,0,2,tomato,1.1583333333333332,1,0,3,tomato,1.9666666666666621,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
984,0,1,,0,2,tomato,1.2,1,0,3,tomato,1.9749999999999954,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
985,0,1,,0,2,tomato,1.2416666666666667,1,0,3,tomato,1.9833333333333287,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
986,0,1,,0,2,tomato,1.2833333333333334,1,0,3,tomato,1.991666666666662,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
987,0,1,,0,2,tomato,1.3250000000000002,1,0,3,tomato,1.9999999999999953,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
988,0,1,,0,2,tomato,1.366666666666667,1,0,3,tomato,2.008333333333329,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
989,0,1,,0,2,tomato,1.4083333333333337,1,0,3,tomato,2.016666666666662,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
990,0,1,,0,2,tomato,1.4500000000000004,1,0,3,tomato,2.0249999999999955,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
991,0,1,,0,2,tomato,1.4916666666666671,1,0,3,tomato,2.0333333333333288,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
992,0,1,,0,2,tomato,1.5333333333333339,1,0,3,tomato,2.041666666666662,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
993,0,1,,0,2,tomato,1.5750000000000006,1,0,3,tomato,2.0499999999999954,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
994,0,1,,0,2,tomato,1.6166666666666674,1,0,3,tomato,2.0583333333333287,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
995,0,1,,0,2,tomato,1.658333333333334,1,0,3,tomato,2.066666666666662,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
996,0,1,,0,2,tomato,1.7000000000000008,1,0,3,tomato,2.0749999999999953,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
997,0,1,,0,2,tomato,1.7416666666666676,1,0,3,tomato,2.0833333333333286,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
998,0,1,,0,2,tomato,1.7833333333333343,1,0,3,tomato,2.091666666666662,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
999,0,1,,0,2,tomato,1.825000000000001,1,0,3,tomato,2.099999999999995,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1000,0,1,,0,2,tomato,1.8666666666666678,1,0,3,tomato,2.1083333333333285,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1001,0,1,,0,2,tomato,1.9083333333333345,1,0,3,tomato,2.116666666666662,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1002,0,1,,0,2,tomato,1.9500000000000013,1,0,3,tomato,2.124999999999995,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1003,0,1,,0,2,tomato,1.991666666666668,1,0,3,tomato,2.1333333333333284,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1004,0,1,,0,2,tomato,2.0333333333333345,2,0,3,tomato,2.1416666666666617,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1005,0,1,,0,2,tomato,2.075000000000001,2,0,3,tomato,2.149999999999995,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1006,0,1,,0,2,tomato,2.1166666666666676,2,0,3,tomato,2.1583333333333283,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1007,0,1,,0,2,tomato,2.158333333333334,2,0,3,tomato,2.1666666666666616,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1008,0,1,,0,2,tomato,2.2000000000000006,2,0,3,tomato,2.174999999999995,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1009,0,1,,0,2,tomato,2.241666666666667,2,0,3,tomato,2.1833333333333282,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1010,0,1,,0,2,tomato,2.2833333333333337,2,0,3,tomato,2.1916666666666615,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1011,0,1,,0,2,tomato,2.325,2,0,3,tomato,2.199999999999995,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1012,0,1,,0,2,tomato,2.3666666666666667,2,0,3,tomato,2.208333333333328,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1013,0,1,,0,2,tomato,2.408333333333333,2,0,3,tomato,2.2166666666666615,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1014,0,1,,0,2,tomato,2.4499999999999997,2,0,3,tomato,2.2249999999999948,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1015,0,1,,0,2,tomato,2.4916666666666663,2,0,3,tomato,2.233333333333328,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1016,0,1,,0,2,tomato,2.5333333333333328,2,0,3,tomato,2.2416666666666614,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1017,0,1,,0,2,tomato,2.5749999999999993,2,0,3,tomato,2.2499999999999947,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1018,0,1,,0,2,tomato,2.616666666666666,2,0,3,tomato,2.258333333333328,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1019,0,1,,0,2,tomato,2.6583333333333323,2,0,3,tomato,2.2666666666666613,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1020,0,1,,0,2,tomato,2.699999999999999,2,0,3,tomato,2.2749999999999946,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1021,0,1,,0,2,tomato,2.7416666666666654,2,0,3,tomato,2.283333333333328,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1022,0,1,,0,2,tomato,2.783333333333332,2,0,3,tomato,2.291666666666661,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1023,0,1,,0,2,tomato,2.8249999999999984,2,0,3,tomato,2.2999999999999945,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1024,0,1,,0,2,tomato,2.866666666666665,2,0,3,tomato,2.308333333333328,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1025,0,1,,0,2,tomato,2.9083333333333314,2,0,3,tomato,2.316666666666661,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1026,0,1,,0,2,tomato,2.949999999999998,2,0,3,tomato,2.3249999999999944,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1027,0,1,,0,2,tomato,2.9916666666666645,2,0,3,tomato,2.3333333333333277,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1028,0,1,,0,2,tomato_cut,3.033333333333331,3,0,3,tomato,2.341666666666661,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1029,0,1,,0,2,tomato_cut,3.0749999999999975,3,0,3,tomato,2.3499999999999943,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1030,0,1,,0,2,tomato_cut,3.116666666666664,3,0,3,tomato,2.3583333333333276,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1031,0,1,,0,2,tomato_cut,3.1583333333333306,3,0,3,tomato,2.366666666666661,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1032,0,1,,0,2,tomato_cut,3.199999999999997,3,0,3,tomato,2.3749999999999942,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1033,0,1,,0,2,tomato_cut,3.2416666666666636,3,0,3,tomato,2.3833333333333275,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1034,0,1,,0,2,tomato_cut,3.28333333333333,3,0,3,tomato,2.391666666666661,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1035,0,1,,0,2,tomato_cut,3.3249999999999966,3,0,3,tomato,2.399999999999994,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1036,0,1,,0,2,tomato_cut,3.366666666666663,3,0,3,tomato,2.4083333333333274,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1037,0,1,,0,2,tomato_cut,3.4083333333333297,3,0,3,tomato,2.4166666666666607,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1038,0,1,,0,2,tomato_cut,3.449999999999996,3,0,3,tomato,2.424999999999994,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1039,0,1,,0,2,tomato_cut,3.4916666666666627,3,0,3,tomato,2.4333333333333274,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1040,0,1,,0,2,tomato_cut,3.533333333333329,3,0,3,tomato,2.4416666666666607,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1041,0,1,,0,2,tomato_cut,3.5749999999999957,3,0,3,tomato,2.449999999999994,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1042,0,1,,0,2,tomato_cut,3.6166666666666623,3,0,3,tomato,2.4583333333333273,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1043,0,1,,0,2,tomato_cut,3.6583333333333288,3,0,3,tomato,2.4666666666666606,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1044,0,1,,0,2,tomato_cut,3.6999999999999953,3,0,3,tomato,2.474999999999994,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1045,0,1,,0,2,tomato_cut,3.741666666666662,3,0,3,tomato,2.483333333333327,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1046,0,1,,0,2,tomato_cut,3.7833333333333283,3,0,3,tomato,2.4916666666666605,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1047,0,1,,0,2,tomato_cut,3.824999999999995,3,0,3,tomato,2.499999999999994,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1048,0,1,,0,2,tomato_cut,3.8666666666666614,3,0,3,tomato,2.508333333333327,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1049,0,1,,0,2,tomato_cut,3.908333333333328,3,0,3,tomato,2.5166666666666604,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1050,0,1,,0,2,tomato_cut,3.9499999999999944,3,0,3,tomato,2.5249999999999937,2,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
