tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e4ebbcd564c6b83f_score,player_23d29ee7_x,player_23d29ee7_y,player_23d29ee7_move_target,player_23d29ee7_item,player_23d29ee7_score,player_23d29ee7_cut_speed,player_23d29ee7_speed,player_2d5d3862_x,player_2d5d3862_y,player_2d5d3862_move_target,player_2d5d3862_item,player_2d5d3862_score,player_2d5d3862_cut_speed,player_2d5d3862_speed
562,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
563,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
564,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
565,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
566,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
567,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
568,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
569,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
570,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
571,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
572,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
573,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
574,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
575,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
576,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
577,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
578,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
579,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
580,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
581,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
582,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
583,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
584,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
585,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.37499999999986,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
586,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,38.749999999999716,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
587,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,38.124999999999574,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
588,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,37.49999999999943,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
589,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,36.87499999999929,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
590,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,36.24999999999915,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
591,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,35.624999999999005,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
592,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.99999999999886,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
593,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.37499999999872,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
594,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,33.74999999999858,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
595,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,33.12499999999844,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
596,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.499999999998295,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
597,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,31.874999999998153,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
598,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,31.24999999999801,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
599,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.62499999999787,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
600,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.999999999997726,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
601,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.374999999997584,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
602,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,28.749999999997442,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
603,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,28.1249999999973,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
604,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.499999999997158,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
605,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,26.874999999997016,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
606,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,26.249999999996874,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
607,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.62499999999673,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
608,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.99999999999659,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
609,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.374999999996447,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
610,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
611,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
612,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.041666666666666664,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
613,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.08333333333333333,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
614,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.125,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
615,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.16666666666666666,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
616,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.20833333333333331,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
617,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.24999999999999997,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
618,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.29166666666666663,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
619,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.3333333333333333,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
620,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
621,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
622,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.45833333333333337,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
623,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
624,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5416666666666666,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
625,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5833333333333333,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
626,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6249999999999999,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
627,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
628,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7083333333333331,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
629,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7499999999999998,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
630,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7916666666666664,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
631,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
632,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
633,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9166666666666663,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
634,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9583333333333329,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
635,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9999999999999996,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
636,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0416666666666663,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
637,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.083333333333333,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
638,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1249999999999998,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,73.25000000000028,40.0,,,0,0.5,30.0
639,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1666666666666665,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,74.50000000000057,40.0,,,0,0.5,30.0
640,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2083333333333333,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,75.75000000000085,40.0,,,0,0.5,30.0
641,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.25,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,77.00000000000114,40.0,,,0,0.5,30.0
642,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,78.25000000000142,40.0,,,0,0.5,30.0
643,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,79.5000000000017,40.0,,,0,0.5,30.0
