tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,92b6f13137ffc9f5_score,player_34f0a490_x,player_34f0a490_y,player_34f0a490_move_target,player_34f0a490_item,player_34f0a490_score,player_34f0a490_cut_speed,player_34f0a490_speed,player_f07b8e4b_x,player_f07b8e4b_y,player_f07b8e4b_move_target,player_f07b8e4b_item,player_f07b8e4b_score,player_f07b8e4b_cut_speed,player_f07b8e4b_speed
968,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
969,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
970,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.74999999999972,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
971,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.49999999999943,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
972,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.24999999999915,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
973,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.99999999999886,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
974,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.74999999999858,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
975,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.4999999999983,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
976,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.24999999999801,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
977,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.999999999997726,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
978,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.74999999999744,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
979,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.49999999999716,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
980,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.249999999996874,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
981,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.99999999999659,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
982,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.749999999996305,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
983,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.49999999999602,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
984,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.24999999999574,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
985,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.99999999999545,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
986,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.74999999999517,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
987,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,49.499999999994884,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
988,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.2499999999946,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
989,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.999999999994316,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
990,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,45.74999999999403,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
991,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,44.49999999999375,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
992,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,43.24999999999346,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
993,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,41.99999999999318,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
994,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.749999999992895,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
995,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.50810911865716,39.70196048263347,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
996,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.62973254483066,38.81260420163471,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
997,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.75135597100416,37.92324792063596,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
998,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.87297939717766,37.033891639637005,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
999,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.99460282335116,36.14453535863804,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1000,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.11622624952466,35.25517907763907,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1001,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.23784967569816,34.36582279664011,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1002,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.35947310187166,33.47646651564114,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1003,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.48109652804516,32.587110234642175,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1004,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.60271995421866,31.697753953643165,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1005,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.724343380392156,30.808397672644055,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1006,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.845966806565656,29.919041391644946,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1007,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.967590232739155,29.029685110645836,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1008,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.089213658912655,28.140328829646727,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1009,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.210837085086155,27.250972548647617,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1010,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.332460511259654,26.361616267648508,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1011,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.45408393743312,25.472259986649725,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1012,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.575707363606405,24.58290370565097,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1013,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.68839162302572,24.680636288113924,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1014,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.79405225142406,25.55393869186822,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1015,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.8997128798224,26.427241095622513,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1016,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.00537350822074,27.300543499376808,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
1017,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.11103413661908,28.173845903131102,,,0,1.0,30.0,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0
1018,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.21669476501742,29.047148306885397,,,0,1.0,30.0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0
1019,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.32235539341576,29.92045071063969,,,0,1.0,30.0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0
1020,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.4280160218141,30.793753114393986,,,0,1.0,30.0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0
1021,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.53367665021244,31.66705551814828,,,0,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0
1022,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.639337278610782,32.540357921902356,,,0,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0
1023,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.74499790700912,33.413660325656295,,,0,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0
1024,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.85065853540746,34.286962729410234,,,0,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0
1025,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.9563191638058,35.160265133164174,,,0,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0
1026,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.06197979220414,36.03356753691822,,,0,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0
1027,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.16764042060248,36.90686994067245,,,0,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0
1028,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.27330104900082,37.78017234442668,,,0,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0
1029,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.37896167739916,38.65347474818091,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1030,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.4846223057975,39.52677715193514,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1031,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.188018835608588,40.65617011312757,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1032,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.17270284843744,41.90607627782033,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1033,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.15738686126629,43.15598244251309,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1034,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.14207087409514,44.40588860720585,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1035,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.126754886923948,45.65579477189861,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1036,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.11143889975262,46.90570093659137,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1037,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.096122912581293,48.15560710128413,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1038,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.080806925409966,49.40551326597689,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1039,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.06549093823864,50.65541943066965,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1040,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.050174951067312,51.90532559536241,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1041,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.034858963895985,53.15523176005517,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1042,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.019542976724658,54.40513792474793,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1043,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00422698955333,55.65504408944069,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
