tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,24b1e93135d93a5f_score,player_1ca013c3_x,player_1ca013c3_y,player_1ca013c3_move_target,player_1ca013c3_item,player_1ca013c3_score,player_1ca013c3_cut_speed,player_1ca013c3_speed,player_8a73aa02_x,player_8a73aa02_y,player_8a73aa02_move_target,player_8a73aa02_item,player_8a73aa02_score,player_8a73aa02_cut_speed,player_8a73aa02_speed
1099,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99984678374412,25.087763141851823,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1100,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1101,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1102,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1103,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1104,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1105,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1106,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1107,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1108,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1109,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1110,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1111,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1112,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1113,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1114,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1115,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1116,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1117,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1118,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1119,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1120,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1121,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1122,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1123,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1124,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1125,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1126,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,41.250000000000284,,,0,1.0,30.0
1127,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,42.50000000000057,,,0,1.0,30.0
1128,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,43.75000000000085,,,0,1.0,30.0
1129,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,45.00000000000114,,,0,1.0,30.0
1130,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,46.25000000000142,,,0,1.0,30.0
1131,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,47.500000000001705,,,0,1.0,30.0
1132,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,48.75000000000199,,,0,1.0,30.0
1133,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,50.000000000002274,,,0,1.0,30.0
1134,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,51.25000000000256,,,0,1.0,30.0
1135,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,52.50000000000284,,,0,1.0,30.0
1136,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,30.0,24.0,53.750000000003126,,,0,1.0,30.0
1137,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,24.0,55.00000000000341,,,0,1.0,30.0
1138,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1139,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1140,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.458333333333333,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1141,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4999999999999996,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1142,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.541666666666666,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1143,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5833333333333326,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1144,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.624999999999999,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1145,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6666666666666656,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1146,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.708333333333332,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.161165235169506,32.838834764830494,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1147,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7499999999999987,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.277281758686456,33.722718241313544,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1148,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.791666666666665,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.39339828220341,34.60660171779659,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1149,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8333333333333317,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.50951480572036,35.49048519427964,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1150,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8749999999999982,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.62563132923731,36.37436867076269,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1151,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9166666666666647,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.74174785275426,37.25825214724574,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1152,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.85786437627121,38.14213562372879,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1153,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.999999999999998,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.97398089978816,39.02601910021184,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1154,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.19434681531624,39.95382555869017,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1155,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.083333333333331,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.179208272259245,41.203733885133886,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1156,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.164069729202254,42.4536422115776,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1157,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.166666666666664,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.14893118614526,43.70355053802132,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1158,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2083333333333304,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.13379264308827,44.953458864465034,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1159,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.249999999999997,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.11865410003128,46.20336719090875,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1160,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2916666666666634,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.10351555697429,47.453275517352466,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1161,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.33333333333333,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.088377013917295,48.70318384379618,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1162,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3749999999999964,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0732384708603,49.9530921702399,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1163,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.416666666666663,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.058099927803205,51.203000496683615,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1164,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.4583333333333295,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.042961384745865,52.45290882312733,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1165,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.499999999999996,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.027822841688526,53.70281714957105,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1166,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.5416666666666625,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.01268429863118,54.95272547601476,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1167,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.583333333333329,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00233106509781,56.20266313364169,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1168,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.6249999999999956,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00214661430291,57.45266312003295,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1169,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.666666666666662,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.001962163508004,58.70266310642421,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1170,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0017777127131,59.95266309281547,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1171,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.749999999999995,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.001593261918195,61.20266307920673,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1172,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00140881112329,62.45266306559799,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1173,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.833333333333328,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.001224360328386,63.70266305198925,,tomato,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
