tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,50aec0b6f86f30d6_score,player_3cbcc265_x,player_3cbcc265_y,player_3cbcc265_move_target,player_3cbcc265_item,player_3cbcc265_score,player_3cbcc265_cut_speed,player_3cbcc265_speed,player_30583989_x,player_30583989_y,player_30583989_move_target,player_30583989_item,player_30583989_score,player_30583989_cut_speed,player_30583989_speed,136395817750091d_score,7be6824e0d3e4e2b_message,a1fcfd2e58b2d0db_score
1298,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.73192271168153,42.37987226827022,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1299,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.96875799389943,42.1989344760282,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1300,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.20559327611733,42.01799668378618,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1301,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.44242855833522,41.83705889154416,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1302,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.67926384055312,41.65612109930214,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1303,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,77.91609912277102,41.47518330706012,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1304,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.15293440498891,41.2942455148181,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1305,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.38976968720681,41.11330772257608,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1306,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.6266049694247,40.93236993033422,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1307,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,82.8634402516426,40.75143213809254,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1308,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.1002755338605,40.570494345850854,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1309,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.3371108160784,40.389556553609175,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1310,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.57394609829629,40.20861876136749,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1311,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.81078138051419,40.027680969125804,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1312,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,89.0607795532984,40.02554367259298,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1313,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,90.31077772608262,40.02340637606016,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1314,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,91.56077589886684,40.021269079527336,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1315,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,92.81077407165105,40.01913178299451,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1316,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,94.06077224443527,40.01699448646163,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1317,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,95.31077041721949,40.01485718992845,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1318,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,96.5607685900037,40.012719893395264,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1319,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,97.81076676278792,40.010582596862086,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1320,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,99.06076493557214,40.00844530032891,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1321,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,100.31076310835635,40.00630800379573,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1322,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,101.56076128114057,40.00417070726255,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1323,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,102.81075945392479,40.002033410729375,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1324,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0607579921022,40.00031857676637,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1325,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,105.31075799185237,40.000293593084045,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1326,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,106.56075799160254,40.00026860940172,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1327,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,107.81075799135272,40.0002436257194,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1328,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,109.06075799110289,40.000218642037076,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1329,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,110.31075799085306,40.00019365835475,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1330,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,111.56075799060324,40.00016867467243,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1331,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,112.81075799035341,40.00014369099011,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1332,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,114.06075799010358,40.000118707307784,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1333,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,115.31075798985376,40.00009372362546,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1334,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,116.56075798960393,40.00006873994314,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1335,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,117.8107579893541,40.00004375626092,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1336,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,119.06075798910427,40.000018772578954,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1337,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1338,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1339,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,134.75000000000114,24.0,,plate,0,1.0,30.0,,,
1340,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,133.50000000000227,24.0,,plate,0,1.0,30.0,,,
1341,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,132.2500000000034,24.0,,plate,0,1.0,30.0,,,
1342,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,131.00000000000455,24.0,,plate,0,1.0,30.0,,,
1343,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,129.75000000000568,24.0,,plate,0,1.0,30.0,,,
1344,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,128.50000000000682,24.0,,plate,0,1.0,30.0,,,
1345,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,127.2500000000071,24.0,,plate,0,1.0,30.0,,,
1346,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,126.00000000000682,24.0,,plate,0,1.0,30.0,,,
1347,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,124.75000000000654,24.0,,plate,0,1.0,30.0,,,
1348,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,123.50000000000625,24.0,,plate,0,1.0,30.0,,,
1349,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,122.25000000000597,24.0,,plate,0,1.0,30.0,,,
1350,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,121.00000000000568,24.0,,plate,0,1.0,30.0,,,
1351,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,119.8763439699661,24.30755190613945,,plate,0,1.0,30.0,,,
1352,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,118.9873267412821,25.186271637966456,,plate,0,1.0,30.0,,,
1353,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,118.0983095125981,26.06499136979346,,plate,0,1.0,30.0,,,
1354,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,117.20929228391411,26.943711101620465,,plate,0,1.0,30.0,,,
1355,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,116.32027505523011,27.82243083344747,,plate,0,1.0,30.0,,,
1356,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,115.43125782654612,28.70115056527412,,plate,0,1.0,30.0,,,
1357,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,114.54224059786175,29.57987029710077,,plate,0,1.0,30.0,,,
1358,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,113.6532233691772,30.458590028927418,,plate,0,1.0,30.0,,,
1359,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,112.76420614049265,31.337309760754067,,plate,0,1.0,30.0,,,
1360,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.0,40.0,,,0,1.0,30.0,111.87518891180801,32.2160294925808,,plate,0,1.0,30.0,,,
