tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0634ff87155769ba_score,player_3ca64ccc_x,player_3ca64ccc_y,player_3ca64ccc_move_target,player_3ca64ccc_item,player_3ca64ccc_score,player_3ca64ccc_cut_speed,player_3ca64ccc_speed,player_77e84a63_x,player_77e84a63_y,player_77e84a63_move_target,player_77e84a63_item,player_77e84a63_score,player_77e84a63_cut_speed,player_77e84a63_speed
842,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,80.4999999999983,,,0,0.2,30.0
843,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,79.24999999999801,,,0,0.2,30.0
844,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,77.99999999999773,,,0,0.2,30.0
845,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,76.74999999999744,,,0,0.2,30.0
846,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,75.49999999999716,,,0,0.2,30.0
847,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,74.24999999999687,,,0,0.2,30.0
848,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,72.99999999999659,,,0,0.2,30.0
849,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,71.7499999999963,,,0,0.2,30.0
850,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,70.49999999999602,,,0,0.2,30.0
851,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,69.24999999999574,,,0,0.2,30.0
852,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,67.99999999999545,,,0,0.2,30.0
853,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,66.74999999999517,,,0,0.2,30.0
854,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,65.49999999999488,,,0,0.2,30.0
855,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,64.2499999999946,,,0,0.2,30.0
856,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,62.999999999994316,,,0,0.2,30.0
857,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,61.74999999999403,,,0,0.2,30.0
858,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,60.49999999999375,,,0,0.2,30.0
859,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,59.24999999999346,,,0,0.2,30.0
860,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,57.99999999999318,,,0,0.2,30.0
861,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.749999999992895,,,0,0.2,30.0
862,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,55.49999999999261,,,0,0.2,30.0
863,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,54.249999999992326,,,0,0.2,30.0
864,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,52.99999999999204,,,0,0.2,30.0
865,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,51.74999999999176,,,0,0.2,30.0
866,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,50.49999999999147,,,0,0.2,30.0
867,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,49.24999999999119,,,0,0.2,30.0
868,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,47.999999999990905,,,0,0.2,30.0
869,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,46.74999999999062,,,0,0.2,30.0
870,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,45.49999999999034,,,0,0.2,30.0
871,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,44.24999999999005,,,0,0.2,30.0
872,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,42.99999999998977,,,0,0.2,30.0
873,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,41.749999999989484,,,0,0.2,30.0
874,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,40.4999999999892,,,0,0.2,30.0
875,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.66756619610814,39.52408922643008,,,0,0.2,30.0
876,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,57.54594276993464,38.634732945431324,,,0,0.2,30.0
877,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,58.42431934376114,37.74537666443257,,,0,0.2,30.0
878,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,59.30269591758764,36.856020383433815,,,0,0.2,30.0
879,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,60.18107249141414,35.96666410243506,,,0,0.2,30.0
880,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,61.05944906524064,35.07730782143631,,,0,0.2,30.0
881,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,61.93782563906714,34.18795154043755,,,0,0.2,30.0
882,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,62.81620221289364,33.2985952594388,,,0,0.2,30.0
883,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,63.69457878672014,32.409238978440044,,,0,0.2,30.0
884,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,64.57295536054711,31.519882697441098,,,0,0.2,30.0
885,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,65.45133193437432,30.630526416441988,,,0,0.2,30.0
886,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,66.32970850820153,29.74117013544288,,,0,0.2,30.0
887,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,67.20808508202875,28.85181385444377,,,0,0.2,30.0
888,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,68.08646165585596,27.96245757344466,,,0,0.2,30.0
889,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,68.96483822968314,27.07310129244555,,,0,0.2,30.0
890,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,69.8432148035095,26.18374501144644,,,0,0.2,30.0
891,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,70.72159137733586,25.29438873044733,,,0,0.2,30.0
892,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,71.59996795116221,24.40503244944822,,,0,0.2,30.0
893,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,,0,0.2,30.0
894,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
895,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
896,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
897,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
898,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
899,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
900,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
901,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
902,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
903,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
904,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
905,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
906,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
907,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
908,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
909,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
910,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
911,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
912,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
913,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
914,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
915,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
916,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
917,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
918,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
919,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
920,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
921,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
922,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
923,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
924,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
925,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
926,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
927,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
928,0,1,,0,2,,0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
