tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,7422774d0143e485_score,player_fcba4d88_x,player_fcba4d88_y,player_fcba4d88_move_target,player_fcba4d88_item,player_fcba4d88_score,player_fcba4d88_cut_speed,player_fcba4d88_speed,player_611faa82_x,player_611faa82_y,player_611faa82_move_target,player_611faa82_item,player_611faa82_score,player_611faa82_cut_speed,player_611faa82_speed,244e3f0ca96309c7_score,a98bb1b9539f772b_message,77eb7591ba6a6def_score
1777,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,2.999999999999998,2,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,128.9289321881304,31.07106781186687,,plate,0,1.0,30.0,,,
1778,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.0416666666666643,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,128.04504871164727,31.954951288350276,,plate,0,1.0,30.0,,,
1779,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.083333333333331,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,127.1611652351642,32.838834764833344,,plate,0,1.0,30.0,,,
1780,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.1249999999999973,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,126.27728175868116,33.72271824131639,,plate,0,1.0,30.0,,,
1781,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.166666666666664,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,125.3933982821981,34.60660171779944,,plate,0,1.0,30.0,,,
1782,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.2083333333333304,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,124.50951480571506,35.4904851942827,,plate,0,1.0,30.0,,,
1783,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,123.62563132923201,36.37436867076619,,plate,0,1.0,30.0,,,
1784,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.2916666666666634,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,122.74174785274896,37.25825214724968,,plate,0,1.0,30.0,,,
1785,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,121.85786437626591,38.14213562373317,,plate,0,1.0,30.0,,,
1786,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.3749999999999964,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,120.97398089978286,39.02601910021666,,plate,0,1.0,30.0,,,
1787,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,120.04617444130444,39.805653184688964,,plate,0,1.0,30.0,,,
1788,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,118.79626611486002,39.820791727745956,,plate,0,1.0,30.0,,,
1789,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.499999999999996,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,117.54635778841559,39.83593027080295,,plate,0,1.0,30.0,,,
1790,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.5416666666666625,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,116.29644946197116,39.85106881385981,,plate,0,1.0,30.0,,,
1791,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.583333333333329,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,115.04654113552674,39.866207356916455,,plate,0,1.0,30.0,,,
1792,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,113.79663280908231,39.8813458999731,,plate,0,1.0,30.0,,,
1793,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,112.54672448263788,39.896484443029735,,plate,0,1.0,30.0,,,
1794,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.7083333333333286,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,111.29681615619346,39.91162298608638,,plate,0,1.0,30.0,,,
1795,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,110.04690782974903,39.92676152914302,,plate,0,1.0,30.0,,,
1796,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,108.7969995033046,39.94190007219966,,plate,0,1.0,30.0,,,
1797,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.833333333333328,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,107.54709117686018,39.9570386152563,,plate,0,1.0,30.0,,,
1798,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,106.29718285041575,39.972177158312945,,plate,0,1.0,30.0,,,
1799,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,105.04727452397132,39.98731570136958,,plate,0,1.0,30.0,,,
1800,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,103.79733686634414,39.99766893490247,,plate,0,1.0,30.0,,,
1801,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,102.54733687995359,39.997853385697375,,plate,0,1.0,30.0,,,
1802,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,101.29733689356304,39.99803783649228,,plate,0,1.0,30.0,,,
1803,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,100.0473369071725,39.998222287287184,,plate,0,1.0,30.0,,,
1804,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,98.79733692078194,39.99840673808209,,plate,0,1.0,30.0,,,
1805,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,,1,1.0,30.0,97.5473369343914,39.99859118887699,,plate,0,1.0,30.0,,,
1806,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,96.29733694800085,39.9987756396719,,plate,0,1.0,30.0,,,
1807,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,95.0473369616103,39.9989600904668,,plate,0,1.0,30.0,,,
1808,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,93.79733697521975,39.99914454126161,,plate,0,1.0,30.0,,,
1809,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,92.5473369888292,39.99932899205616,,plate,0,1.0,30.0,,,
1810,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,91.29733700243865,39.999513442850706,,plate,0,1.0,30.0,,,
1811,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,90.0473370160481,39.999697893645255,,plate,0,1.0,30.0,,,
1812,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,88.79733702965756,39.999882344439804,,plate,0,1.0,30.0,,,
1813,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,87.54733703619142,39.99997204937522,,plate,0,1.0,30.0,,,
1814,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,86.29733703619398,39.99997429659456,,plate,0,1.0,30.0,,,
1815,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,85.04733703619654,39.99997654381421,,plate,0,1.0,30.0,,,
1816,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,83.7973370361991,39.99997879103387,,plate,0,1.0,30.0,,,
1817,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,82.54733703620165,39.99998103825352,,plate,0,1.0,30.0,,,
1818,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,81.29733703620421,39.99998328547318,,plate,0,1.0,30.0,,,
1819,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,80.04733703620677,39.99998553269283,,plate,0,1.0,30.0,,,
1820,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,78.79733703620933,39.99998777991249,,plate,0,1.0,30.0,,,
1821,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,77.54733703621189,39.99999002713214,,plate,0,1.0,30.0,,,
1822,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,76.29733703621444,39.9999922743518,,plate,0,1.0,30.0,,,
1823,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,75.047337036217,39.99999452157145,,plate,0,1.0,30.0,,,
1824,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,73.79733703621956,39.99999676879111,,plate,0,1.0,30.0,,,
1825,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,72.54733703622212,39.99999901601076,,plate,0,1.0,30.0,,,
1826,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,71.55705250305924,40.632483413080365,,plate,0,1.0,30.0,,,
1827,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,70.66776842922091,41.51093309064717,,plate,0,1.0,30.0,,,
1828,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,69.77848435538259,42.38938276821398,,plate,0,1.0,30.0,,,
1829,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,68.88920028154426,43.26783244578078,,plate,0,1.0,30.0,,,
1830,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,67.99991620770594,44.14628212334759,,plate,0,1.0,30.0,,,
1831,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,67.11063213386761,45.024731800914395,,plate,0,1.0,30.0,,,
1832,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,24.0,,tomato_cut,1,1.0,30.0,66.22134806002929,45.9031814784812,,plate,0,1.0,30.0,,,
1833,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,25.24999999999993,,tomato_cut,1,1.0,30.0,65.33206398619096,46.78163115604774,,plate,0,1.0,30.0,,,
1834,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,26.499999999999858,,tomato_cut,1,1.0,30.0,64.44277991235263,47.66008083361383,,plate,0,1.0,30.0,,,
1835,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,27.749999999999787,,tomato_cut,1,1.0,30.0,63.553495838513946,48.53853051117993,,plate,0,1.0,30.0,,,
1836,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,28.999999999999716,,tomato_cut,1,1.0,30.0,62.66421176467491,49.41698018874657,,plate,0,1.0,30.0,,,
1837,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,30.249999999999645,,tomato_cut,1,1.0,30.0,61.774927690835874,50.29542986631321,,plate,0,1.0,30.0,,,
1838,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,31.499999999999574,,tomato_cut,1,1.0,30.0,60.88564361699684,51.17387954387986,,plate,0,1.0,30.0,,,
1839,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,32.749999999999716,,tomato_cut,1,1.0,30.0,59.9963595431578,52.05232922144651,,plate,0,1.0,30.0,,,
1840,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,34.0,,tomato_cut,1,1.0,30.0,59.107075469318765,52.93077889901316,,plate,0,1.0,30.0,,,
1841,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,35.250000000000284,,tomato_cut,1,1.0,30.0,58.21779139547973,53.809228576579805,,plate,0,1.0,30.0,,,
1842,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,36.50000000000057,,tomato_cut,1,1.0,30.0,57.32850732164069,54.687678254146455,,plate,0,1.0,30.0,,,
1843,train,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,37.75000000000085,,tomato_cut,1,1.0,30.0,56.43922324780166,55.5661279317131,,plate,0,1.0,30.0,,,
