tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7980b31b9eceee09_score,player_16647749_x,player_16647749_y,player_16647749_move_target,player_16647749_item,player_16647749_score,player_16647749_cut_speed,player_16647749_speed,player_68e24335_x,player_68e24335_y,player_68e24335_move_target,player_68e24335_item,player_68e24335_score,player_68e24335_cut_speed,player_68e24335_speed
1366,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1367,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1368,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1369,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1370,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1371,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1372,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1373,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1374,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1375,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1376,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1377,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1378,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1379,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1380,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1381,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1382,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1383,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,0,0.2,30.0
1384,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.499999999999744,,tomato,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,0,0.2,30.0
1385,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.99999999999949,,tomato,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,0,0.2,30.0
1386,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.49999999999923,,tomato,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,0,0.2,30.0
1387,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.99999999999898,,tomato,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,0,0.2,30.0
1388,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.49999999999872,,tomato,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,0,0.2,30.0
1389,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.999999999998465,,tomato,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,0,0.2,30.0
1390,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.49999999999821,,tomato,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,0,0.2,30.0
1391,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.999999999997954,,tomato,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,0,0.2,30.0
1392,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.4999999999977,,tomato,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,0,0.2,30.0
1393,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.99999999999744,,tomato,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,0,0.2,30.0
1394,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.499999999997186,,tomato,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,0,0.2,30.0
1395,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.99999999999693,,tomato,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,0,0.2,30.0
1396,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.499999999996675,,tomato,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,0,0.2,30.0
1397,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.99999999999642,,tomato,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,0,0.2,30.0
1398,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.49999999999616,,tomato,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,0,0.2,30.0
1399,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.99999999999591,,tomato,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,0,0.2,30.0
1400,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.49999999999565,,tomato,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,0,0.2,30.0
1401,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.999999999995396,,tomato,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,0,0.2,30.0
1402,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.49999999999514,,tomato,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,0,0.2,30.0
1403,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.999999999994884,,tomato,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,0,0.2,30.0
1404,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.49999999999463,,tomato,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,0,0.2,30.0
1405,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,44.99999999999437,,tomato,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,0,0.2,30.0
1406,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,44.49999999999412,,tomato,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,0,0.2,30.0
1407,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.99999999999386,,tomato,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,0,0.2,30.0
1408,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.499999999993605,,tomato,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,0,0.2,30.0
1409,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.99999999999335,,tomato,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,0,0.2,30.0
1410,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.49999999999309,,tomato,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,0,0.2,30.0
1411,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.99999999999284,,tomato,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,0,0.2,30.0
1412,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.49999999999258,,tomato,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,0,0.2,30.0
1413,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.999999999992326,,tomato,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,0,0.2,30.0
1414,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.49999999999207,,tomato,0,1.0,12.0,71.02356847568149,41.15725113762039,,plate,0,0.2,30.0
1415,0,1,tomato_cut,0,2,None_cut,3.249999999999997,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,70.134350001202,42.03576721866014,,plate,0,0.2,30.0
1416,0,1,tomato_cut,0,2,tomato,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,69.2451315267225,42.91428329969989,,plate,0,0.2,30.0
1417,0,1,tomato_cut,0,2,tomato,0.041666666666666664,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,68.35591305224301,43.79279938073964,,plate,0,0.2,30.0
1418,0,1,tomato_cut,0,2,tomato,0.08333333333333333,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,67.46669457776352,44.671315461779386,,plate,0,0.2,30.0
1419,0,1,tomato_cut,0,2,tomato,0.125,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,66.57747610328403,45.549831542819135,,plate,0,0.2,30.0
1420,0,1,tomato_cut,0,2,tomato,0.16666666666666666,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,65.68825762880454,46.42834762385888,,plate,0,0.2,30.0
1421,0,1,tomato_cut,0,2,tomato,0.20833333333333331,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,64.79903915432504,47.30686370489863,,plate,0,0.2,30.0
1422,0,1,tomato_cut,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,63.90982067984555,48.18537978593838,,plate,0,0.2,30.0
1423,0,1,tomato_cut,0,2,tomato,0.29166666666666663,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,63.02060220536606,49.06389586697813,,plate,0,0.2,30.0
1424,0,1,tomato_cut,0,2,tomato,0.3333333333333333,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,62.13138373088657,49.94241194801788,,plate,0,0.2,30.0
1425,0,1,tomato_cut,0,2,tomato,0.375,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,61.24216525640708,50.82092802905757,,plate,0,0.2,30.0
1426,0,1,tomato_cut,0,2,tomato,0.4166666666666667,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,60.352946781927585,51.69944411009722,,plate,0,0.2,30.0
1427,0,1,tomato_cut,0,2,tomato,0.45833333333333337,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,59.46372830744809,52.57796019113686,,plate,0,0.2,30.0
1428,0,1,tomato_cut,0,2,tomato,0.5,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,58.5745098329686,53.4564762721765,,plate,0,0.2,30.0
1429,0,1,tomato_cut,0,2,tomato,0.5416666666666666,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,57.68529135848911,54.334992353216144,,plate,0,0.2,30.0
1430,0,1,tomato_cut,0,2,tomato,0.5833333333333333,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.79607288400962,55.213508434255786,,plate,0,0.2,30.0
1431,0,1,tomato_cut,0,2,tomato,0.6249999999999999,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1432,0,1,tomato_cut,0,2,tomato,0.6666666666666665,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1433,0,1,tomato_cut,0,2,tomato,0.7083333333333331,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1434,0,1,tomato_cut,0,2,tomato,0.7499999999999998,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1435,0,1,tomato_cut,0,2,tomato,0.7916666666666664,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1436,0,1,tomato_cut,0,2,tomato,0.833333333333333,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1437,0,1,tomato_cut,0,2,tomato,0.8749999999999997,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1438,0,1,tomato_cut,0,2,tomato,0.9166666666666663,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1439,0,1,tomato_cut,0,2,tomato,0.9583333333333329,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1440,0,1,tomato_cut,0,2,tomato,0.9999999999999996,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1441,0,1,tomato_cut,0,2,tomato,1.0416666666666663,1,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
