tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,23f0a1d7adffece2_score,player_e9f00223_x,player_e9f00223_y,player_e9f00223_move_target,player_e9f00223_item,player_e9f00223_score,player_e9f00223_cut_speed,player_e9f00223_speed,player_588aaf23_x,player_588aaf23_y,player_588aaf23_move_target,player_588aaf23_item,player_588aaf23_score,player_588aaf23_cut_speed,player_588aaf23_speed,18cf696097fdcf58_score,ddd4286268b144af_message,f2365e25af3e4a70_score
2132,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,88.20266313365056,40.00233106509771,,,0,0.2,30.0,,,
2133,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,89.45266312004111,40.0021466143028,,,0,0.2,30.0,,,
2134,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,90.70266310643166,40.0019621635079,,,0,0.2,30.0,,,
2135,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,91.9526630928222,40.00177771271299,,,0,0.2,30.0,,,
2136,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,93.20266307921275,40.00159326191809,,,0,0.2,30.0,,,
2137,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,94.4526630656033,40.001408811123184,,,0,0.2,30.0,,,
2138,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,95.70266305199385,40.00122436032828,,,0,0.2,30.0,,,
2139,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,96.9526630383844,40.001039909533375,,,0,0.2,30.0,,,
2140,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,98.20266302477495,40.00085545873847,,,0,0.2,30.0,,,
2141,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,99.4526630111655,40.00067100794384,,,0,0.2,30.0,,,
2142,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,100.70266299755605,40.000486557149294,,,0,0.2,30.0,,,
2143,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,101.9526629839466,40.000302106354745,,,0,0.2,30.0,,,
2144,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,103.20266297033714,40.000117655560196,,,0,0.2,30.0,,,
2145,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,104.45266296380328,40.00002795062478,,,0,0.2,30.0,,,
2146,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,105.70266296380072,40.00002570340544,,,0,0.2,30.0,,,
2147,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,106.95266296379816,40.00002345618579,,,0,0.2,30.0,,,
2148,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,108.2026629637956,40.00002120896613,,,0,0.2,30.0,,,
2149,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,109.45266296379305,40.00001896174648,,,0,0.2,30.0,,,
2150,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,110.70266296379049,40.00001671452682,,,0,0.2,30.0,,,
2151,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,111.95266296378793,40.00001446730717,,,0,0.2,30.0,,,
2152,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,113.20266296378537,40.00001222008751,,,0,0.2,30.0,,,
2153,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,114.45266296378281,40.00000997286786,,,0,0.2,30.0,,,
2154,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,115.70266296378026,40.0000077256482,,,0,0.2,30.0,,,
2155,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,116.9526629637777,40.00000547842855,,,0,0.2,30.0,,,
2156,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,118.20266296377514,40.00000323120889,,,0,0.2,30.0,,,
2157,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,119.45266296377258,40.00000098398924,,,0,0.2,30.0,,,
2158,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,120.44294749693546,39.367516586919635,,,0,0.2,30.0,,,
2159,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,121.33223157077379,38.489066909353156,,,0,0.2,30.0,,,
2160,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,122.22151564461211,37.61061723178706,,,0,0.2,30.0,,,
2161,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,123.11079971845044,36.732167554220965,,,0,0.2,30.0,,,
2162,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,124.00008379228876,35.85371787665487,,,0,0.2,30.0,,,
2163,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,124.88936786612709,34.975268199088774,,,0,0.2,30.0,,,
2164,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,125.77865193996541,34.09681852152268,,,0,0.2,30.0,,,
2165,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,126.66793601380374,33.21836884395658,,,0,0.2,30.0,,,
2166,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,127.55722008764207,32.33991916639049,,,0,0.2,30.0,,,
2167,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,128.4465041614804,31.46146948882417,,,0,0.2,30.0,,,
2168,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,129.33578823531872,30.58301981125772,,,0,0.2,30.0,,,
2169,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,130.22507230915704,29.704570133691362,,,0,0.2,30.0,,,
2170,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,131.11435638299537,28.826120456125267,,,0,0.2,30.0,,,
2171,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,132.0036404568337,27.94767077855917,,,0,0.2,30.0,,,
2172,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,132.89292453067202,27.069221100993076,,,0,0.2,30.0,,,
2173,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,133.78220860451034,26.190771423427094,,,0,0.2,30.0,,,
2174,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,134.67149267834867,25.312321745861368,,,0,0.2,30.0,,,
2175,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,135.56077675218825,24.433872068295983,,,0,0.2,30.0,,,
2176,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,,0,0.2,30.0,,,
2177,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2178,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2179,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2180,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2181,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2182,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2183,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2184,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2185,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2186,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2187,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2188,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2189,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2190,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
2191,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,135.11611652351553,24.88388347648305,,plate,0,0.2,30.0,,,
2192,train,False,0,1,tomato,0.16666666666666666,0,0,2,tomato,0.275,0,1,0,tomato_cut,3.358333333333324,3,2,2,tomato,2,3,plate,2,4,,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,120.0,,,0,1.0,12.0,134.23223304703106,25.767766952966443,,plate,0,0.2,30.0,,,
