tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,5c6cc64292018795_score,player_c8119b47_x,player_c8119b47_y,player_c8119b47_move_target,player_c8119b47_item,player_c8119b47_score,player_c8119b47_cut_speed,player_c8119b47_speed,player_23aab726_x,player_23aab726_y,player_23aab726_move_target,player_23aab726_item,player_23aab726_score,player_23aab726_cut_speed,player_23aab726_speed,b925d6c53df1acaf_score,498508d6aa209fea_message,b5a647d018e7def4_score
1342,train,True,0,1,,0.0,0,0,2,tomato,2.9249999999999923,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.38045669330153,32.51527654496212,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1343,train,True,0,1,,0.0,0,0,2,tomato,2.9333333333333256,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.73615489943883,32.16388106099811,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1344,train,True,0,1,,0.0,0,0,2,tomato,2.941666666666659,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.0918531055765,31.812485577033904,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1345,train,True,0,1,,0.0,0,0,2,tomato,2.949999999999992,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.4475513117148,31.461090093069537,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1346,train,True,0,1,,0.0,0,0,2,tomato,2.9583333333333255,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.8032495178531,31.10969460910517,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1347,train,True,0,1,,0.0,0,0,2,tomato,2.966666666666659,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.1589477239914,30.758299125140802,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1348,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.5146459301297,30.406903641176434,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1349,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.870344136268,30.055508157212067,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1350,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.2260423424063,29.7041126732477,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1351,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.5817405485446,29.352717189283332,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,
1352,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.9374387546829,29.001321705318965,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1353,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.2931369608212,28.649926221354598,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1354,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.6488351669595,28.2985307373901,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1355,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.0045333730978,27.947135253425376,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1356,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.36023157923609,27.595739769460653,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1357,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.71592978537439,27.24434428549593,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1358,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.07162799151268,26.892948801531208,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1359,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.42732619765098,26.541553317566486,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1360,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.78302440378928,26.19015783360164,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1361,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.13872260992724,25.83876234963656,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1362,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.49442081606418,25.487366865671483,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1363,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.8501190222011,25.135971381706405,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1364,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.20581722833808,24.784575897741327,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1365,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.561515434475,24.43318041377625,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1366,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1367,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1368,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1369,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1370,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1371,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1372,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,
1373,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,38.749999999999716,,tomato,0,0.2,30.0,,,
1374,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,37.49999999999943,,tomato,0,0.2,30.0,,,
1375,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,36.24999999999915,,tomato,0,0.2,30.0,,,
1376,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,34.99999999999886,,tomato,0,0.2,30.0,,,
1377,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,33.74999999999858,,tomato,0,0.2,30.0,,,
1378,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,32.499999999998295,,tomato,0,0.2,30.0,,,
1379,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,31.249999999998227,,tomato,0,0.2,30.0,,,
1380,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,29.9999999999983,,tomato,0,0.2,30.0,,,
1381,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,28.74999999999837,,tomato,0,0.2,30.0,,,
1382,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,27.49999999999844,,tomato,0,0.2,30.0,,,
1383,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,26.24999999999851,,tomato,0,0.2,30.0,,,
1384,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.999999999998582,,tomato,0,0.2,30.0,,,
1385,train,True,0,1,,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,24.0,24.0,,tomato,0,0.2,30.0,,,
1386,train,True,0,1,tomato,0.0,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.64644660940678,24.35355339059322,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1387,train,True,0,1,tomato,0.008333333333333333,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.29289321881356,24.70710678118644,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1388,train,True,0,1,tomato,0.016666666666666666,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.93933982822034,25.06066017177966,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1389,train,True,0,1,tomato,0.025,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.58578643762712,25.41421356237288,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1390,train,True,0,1,tomato,0.03333333333333333,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.2322330470339,25.7677669529661,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1391,train,True,0,1,tomato,0.041666666666666664,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.87867965644068,26.12132034355932,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1392,train,True,0,1,tomato,0.049999999999999996,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.52512626584746,26.47487373415254,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1393,train,True,0,1,tomato,0.05833333333333333,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.17157287525424,26.828427124745758,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1394,train,True,0,1,tomato,0.06666666666666667,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.81801948466102,27.181980515338978,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1395,train,True,0,1,tomato,0.075,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.4644660940678,27.535533905932198,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1396,train,True,0,1,tomato,0.08333333333333333,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.11091270347458,27.889087296525418,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1397,train,True,0,1,tomato,0.09166666666666666,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.75735931288136,28.242640687118637,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1398,train,True,0,1,tomato,0.09999999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.40380592228814,28.596194077711857,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1399,train,True,0,1,tomato,0.10833333333333332,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.05025253169492,28.949747468305077,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1400,train,True,0,1,tomato,0.11666666666666665,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.6966991411017,29.303300858898297,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1401,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.34314575050848,29.656854249491516,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1402,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.98959235991526,30.010407640084736,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1403,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.63603896932204,30.363961030677956,,plate,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
1404,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.28248557872882,30.717514421271176,,plate,0,1.0,12.0,24.0,25.24999999999993,,,0,0.2,30.0,,,
1405,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.9289321881356,31.071067811864395,,plate,0,1.0,12.0,24.0,26.499999999999858,,,0,0.2,30.0,,,
1406,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.5369590553629,30.760653470724876,,plate,0,1.0,12.0,24.0,27.749999999999787,,,0,0.2,30.0,,,
1407,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.1449859225902,30.450239129585356,,plate,0,1.0,12.0,24.0,28.999999999999716,,,0,0.2,30.0,,,
1408,train,True,0,1,tomato,0.12499999999999999,0,0,2,tomato,2.974999999999992,2,1,0,,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.7530127898184,30.139824788445836,,plate,0,1.0,12.0,24.0,30.249999999999645,,,0,0.2,30.0,,,
