tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,da15a8d490b26cd5_score,player_86c4a5ae_x,player_86c4a5ae_y,player_86c4a5ae_move_target,player_86c4a5ae_item,player_86c4a5ae_score,player_86c4a5ae_cut_speed,player_86c4a5ae_speed,player_0d05f176_x,player_0d05f176_y,player_0d05f176_move_target,player_0d05f176_item,player_0d05f176_score,player_0d05f176_cut_speed,player_0d05f176_speed
1313,0,1,,0,2,tomato,0.37500000000000033,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.54512860072862,39.87000675940198,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1314,0,1,,0,2,tomato,0.3833333333333337,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.04516658714238,39.876169954255296,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1315,0,1,,0,2,tomato,0.39166666666666705,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.54520457355613,39.88233314910861,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1316,0,1,,0,2,tomato,0.4000000000000004,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.04524255996989,39.888496343961926,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1317,0,1,,0,2,tomato,0.40833333333333377,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.54528054638365,39.89465953881524,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1318,0,1,,0,2,tomato,0.41666666666666713,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.04531853279741,39.900822733668555,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1319,0,1,,0,2,tomato,0.4250000000000005,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.54535651921117,39.90698592852187,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1320,0,1,,0,2,tomato,0.43333333333333385,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.04539450562493,39.913149123375185,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1321,0,1,,0,2,tomato,0.4416666666666672,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.54543249203869,39.91931231822871,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1322,0,1,,0,2,tomato,0.45000000000000057,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.04547047845244,39.92547551308238,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1323,0,1,,0,2,tomato,0.4583333333333339,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.5455084648662,39.93163870793605,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1324,0,1,,0,2,tomato,0.4666666666666673,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.04554645127996,39.93780190278972,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1325,0,1,,0,2,tomato,0.47500000000000064,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.54558443769372,39.94396509764339,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1326,0,1,,0,2,tomato,0.483333333333334,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.04562242410748,39.95012829249706,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1327,0,1,,0,2,tomato,0.49166666666666736,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.54566041052124,39.95629148735073,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1328,0,1,,0,2,tomato,0.5000000000000007,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.045698396935,39.9624546822044,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1329,0,1,,0,2,tomato,0.508333333333334,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.54573638334875,39.96861787705807,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1330,0,1,,0,2,tomato,0.5166666666666673,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.04577436976251,39.97478107191174,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1331,0,1,,0,2,tomato,0.5250000000000006,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.54581235617627,39.98094426676541,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1332,0,1,,0,2,tomato,0.5333333333333339,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.04585034259003,39.98710746161908,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1333,0,1,,0,2,tomato,0.5416666666666672,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.54588832900379,39.99327065647275,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1334,0,1,,0,2,tomato,0.5500000000000005,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08921341235464,40.10301158955734,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1335,0,1,,0,2,tomato,0.5583333333333338,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.73354172189204,40.4544339118474,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1336,0,1,,0,2,tomato,0.5666666666666671,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.3778700314304,40.805856234137465,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1337,0,1,,0,2,tomato,0.5750000000000004,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.02219834096886,41.15727855642753,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1338,0,1,,0,2,tomato,0.5833333333333337,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.66652665050732,41.50870087871759,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1339,0,1,,0,2,tomato,0.591666666666667,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.31085496004577,41.86012320100765,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1340,0,1,,0,2,tomato,0.6000000000000003,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.95518326958423,42.211545523297715,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1341,0,1,,0,2,tomato,0.6083333333333336,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.59951157912269,42.56296784558778,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1342,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.24383988866114,42.91439016787784,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1343,0,1,,0,2,tomato,0.6250000000000002,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.88816819819961,43.2658124901679,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1344,0,1,,0,2,tomato,0.6333333333333335,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.53249650773806,43.617234812457966,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1345,0,1,,0,2,tomato,0.6416666666666668,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.17682481727653,43.96865713474803,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1346,0,1,,0,2,tomato,0.6500000000000001,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.82115312681498,44.32007945703809,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1347,0,1,,0,2,tomato,0.6583333333333334,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.46548143635344,44.67150177932815,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1348,0,1,,0,2,tomato,0.6666666666666667,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.1098097458919,45.022924101618216,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1349,0,1,,0,2,tomato,0.675,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.75413805543036,45.37434642390828,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1350,0,1,,0,2,tomato,0.6833333333333333,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.39846636496881,45.72576874619834,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1351,0,1,,0,2,tomato,0.6916666666666667,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.04279467450726,46.0771910684884,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1352,0,1,,0,2,tomato,0.7,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.68712298404573,46.428613390778466,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1353,0,1,,0,2,tomato,0.7083333333333333,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.33145129358418,46.78003571306853,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1354,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.97577960312265,47.13145803535859,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1355,0,1,,0,2,tomato,0.7249999999999999,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.6201079126611,47.482880357648654,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1356,0,1,,0,2,tomato,0.7333333333333332,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.26443622219956,47.834302679938716,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1357,0,1,,0,2,tomato,0.7416666666666665,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.90876453173793,48.18572500222878,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1358,0,1,,0,2,tomato,0.7499999999999998,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.55309284127604,48.53714732451884,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1359,0,1,,0,2,tomato,0.7583333333333331,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.19742115081415,48.888569646809195,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1360,0,1,,0,2,tomato,0.7666666666666664,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.84174946035226,49.23999196909963,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1361,0,1,,0,2,tomato,0.7749999999999997,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.48607776989037,49.59141429139006,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1362,0,1,,0,2,tomato,0.783333333333333,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.13040607942848,49.942836613680484,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1363,0,1,,0,2,tomato,0.7916666666666663,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.77473438896659,50.294258935970916,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1364,0,1,,0,2,tomato,0.7999999999999996,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.4190626985047,50.64568125826135,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1365,0,1,,0,2,tomato,0.8083333333333329,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.063391008042814,50.99710358055177,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1366,0,1,,0,2,tomato,0.8166666666666662,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.707719317580924,51.348525902842205,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1367,0,1,,0,2,tomato,0.8249999999999995,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.352047627119035,51.69994822513263,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1368,0,1,,0,2,tomato,0.8333333333333328,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.996375936657145,52.05137054742306,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1369,0,1,,0,2,tomato,0.8416666666666661,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.640704246195256,52.402792869713494,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1370,0,1,,0,2,tomato,0.8499999999999994,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.285032555733366,52.75421519200392,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1371,0,1,,0,2,tomato,0.8583333333333327,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.92936086527148,53.10563751429435,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1372,0,1,,0,2,tomato,0.866666666666666,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.57368917480959,53.45705983658478,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1373,0,1,,0,2,tomato,0.8749999999999993,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.2180174843477,53.80848215887521,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1374,0,1,,0,2,tomato,0.8833333333333326,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.86234579388581,54.15990448116564,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1375,0,1,,0,2,tomato,0.8916666666666659,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50667410342392,54.51132680345607,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1376,0,1,,0,2,tomato,0.8999999999999992,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.15100241296203,54.8627491257465,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1377,0,1,,0,2,tomato,0.9083333333333325,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.79533072250014,55.21417144803693,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1378,0,1,,0,2,tomato,0.9166666666666659,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.43965903203825,55.56559377032736,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1379,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1380,0,1,,0,2,tomato,0.9333333333333325,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1381,0,1,,0,2,tomato,0.9416666666666658,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1382,0,1,,0,2,tomato,0.9499999999999991,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1383,0,1,,0,2,tomato,0.9583333333333324,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1384,0,1,,0,2,tomato,0.9666666666666657,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1385,0,1,,0,2,tomato,0.974999999999999,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1386,0,1,,0,2,tomato,0.9833333333333323,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1387,0,1,,0,2,tomato,0.9916666666666656,0,0,3,None_cut,3.5583333333333234,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
