tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,32c24873ef018aaa_score,player_d355bff0_x,player_d355bff0_y,player_d355bff0_move_target,player_d355bff0_item,player_d355bff0_score,player_d355bff0_cut_speed,player_d355bff0_speed,player_6bd76bf8_x,player_6bd76bf8_y,player_6bd76bf8_move_target,player_6bd76bf8_item,player_6bd76bf8_score,player_6bd76bf8_cut_speed,player_6bd76bf8_speed
508,0,1,,0,2,,0,0,0,3,tomato,1.583333333333334,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.00207842504777,70.9528567709111,,,0,1.0,30.0
509,0,1,,0,2,,0,0,0,3,tomato,1.6250000000000007,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.00190467689235,69.70285678298578,,,0,1.0,30.0
510,0,1,,0,2,,0,0,0,3,tomato,1.6666666666666674,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.00173092873676,68.45285679506046,,,0,1.0,30.0
511,0,1,,0,2,,0,0,0,3,tomato,1.7083333333333341,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.001557180581162,67.20285680713513,,,0,1.0,30.0
512,0,1,,0,2,,0,0,0,3,tomato,1.7500000000000009,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.001383432425566,65.95285681920981,,,0,1.0,30.0
513,0,1,,0,2,,0,0,0,3,tomato,1.7916666666666676,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.00120968426997,64.70285683128449,,,0,1.0,30.0
514,0,1,,0,2,,0,0,0,3,tomato,1.8333333333333344,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.001035936114373,63.452856843359484,,,0,1.0,30.0
515,0,1,,0,2,,0,0,0,3,tomato,1.875000000000001,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.000862187958777,62.202856855434874,,,0,1.0,30.0
516,0,1,,0,2,,0,0,0,3,tomato,1.9166666666666679,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.00068843980318,60.95285686751026,,,0,1.0,30.0
517,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.000514691647584,59.70285687958565,,,0,1.0,30.0
518,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.000340943491988,58.45285689166104,,,0,1.0,30.0
519,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.00016719533639,57.20285690373643,,,0,1.0,30.0
520,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.250000000000284,,,0,1.0,30.0,24.000026071192472,55.95285691351785,,,0,1.0,30.0
521,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000057,,,0,1.0,30.0,24.0000240283615,54.702856913519696,,,0,1.0,30.0
522,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.75000000000085,,,0,1.0,30.0,24.00002198553053,53.45285691352154,,,0,1.0,30.0
523,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000114,,,0,1.0,30.0,24.00001994269956,52.20285691352339,,,0,1.0,30.0
524,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.25000000000142,,,0,1.0,30.0,24.00001789986859,50.95285691352524,,,0,1.0,30.0
525,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.500000000001705,,,0,1.0,30.0,24.000015857037617,49.702856913527086,,,0,1.0,30.0
526,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.75000000000199,,,0,1.0,30.0,24.000013814206646,48.45285691352893,,,0,1.0,30.0
527,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000000227,,,0,1.0,30.0,24.000011771375675,47.20285691353078,,,0,1.0,30.0
528,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.25000000000256,,,0,1.0,30.0,24.000009728544704,45.95285691353263,,,0,1.0,30.0
529,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000000284,,,0,1.0,30.0,24.000007685713733,44.702856913534475,,,0,1.0,30.0
530,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.75000000000313,,,0,1.0,30.0,24.000005642882762,43.45285691353632,,,0,1.0,30.0
531,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000000341,,,0,1.0,30.0,24.000003600051777,42.20285691353817,,,0,1.0,30.0
532,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.2500000000037,,,0,1.0,30.0,24.000001557220628,40.95285691354002,,,0,1.0,30.0
533,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000000398,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
534,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.75000000000426,,,0,1.0,30.0,24.0,41.250000000000284,,,0,1.0,30.0
535,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000000455,,,0,1.0,30.0,24.0,42.50000000000057,,,0,1.0,30.0
536,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.25000000000483,,,0,1.0,30.0,24.0,43.75000000000085,,,0,1.0,30.0
537,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.50000000000512,,,0,1.0,30.0,24.0,45.00000000000114,,,0,1.0,30.0
538,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.7500000000054,,,0,1.0,30.0,24.0,46.25000000000142,,,0,1.0,30.0
539,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.00000000000568,,,0,1.0,30.0,24.0,47.500000000001705,,,0,1.0,30.0
540,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.25000000000597,,,0,1.0,30.0,24.0,48.75000000000199,,,0,1.0,30.0
541,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.50000000000625,,,0,1.0,30.0,24.0,50.000000000002274,,,0,1.0,30.0
542,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.75000000000654,,,0,1.0,30.0,24.0,51.25000000000256,,,0,1.0,30.0
543,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.00000000000682,,,0,1.0,30.0,24.0,52.50000000000284,,,0,1.0,30.0
544,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.2500000000071,,,0,1.0,30.0,24.0,53.750000000003126,,,0,1.0,30.0
545,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.49189088134284,88.29803951736653,,,0,1.0,30.0,24.0,55.00000000000341,,,0,1.0,30.0
546,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.37026745516934,89.18739579836529,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
547,0,1,,0,2,,0,0,0,3,tomato,1.9583333333333346,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.24864402899584,90.07675207936404,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
548,0,1,,0,2,,0,0,0,3,tomato,2.0000000000000013,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.12702060282234,90.9661083603628,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
549,0,1,,0,2,,0,0,0,3,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.00539717664884,91.85546464136155,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
550,0,1,,0,2,,0,0,0,3,tomato,2.0833333333333344,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.883773750475342,92.7448209223603,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
551,0,1,,0,2,,0,0,0,3,tomato,2.125000000000001,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.762150324301842,93.63417720335906,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
552,0,1,,0,2,,0,0,0,3,tomato,2.1666666666666674,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.640526898128343,94.52353348435781,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
553,0,1,,0,2,,0,0,0,3,tomato,2.208333333333334,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.518903471954843,95.41288976535657,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
554,0,1,,0,2,,0,0,0,3,tomato,2.2500000000000004,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.39728004578134,96.30224604635532,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
555,0,1,,0,2,,0,0,0,3,tomato,2.291666666666667,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.275656619607844,97.19160232735408,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
556,0,1,,0,2,,0,0,0,3,tomato,2.3333333333333335,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.154033193434344,98.08095860835283,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
557,0,1,,0,2,,0,0,0,3,tomato,2.375,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.032409767260845,98.97031488935158,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
558,0,1,,0,2,,0,0,0,3,tomato,2.4166666666666665,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.910786341087345,99.85967117035034,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
559,0,1,,0,2,,0,0,0,3,tomato,2.458333333333333,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.789162914913845,100.7490274513491,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
560,0,1,,0,2,,0,0,0,3,tomato,2.4999999999999996,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.667539488740346,101.63838373234866,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
561,0,1,,0,2,,0,0,0,3,tomato,2.541666666666666,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.545916062566846,102.52774001334835,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
562,0,1,,0,2,,0,0,0,3,tomato,2.5833333333333326,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.424292636393346,103.41709629434803,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
563,0,1,,0,2,,0,0,0,3,tomato,2.624999999999999,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.311608376973936,103.31936371188569,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
564,0,1,,0,2,,0,0,0,3,tomato,2.6666666666666656,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.205947748575596,102.44606130813175,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
565,0,1,,0,2,,0,0,0,3,tomato,2.708333333333332,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.100287120177256,101.5727589043778,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
566,0,1,,0,2,,0,0,0,3,tomato,2.7499999999999987,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.99462649177892,100.69945650062387,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
567,0,1,,0,2,,0,0,0,3,tomato,2.791666666666665,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.88896586338058,99.82615409686993,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
568,0,1,,0,2,,0,0,0,3,tomato,2.8333333333333317,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.78330523498224,98.95285169311599,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
569,0,1,,0,2,,0,0,0,3,tomato,2.8749999999999982,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.6776446065839,98.07954928936205,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
570,0,1,,0,2,,0,0,0,3,tomato,2.9166666666666647,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.57198397818556,97.20624688560811,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
571,0,1,,0,2,,0,0,0,3,tomato,2.9583333333333313,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.46632334978722,96.33294448185417,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
572,0,1,,0,2,,0,0,0,3,tomato,2.999999999999998,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.36066272138888,95.45964207810023,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
573,0,1,,0,2,,0,0,0,3,tomato_cut,3.0416666666666643,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.25500209299054,94.58633967434629,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
574,0,1,,0,2,,0,0,0,3,tomato_cut,3.083333333333331,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.1493414645922,93.71303727059235,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
575,0,1,,0,2,,0,0,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.04368083619386,92.83973486683841,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
576,0,1,,0,2,,0,0,0,3,tomato_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.93802020779552,91.96643246308447,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
577,0,1,,0,2,,0,0,0,3,tomato_cut,3.2083333333333304,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.83235957939718,91.09313005933035,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
578,0,1,,0,2,,0,0,0,3,tomato_cut,3.249999999999997,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.72669895099884,90.21982765557541,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
579,0,1,,0,2,,0,0,0,3,tomato_cut,3.2916666666666634,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.6210383226005,89.3465252518205,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
580,0,1,,0,2,,0,0,0,3,tomato_cut,3.33333333333333,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.51537769420216,88.47322284806557,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
581,0,1,,0,2,,0,0,0,3,tomato_cut,3.3749999999999964,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.4026936592241,87.59281192943624,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
582,0,1,,0,2,,0,0,0,3,tomato_cut,3.416666666666663,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.286704491737936,86.70905582733658,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
583,0,1,,0,2,,0,0,0,3,tomato_cut,3.4583333333333295,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.17071532425177,85.82529972523693,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
584,0,1,,0,2,,0,0,0,3,tomato_cut,3.499999999999996,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.05472615676561,84.94154362313728,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
585,0,1,,0,2,,0,0,0,3,tomato_cut,3.5416666666666625,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.93873698927945,84.05778752103762,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
586,0,1,,0,2,,0,0,0,3,tomato_cut,3.583333333333329,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.822747821793286,83.17403141893797,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
587,0,1,,0,2,,0,0,0,3,tomato_cut,3.6249999999999956,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.70675865430712,82.29027531683832,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
588,0,1,,0,2,,0,0,0,3,tomato_cut,3.666666666666662,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.59076948682096,81.40651921473867,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
589,0,1,,0,2,,0,0,0,3,tomato_cut,3.7083333333333286,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.4747803193348,80.52276311263901,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
590,0,1,,0,2,,0,0,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.35879115184892,79.63900701053936,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
