tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4bb04f9aee2f46d7_score,player_e9c39da9_x,player_e9c39da9_y,player_e9c39da9_move_target,player_e9c39da9_item,player_e9c39da9_score,player_e9c39da9_cut_speed,player_e9c39da9_speed,player_608e742f_x,player_608e742f_y,player_608e742f_move_target,player_608e742f_item,player_608e742f_score,player_608e742f_cut_speed,player_608e742f_speed
1415,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.00000000002274,24.0,,plate,0,1.0,12.0,35.38376039679449,99.32605740175609,,tomato_salad,0,0.2,30.0
1416,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.50000000002319,24.0,,plate,0,1.0,12.0,36.26213697062099,100.21541368275484,,tomato_salad,0,0.2,30.0
1417,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.00000000002365,24.0,,plate,0,1.0,12.0,37.140513544447494,101.1047699637536,,tomato_salad,0,0.2,30.0
1418,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.5000000000241,24.0,,plate,0,1.0,12.0,38.018890118273994,101.99412624475235,,tomato_salad,0,0.2,30.0
1419,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.00000000002456,24.0,,plate,0,1.0,12.0,38.897266692100494,102.8834825257513,,tomato_salad,0,0.2,30.0
1420,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.50000000002501,24.0,,plate,0,1.0,12.0,39.775643265926995,103.772838806751,,tomato_salad,0,0.2,30.0
1421,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.00000000002547,24.0,,plate,0,1.0,12.0,41.010694308332326,103.82261313739221,,tomato_salad,0,0.2,30.0
1422,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.50000000002592,24.0,,plate,0,1.0,12.0,42.26060678692844,103.8374048867685,,tomato_salad,0,0.2,30.0
1423,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.00000000002638,24.0,,plate,0,1.0,12.0,43.51051926552456,103.85219663614478,,tomato_salad,0,0.2,30.0
1424,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.50000000002683,24.0,,plate,0,1.0,12.0,44.76043174412067,103.86698838552107,,tomato_salad,0,0.2,30.0
1425,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.00000000002728,24.0,,plate,0,1.0,12.0,46.01034422271679,103.88178013489735,,tomato_salad,0,0.2,30.0
1426,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.50000000002774,24.0,,plate,0,1.0,12.0,47.260256701312905,103.89657188427364,,tomato_salad,0,0.2,30.0
1427,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.0000000000282,24.0,,plate,0,1.0,12.0,48.51016917990902,103.91136363364993,,tomato_salad,0,0.2,30.0
1428,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.50000000002865,24.0,,plate,0,1.0,12.0,49.760081658505136,103.92615538302621,,tomato_salad,0,0.2,30.0
1429,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.05628156962024,24.137048156007157,,plate,0,1.0,12.0,51.00999413710125,103.9409471324025,,tomato_salad,0,0.2,30.0
1430,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.70059328652104,24.488453684230638,,plate,0,1.0,12.0,52.25990661569737,103.95573888177836,,tomato_salad,0,0.2,30.0
1431,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.34490500342184,24.83985921245412,,plate,0,1.0,12.0,53.50981909429348,103.97053063115393,,tomato_salad,0,0.2,30.0
1432,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.98921672032264,25.1912647406776,,plate,0,1.0,12.0,54.455803866072024,103.1534548625963,,tomato_salad,0,0.2,30.0
1433,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.63352843722345,25.54267026890108,,plate,0,1.0,12.0,55.401788637850565,102.33637909403868,,tomato_salad,0,0.2,30.0
1434,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.27784015412425,25.89407579712456,,plate,0,1.0,12.0,56.347773409629106,101.51930332548105,,tomato_salad,0,0.2,30.0
1435,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.92215187102505,26.24548132534804,,plate,0,1.0,12.0,57.29375818140765,100.70222755692342,,tomato_salad,0,0.2,30.0
1436,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.56646358792585,26.596886853571522,,plate,0,1.0,12.0,58.23974295318619,99.88515178836579,,tomato_salad,0,0.2,30.0
1437,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.21077530482665,26.948292381795003,,plate,0,1.0,12.0,59.18572772496473,99.06807601980816,,tomato_salad,0,0.2,30.0
1438,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.85508702172746,27.299697910018484,,plate,0,1.0,12.0,60.13171249674327,98.25100025125053,,tomato_salad,0,0.2,30.0
1439,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.49939873862826,27.651103438241964,,plate,0,1.0,12.0,61.07769726852181,97.4339244826929,,tomato_salad,0,0.2,30.0
1440,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.14371045552906,28.002508966465445,,plate,0,1.0,12.0,62.02368204030035,96.61684871413527,,tomato_salad,0,0.2,30.0
1441,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.78802217242986,28.353914494688926,,plate,0,1.0,12.0,62.96966681207889,95.79977294557764,,tomato_salad,0,0.2,30.0
1442,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.43233388933066,28.705320022912407,,plate,0,1.0,12.0,63.91565158385743,94.98269717702001,,tomato_salad,0,0.2,30.0
1443,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.07664560623147,29.056725551135887,,plate,0,1.0,12.0,64.86163635563662,94.16562140846239,,tomato_salad,0,0.2,30.0
1444,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.72095732313227,29.408131079359368,,plate,0,1.0,12.0,65.80762112741587,93.34854563990476,,tomato_salad,0,0.2,30.0
1445,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.36526904003307,29.75953660758285,,plate,0,1.0,12.0,66.75360589919512,92.53146987134713,,tomato_salad,0,0.2,30.0
1446,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.00958075693387,30.11094213580633,,plate,0,1.0,12.0,67.69959067097437,91.7143941027895,,tomato_salad,0,0.2,30.0
1447,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.65389247383467,30.46234766402981,,plate,0,1.0,12.0,68.64557544275362,90.89731833423187,,tomato_salad,0,0.2,30.0
1448,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.29820419073548,30.813753192253238,,plate,0,1.0,12.0,69.59156021453288,90.08024256567425,,tomato_salad,0,0.2,30.0
1449,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.94251590763628,31.165158720476477,,plate,0,1.0,12.0,70.53754498631213,89.26316679711682,,tomato_salad,0,0.2,30.0
1450,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.58682762453708,31.516564248699716,,plate,0,1.0,12.0,71.48352975809138,88.4460910285594,,tomato_salad,0,0.2,30.0
1451,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.23113934143788,31.867969776922955,,plate,0,1.0,12.0,71.81510549562287,87.34334516142025,,tomato_salad,0,0.2,30.0
1452,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.87545105833868,32.21937530514612,,plate,0,1.0,12.0,71.83016748823886,86.09343591016324,,tomato_salad,0,0.2,30.0
1453,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.519762775239485,32.57078083336925,,plate,0,1.0,12.0,71.84522948085484,84.84352665890623,,tomato_salad,0,0.2,30.0
1454,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.16407449214029,32.922186361592374,,plate,0,1.0,12.0,71.86029147347082,83.59361740764922,,tomato_salad,0,0.2,30.0
1455,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.80838620904109,33.2735918898155,,plate,0,1.0,12.0,71.8753534660868,82.34370815639221,,tomato_salad,0,0.2,30.0
1456,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.45269792594189,33.624997418038625,,plate,0,1.0,12.0,71.89041545870279,81.0937989051352,,tomato_salad,0,0.2,30.0
1457,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.09700964284269,33.97640294626175,,plate,0,1.0,12.0,71.90547745131877,79.8438896538782,,tomato_salad,0,0.2,30.0
1458,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.741321359743495,34.327808474484875,,plate,0,1.0,12.0,71.92053944393476,78.59398040262118,,tomato_salad,0,0.2,30.0
1459,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.3856330766443,34.679214002708,,plate,0,1.0,12.0,71.93560143655074,77.34407115136418,,tomato_salad,0,0.2,30.0
1460,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.0299447935451,35.030619530931126,,plate,0,1.0,12.0,71.95066342916672,76.09416190010717,,tomato_salad,0,0.2,30.0
1461,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.6742565104459,35.38202505915425,,plate,0,1.0,12.0,71.96572542178271,74.84425264885016,,tomato_salad,0,0.2,30.0
1462,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.3185682273467,35.73343058737738,,plate,0,1.0,12.0,71.98078741439919,73.59434339759315,,tomato_salad,0,0.2,30.0
1463,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.962879944247504,36.0848361156005,,plate,0,1.0,12.0,71.99584940701588,72.34443414633614,,tomato_salad,0,0.2,30.0
1464,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.607191661148306,36.43624164382363,,plate,0,1.0,12.0,72.77081970190979,71.41200066216066,,tomato_salad,0,0.2,30.0
1465,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.25150337804911,36.78764717204675,,plate,0,1.0,12.0,73.64941385620513,70.52285932804176,,tomato_salad,0,0.2,30.0
1466,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.89581509494991,37.13905270026988,,plate,0,1.0,12.0,74.52800801050047,69.63371799392286,,tomato_salad,0,0.2,30.0
1467,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.54012681185071,37.490458228493004,,plate,0,1.0,12.0,75.40660216479581,68.74457665980395,,tomato_salad,0,0.2,30.0
1468,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.184438528751514,37.84186375671613,,plate,0,1.0,12.0,76.28519631909116,67.85543532568505,,tomato_salad,0,0.2,30.0
1469,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.828750245652316,38.193269284939454,,plate,0,1.0,12.0,77.1637904733865,66.96629399156615,,tomato_salad,0,0.2,30.0
1470,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.47306196255312,38.54467481316304,,plate,0,1.0,12.0,78.04238462768184,66.07715265744791,,tomato_salad,0,0.2,30.0
1471,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.11737367945392,38.896080341386636,,plate,0,1.0,12.0,78.92097878197718,65.18801132333004,,tomato_salad,0,0.2,30.0
1472,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.76168539635472,39.24748586961022,,plate,0,1.0,12.0,79.79957293627253,64.29886998921219,,tomato_salad,0,0.2,30.0
1473,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.40599711325552,39.59889139783381,,plate,0,1.0,12.0,80.67816709056787,63.409728655094106,,tomato_salad,0,0.2,30.0
1474,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,plate,0,1.0,12.0,81.55676124486321,62.52058732097591,,tomato_salad,0,0.2,30.0
1475,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,82.43535539915855,61.63144598685772,,tomato_salad,0,0.2,30.0
1476,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,83.3139495534539,60.74230465273953,,tomato_salad,0,0.2,30.0
1477,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,84.19254370774924,59.853163318621334,,tomato_salad,0,0.2,30.0
1478,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,85.07113786204458,58.96402198450314,,tomato_salad,0,0.2,30.0
1479,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,85.94973201633998,58.074880650385296,,tomato_salad,0,0.2,30.0
1480,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,86.8283261706357,57.185739316267814,,tomato_salad,0,0.2,30.0
1481,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,87.70692032493143,56.29659798215033,,tomato_salad,0,0.2,30.0
1482,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,tomato_salad,0,0.2,30.0
1483,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1484,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1485,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1486,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
1487,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,0,1.0,12.0,88.0,56.0,,,1,0.2,30.0
