tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4ef0e2ff9575d094_score,player_fe6776fc_x,player_fe6776fc_y,player_fe6776fc_move_target,player_fe6776fc_item,player_fe6776fc_score,player_fe6776fc_cut_speed,player_fe6776fc_speed,player_079e3cc8_x,player_079e3cc8_y,player_079e3cc8_move_target,player_079e3cc8_item,player_079e3cc8_score,player_079e3cc8_cut_speed,player_079e3cc8_speed
1271,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.1541255827906,31.94069589279384,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1272,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7583333333333331,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.50554902825901,31.585025312094544,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1273,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7666666666666664,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.85697247372742,31.229354731395247,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1274,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7749999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.20839591919584,30.87368415069595,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1275,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.783333333333333,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.55981936466425,30.518013569996654,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1276,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7916666666666663,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.91124281013266,30.162342989297358,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1277,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7999999999999996,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.26266625560108,29.80667240859806,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1278,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8083333333333329,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.61408970106949,29.451001827898764,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1279,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8166666666666662,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.9655131465379,29.095331247199468,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1280,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8249999999999995,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.31693659200631,28.73966066650017,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1281,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8333333333333328,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.66836003747473,28.383990085800875,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1282,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8416666666666661,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.01978348294314,28.028319505101578,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1283,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8499999999999994,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.37120692841155,27.67264892440228,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1284,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8583333333333327,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.72263037387997,27.316978343702985,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1285,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.866666666666666,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.07405381934838,26.96130776300369,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1286,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8749999999999993,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.42547726481679,26.605637182304392,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1287,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8833333333333326,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.7769007102852,26.249966601605095,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1288,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8916666666666659,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.12832415575362,25.8942960209058,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1289,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8999999999999992,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.47974760122203,25.538625440206502,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1290,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9083333333333325,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.83117104669044,25.182954859507205,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1291,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9166666666666659,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.18259449215886,24.82728427880791,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1292,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9249999999999992,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.53401793762727,24.471613698108612,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1293,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9333333333333325,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1294,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1295,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1296,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9583333333333324,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1297,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9666666666666657,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1298,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.974999999999999,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1299,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9833333333333323,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1300,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9916666666666656,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1301,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9999999999999989,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1302,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0083333333333322,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1303,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0166666666666655,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1304,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0249999999999988,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1305,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.033333333333332,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1306,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0416666666666654,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1307,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0499999999999987,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1308,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1309,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0666666666666653,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1310,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0749999999999986,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1311,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.083333333333332,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1312,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1313,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0999999999999985,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1314,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1315,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1166666666666651,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1316,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1249999999999984,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1317,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1333333333333317,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1318,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.141666666666665,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1319,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1499999999999984,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1320,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1583333333333317,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1321,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.166666666666665,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1322,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1323,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1833333333333316,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1324,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1916666666666649,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1325,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1999999999999982,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1326,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2083333333333315,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1327,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2166666666666648,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1328,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.224999999999998,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1329,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2333333333333314,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1330,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1331,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.249999999999998,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1332,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2583333333333313,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.64644660940678,24.35355339059322,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1333,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2666666666666646,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.29289321881356,24.70710678118644,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1334,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.274999999999998,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.93933982822034,25.06066017177966,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1335,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2833333333333312,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.58578643762712,25.41421356237288,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1336,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.2322330470339,25.7677669529661,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1337,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2999999999999978,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.87867965644068,26.12132034355932,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1338,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3083333333333311,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.52512626584746,26.47487373415254,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1339,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3166666666666644,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.17157287525424,26.828427124745758,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1340,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.81801948466102,27.181980515338978,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1341,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.333333333333331,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.4644660940678,27.535533905932198,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1342,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.11091270347458,27.889087296525418,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1343,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.75735931288136,28.242640687118637,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1344,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.358333333333331,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.40380592228814,28.596194077711857,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1345,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3666666666666643,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.05025253169492,28.949747468305077,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1346,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.6966991411017,29.303300858898297,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1347,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.34314575050848,29.656854249491516,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1348,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3916666666666642,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.98959235991526,30.010407640084736,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1349,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3999999999999975,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.63603896932204,30.363961030677956,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1350,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.28248557872882,30.717514421271176,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
