tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,48a96592a1750d8d_score,player_9ebd007b_x,player_9ebd007b_y,player_9ebd007b_move_target,player_9ebd007b_item,player_9ebd007b_score,player_9ebd007b_cut_speed,player_9ebd007b_speed,player_77ab5154_x,player_77ab5154_y,player_77ab5154_move_target,player_77ab5154_item,player_77ab5154_score,player_77ab5154_cut_speed,player_77ab5154_speed,01304ecabf9e47c6_score,3a68c4ad4a729eba_message,4b49eaba26ec38e3_score
1407,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,36.297272033571005,27.74901206600712,,tomato_salad,0,1.0,30.0,66.25000000000597,24.0,,tomato_salad,1,1.0,30.0,,,
1408,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,37.175648607397505,26.85965578500801,,tomato_salad,0,1.0,30.0,67.50000000000625,24.0,,tomato_salad,1,1.0,30.0,,,
1409,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,38.054025181224006,25.970299504009027,,tomato_salad,0,1.0,30.0,68.75000000000654,24.0,,tomato_salad,1,1.0,30.0,,,
1410,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,38.932401755050634,25.080943223010273,,tomato_salad,0,1.0,30.0,70.00000000000682,24.0,,tomato_salad,1,1.0,30.0,,,
1411,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,39.81077832887735,24.19158694201152,,tomato_salad,0,1.0,30.0,71.2500000000071,24.0,,tomato_salad,1,1.0,30.0,,,
1412,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,41.06069080747346,24.176795192635232,,tomato_salad,0,1.0,30.0,72.29803951736653,24.49189088134284,,tomato_salad,1,1.0,30.0,,,
1413,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,42.31060328606958,24.162003443258946,,tomato_salad,0,1.0,30.0,73.18739579836529,25.37026745516934,,tomato_salad,1,1.0,30.0,,,
1414,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,43.560515764665695,24.14721169388266,,tomato_salad,0,1.0,30.0,74.07675207936404,26.24864402899584,,tomato_salad,1,1.0,30.0,,,
1415,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,44.81042824326181,24.132419944506374,,tomato_salad,0,1.0,30.0,74.9661083603628,27.12702060282234,,tomato_salad,1,1.0,30.0,,,
1416,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,46.060340721857926,24.117628195130088,,tomato_salad,0,1.0,30.0,75.85546464136155,28.00539717664884,,tomato_salad,1,1.0,30.0,,,
1417,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,47.31025320045404,24.102836445753802,,tomato_salad,0,1.0,30.0,76.7448209223603,28.883773750475342,,tomato_salad,1,1.0,30.0,,,
1418,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,48.56016567905016,24.088044696377516,,tomato_salad,0,1.0,30.0,77.63417720335906,29.762150324301842,,tomato_salad,1,1.0,30.0,,,
1419,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,49.810078157646274,24.07325294700123,,tomato_salad,0,1.0,30.0,78.52353348435781,30.640526898128343,,tomato_salad,1,1.0,30.0,,,
1420,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,51.05999063624239,24.058461197624943,,tomato_salad,0,1.0,30.0,79.41288976535657,31.518903471954843,,tomato_salad,1,1.0,30.0,,,
1421,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,52.309903114838505,24.043669448248657,,tomato_salad,0,1.0,30.0,80.30224604635532,32.39728004578134,,tomato_salad,1,1.0,30.0,,,
1422,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,53.55981559343462,24.02887769887237,,tomato_salad,0,1.0,30.0,81.19160232735408,33.275656619607844,,tomato_salad,1,1.0,30.0,,,
1423,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,54.80972807203074,24.014085949496085,,tomato_salad,0,1.0,30.0,82.08095860835283,34.154033193434344,,tomato_salad,1,1.0,30.0,,,
1424,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.059658052488004,24.002217767685043,,tomato_salad,0,1.0,30.0,82.97031488935158,35.032409767260845,,tomato_salad,1,1.0,30.0,,,
1425,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,57.30965804038988,24.002043856134637,,tomato_salad,0,1.0,30.0,83.85967117035034,35.910786341087345,,tomato_salad,1,1.0,30.0,,,
1426,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,58.55965802829175,24.00186994458441,,tomato_salad,0,1.0,30.0,84.7490274513491,36.789162914913845,,tomato_salad,1,1.0,30.0,,,
1427,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,59.80965801619362,24.001696033034182,,tomato_salad,0,1.0,30.0,85.63838373234866,37.667539488740346,,tomato_salad,1,1.0,30.0,,,
1428,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,61.059658004095496,24.001522121483955,,tomato_salad,0,1.0,30.0,86.52774001334835,38.545916062566846,,tomato_salad,1,1.0,30.0,,,
1429,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,62.30965799199737,24.001348209933727,,tomato_salad,0,1.0,30.0,87.41709629434803,39.424292636393346,,tomato_salad,1,1.0,30.0,,,
1430,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,63.55965797989924,24.0011742983835,,tomato_salad,0,1.0,30.0,88.0,40.0,,tomato_salad,1,1.0,30.0,,,
1431,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,64.80965796780157,24.001000386833272,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1432,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,66.05965795570415,24.00082647528304,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1433,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,67.30965794360674,24.000652563732814,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1434,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,68.55965793150932,24.000478652182586,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1435,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,69.8096579194119,24.00030474063236,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1436,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.05965790731449,24.00013082908213,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1437,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1438,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1439,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1440,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1441,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1442,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1443,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1444,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1445,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1446,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1447,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1448,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1449,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1450,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1451,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1452,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1453,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1454,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1455,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1456,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1457,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1458,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1459,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,
1460,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,38.749999999999716,,,2,1.0,30.0,,,
1461,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,37.49999999999943,,,2,1.0,30.0,,,
1462,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,36.24999999999915,,,2,1.0,30.0,,,
1463,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,34.99999999999886,,,2,1.0,30.0,,,
1464,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,33.74999999999858,,,2,1.0,30.0,,,
1465,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,32.499999999998295,,,2,1.0,30.0,,,
1466,train,True,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.80965790005604,24.000026482151995,,tomato_salad,0,1.0,30.0,88.0,31.249999999998227,,,2,1.0,30.0,,,
