tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8dd78ea1e074590f_score,player_e0c98d00_x,player_e0c98d00_y,player_e0c98d00_move_target,player_e0c98d00_item,player_e0c98d00_score,player_e0c98d00_cut_speed,player_e0c98d00_speed,player_b067fff1_x,player_b067fff1_y,player_b067fff1_move_target,player_b067fff1_item,player_b067fff1_score,player_b067fff1_cut_speed,player_b067fff1_speed
600,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.84779554011645,63.03424601355002,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
601,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.49659102279689,63.39013277505413,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
602,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.14538650547733,63.74601953655824,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
603,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.794181988157355,64.10190629806235,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
604,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.442977470837086,64.45779305956646,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
605,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.091772953516816,64.81367982107056,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
606,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.74056843619655,65.16956658257467,,tomato,0,1.0,12.0,71.11611652351695,24.88388347648305,,tomato,0,0.2,30.0
607,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.38936391887628,65.52545334407878,,tomato,0,1.0,12.0,70.2322330470339,25.7677669529661,,tomato,0,0.2,30.0
608,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.03815940155601,65.8813401055829,,tomato,0,1.0,12.0,69.34834957055085,26.65165042944915,,tomato,0,0.2,30.0
609,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.68695488423574,66.237226867087,,tomato,0,1.0,12.0,68.4644660940678,27.535533905932198,,tomato,0,0.2,30.0
610,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.33575036691547,66.59311362859111,,tomato,0,1.0,12.0,67.58058261758475,28.419417382415247,,tomato,0,0.2,30.0
611,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.9845458495952,66.94900039009522,,tomato,0,1.0,12.0,66.6966991411017,29.303300858898297,,tomato,0,0.2,30.0
612,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.63334133227493,67.30488715159933,,tomato,0,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,0,0.2,30.0
613,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.28213681495466,67.66077391310344,,tomato,0,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,0,0.2,30.0
614,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.93093229763439,68.01666067460755,,tomato,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,0,0.2,30.0
615,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.57972778031412,68.37254743611166,,tomato,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,0,0.2,30.0
616,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.22852326299385,68.72843419761577,,tomato,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,0,0.2,30.0
617,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.877318745673584,69.08432095911988,,tomato,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,0,0.2,30.0
618,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.526114228353315,69.44020772062399,,tomato,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,0,0.2,30.0
619,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.174909711033045,69.7960944821281,,tomato,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,0,0.2,30.0
620,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.823705193712776,70.1519812436322,,tomato,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,0,0.2,30.0
621,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.47250067639251,70.50786800513632,,tomato,0,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,0,0.2,30.0
622,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.12129615907224,70.86375476664043,,tomato,0,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,0,0.2,30.0
623,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.77009164175197,71.21964152814454,,tomato,0,1.0,12.0,56.19434681531624,39.95382555869017,,tomato,0,0.2,30.0
624,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.418887124431755,71.57552828964864,,tomato,0,1.0,12.0,56.179208272259245,41.203733885133886,,tomato,0,0.2,30.0
625,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato,0,1.0,12.0,56.164069729202254,42.4536422115776,,tomato,0,0.2,30.0
626,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.14893118614526,43.70355053802132,,tomato,0,0.2,30.0
627,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.13379264308827,44.953458864465034,,tomato,0,0.2,30.0
628,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.11865410003128,46.20336719090875,,tomato,0,0.2,30.0
629,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.10351555697429,47.453275517352466,,tomato,0,0.2,30.0
630,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.088377013917295,48.70318384379618,,tomato,0,0.2,30.0
631,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.0732384708603,49.9530921702399,,tomato,0,0.2,30.0
632,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.058099927803205,51.203000496683615,,tomato,0,0.2,30.0
633,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.042961384745865,52.45290882312733,,tomato,0,0.2,30.0
634,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.027822841688526,53.70281714957105,,tomato,0,0.2,30.0
635,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.01268429863118,54.95272547601476,,tomato,0,0.2,30.0
636,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.00233106509781,56.20266313364169,,tomato,0,0.2,30.0
637,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.00214661430291,57.45266312003295,,tomato,0,0.2,30.0
638,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.001962163508004,58.70266310642421,,tomato,0,0.2,30.0
639,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.0017777127131,59.95266309281547,,tomato,0,0.2,30.0
640,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.001593261918195,61.20266307920673,,tomato,0,0.2,30.0
641,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.00140881112329,62.45266306559799,,tomato,0,0.2,30.0
642,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.001224360328386,63.70266305198925,,tomato,0,0.2,30.0
643,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.00103990953348,64.95266303837997,,tomato,0,0.2,30.0
644,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,56.00085545873858,66.20266302477052,,tomato,0,0.2,30.0
645,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.35355339059322,71.64644660940678,,,0,1.0,12.0,56.00067100794384,67.45266301116106,,tomato,0,0.2,30.0
646,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.70710678118644,71.29289321881356,,,0,1.0,12.0,56.000486557149294,68.70266299755161,,tomato,0,0.2,30.0
647,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.06066017177966,70.93933982822034,,,0,1.0,12.0,56.000302106354745,69.95266298394216,,tomato,0,0.2,30.0
648,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.41421356237288,70.58578643762712,,,0,1.0,12.0,56.000117655560196,71.20266297033271,,tomato,0,0.2,30.0
649,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.7677669529661,70.2322330470339,,,0,1.0,12.0,56.00002795062478,72.45266296379884,,tomato,0,0.2,30.0
650,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.12132034355932,69.87867965644068,,,0,1.0,12.0,56.00002570340544,73.70266296379629,,tomato,0,0.2,30.0
651,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.47487373415254,69.52512626584746,,,0,1.0,12.0,56.00002345618579,74.95266296379373,,tomato,0,0.2,30.0
652,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.82842712474576,69.17157287525424,,,0,1.0,12.0,56.00002120896613,76.20266296379117,,tomato,0,0.2,30.0
653,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.18198051533898,68.81801948466102,,,0,1.0,12.0,56.00001896174648,77.45266296378861,,tomato,0,0.2,30.0
654,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.5355339059322,68.4644660940678,,,0,1.0,12.0,56.00001671452682,78.70266296378605,,tomato,0,0.2,30.0
655,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.88908729652542,68.11091270347458,,,0,1.0,12.0,56.00001446730717,79.9526629637835,,tomato,0,0.2,30.0
656,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.24264068711864,67.75735931288136,,,0,1.0,12.0,56.00001222008751,81.20266296378094,,tomato,0,0.2,30.0
657,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.59619407771186,67.40380592228814,,,0,1.0,12.0,56.00000997286786,82.45266296377838,,tomato,0,0.2,30.0
658,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.94974746830508,67.05025253169492,,,0,1.0,12.0,56.0000077256482,83.70266296377582,,tomato,0,0.2,30.0
659,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.3033008588983,66.6966991411017,,,0,1.0,12.0,56.00000547842855,84.95266296377326,,tomato,0,0.2,30.0
660,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.656854249491516,66.34314575050848,,,0,1.0,12.0,56.00000323120889,86.2026629637707,,tomato,0,0.2,30.0
661,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.010407640084736,65.98959235991526,,,0,1.0,12.0,56.00000098398924,87.45266296376815,,tomato,0,0.2,30.0
662,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.363961030677956,65.63603896932204,,,0,1.0,12.0,55.367516586920146,88.44294749693103,,tomato,0,0.2,30.0
663,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.717514421271176,65.28248557872882,,,0,1.0,12.0,54.48906690935405,89.33223157076935,,tomato,0,0.2,30.0
664,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.071067811864395,64.9289321881356,,,0,1.0,12.0,53.610617231787955,90.22151564460768,,tomato,0,0.2,30.0
665,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.424621202457615,64.57537879754238,,,0,1.0,12.0,52.73216755422186,91.110799718446,,tomato,0,0.2,30.0
666,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.778174593050835,64.22182540694916,,,0,1.0,12.0,51.853717876655764,92.00008379228433,,tomato,0,0.2,30.0
667,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.13172798364405,63.868272016355945,,,0,1.0,12.0,50.97526819908967,92.88936786612265,,tomato,0,0.2,30.0
668,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.48528137423727,63.514718625762725,,,0,1.0,12.0,50.09681852152357,93.77865193996098,,tomato,0,0.2,30.0
669,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.8388347648305,63.161165235169506,,,0,1.0,12.0,49.21836884395748,94.66793601379959,,tomato,0,0.2,30.0
670,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.19238815542371,62.807611844576286,,,0,1.0,12.0,48.33991916639138,95.55722008763848,,tomato,0,0.2,30.0
671,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.54594154601693,62.454058453983066,,,0,1.0,12.0,47.46146948882529,96.44650416147736,,tomato,0,0.2,30.0
672,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.89949493661015,62.100505063389846,,,0,1.0,12.0,46.58301981125919,97.33578823531624,,tomato,0,0.2,30.0
673,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.25304832720337,61.74695167279663,,,0,1.0,12.0,45.704570133693096,98.22507230915512,,tomato,0,0.2,30.0
674,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.6066017177966,61.39339828220341,,,0,1.0,12.0,44.826120456127,99.114356382994,,tomato,0,0.2,30.0
675,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.96015510838981,61.03984489161019,,,0,1.0,12.0,43.947670778560905,100.00364045683288,,tomato,0,0.2,30.0
676,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.31370849898303,60.68629150101697,,,0,1.0,12.0,43.06922110099481,100.89292453067176,,tomato,0,0.2,30.0
677,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.66726188957625,60.33273811042375,,,0,1.0,12.0,42.190771423428714,101.78220860451064,,tomato,0,0.2,30.0
678,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.02081528016947,59.97918471983053,,,0,1.0,12.0,41.31232174586262,102.67149267834952,,tomato,0,0.2,30.0
