tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b5685b71e628c2dc_score,player_92d89e55_x,player_92d89e55_y,player_92d89e55_move_target,player_92d89e55_item,player_92d89e55_score,player_92d89e55_cut_speed,player_92d89e55_speed,player_35695cb1_x,player_35695cb1_y,player_35695cb1_move_target,player_35695cb1_item,player_35695cb1_score,player_35695cb1_cut_speed,player_35695cb1_speed
927,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.76886065858804,32.13203022306831,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
928,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.12454894168724,31.780624694844477,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
929,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.48023722478644,31.42921916662064,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
930,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.83592550788563,31.077813638396805,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
931,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.19161379098483,30.72640811017297,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
932,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.54730207408403,30.375002581949133,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
933,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.90299035718323,30.023597053725297,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
934,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.25867864028243,29.67219152550146,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
935,0,1,,0,2,tomato,1.0249999999999988,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.61436692338162,29.320785997277625,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
936,0,1,,0,2,tomato,1.0249999999999988,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.97005520648082,28.96938046905379,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
937,0,1,,0,2,tomato,1.0249999999999988,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.32574348958002,28.617974940829953,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
938,0,1,,0,2,tomato,1.0249999999999988,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.68143177267922,28.266569412606117,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
939,0,1,,0,2,tomato,1.0249999999999988,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.03712005577842,27.91516388438228,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
940,0,1,,0,2,tomato,1.033333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.39280833887761,27.563758356158445,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
941,0,1,,0,2,tomato,1.033333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.74849662197681,27.21235282793461,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
942,0,1,,0,2,tomato,1.033333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.10418490507601,26.860947299710773,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
943,0,1,,0,2,tomato,1.033333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.45987318817521,26.509541771486937,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
944,0,1,,0,2,tomato,1.033333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.8155614712744,26.1581362432631,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
945,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.1712497543736,25.806730715039265,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
946,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.5269380374728,25.45532518681543,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
947,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.882626320572,25.103919658591362,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
948,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.23831460367076,24.75251413036717,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
949,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.59400288676935,24.40110860214298,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
950,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
951,0,1,,0,2,tomato,1.058333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
952,0,1,,0,2,tomato,1.058333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
953,0,1,,0,2,tomato,1.058333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
954,0,1,,0,2,tomato,1.058333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
955,0,1,,0,2,tomato,1.058333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
956,0,1,,0,2,tomato,1.0666666666666653,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
957,0,1,,0,2,tomato,1.0666666666666653,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
958,0,1,,0,2,tomato,1.0666666666666653,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
959,0,1,,0,2,tomato,1.0666666666666653,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
960,0,1,,0,2,tomato,1.0666666666666653,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
961,0,1,,0,2,tomato,1.0749999999999986,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
962,0,1,,0,2,tomato,1.083333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
963,0,1,,0,2,tomato,1.083333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
964,0,1,,0,2,tomato,1.083333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
965,0,1,,0,2,tomato,1.083333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
966,0,1,,0,2,tomato,1.083333333333332,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
967,0,1,,0,2,tomato,1.0916666666666652,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
968,0,1,,0,2,tomato,1.0999999999999985,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
969,0,1,,0,2,tomato,1.0999999999999985,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.64644660940678,24.35355339059322,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
970,0,1,,0,2,tomato,1.0999999999999985,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.29289321881356,24.70710678118644,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
971,0,1,,0,2,tomato,1.0999999999999985,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.93933982822034,25.06066017177966,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
972,0,1,,0,2,tomato,1.0999999999999985,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.58578643762712,25.41421356237288,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
973,0,1,,0,2,tomato,1.1083333333333318,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.2322330470339,25.7677669529661,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
974,0,1,,0,2,tomato,1.1083333333333318,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.87867965644068,26.12132034355932,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
975,0,1,,0,2,tomato,1.1083333333333318,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.52512626584746,26.47487373415254,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
976,0,1,,0,2,tomato,1.1083333333333318,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.17157287525424,26.828427124745758,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
977,0,1,,0,2,tomato,1.1083333333333318,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.81801948466102,27.181980515338978,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
978,0,1,,0,2,tomato,1.1166666666666651,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.4644660940678,27.535533905932198,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
979,0,1,,0,2,tomato,1.1166666666666651,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.11091270347458,27.889087296525418,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
980,0,1,,0,2,tomato,1.1166666666666651,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.75735931288136,28.242640687118637,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
981,0,1,,0,2,tomato,1.1166666666666651,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.40380592228814,28.596194077711857,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
982,0,1,,0,2,tomato,1.1166666666666651,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.05025253169492,28.949747468305077,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
983,0,1,,0,2,tomato,1.1249999999999984,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.6966991411017,29.303300858898297,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
984,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.34314575050848,29.656854249491516,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
985,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.98959235991526,30.010407640084736,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
986,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.63603896932204,30.363961030677956,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
987,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.28248557872882,30.717514421271176,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
988,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.9289321881356,31.071067811864395,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
989,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.57537879754238,31.424621202457615,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
990,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.22182540694916,31.778174593050835,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
991,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.86827201635595,32.131727983644055,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
992,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.51471862576273,32.485281374237275,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
993,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.1611652351695,32.838834764830494,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
994,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.80761184457629,33.192388155423714,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
995,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.45405845398307,33.545941546016934,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
996,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.10050506338985,33.899494936610154,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
997,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.74695167279663,34.25304832720337,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
998,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.3933982822034,34.60660171779659,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
999,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.03984489161019,34.96015510838981,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1000,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.68629150101697,35.31370849898303,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1001,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.33273811042375,35.66726188957625,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1002,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.97918471983053,36.02081528016947,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1003,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.62563132923731,36.37436867076269,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
