tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c82f189268653992_score,player_19c5fd5d_x,player_19c5fd5d_y,player_19c5fd5d_move_target,player_19c5fd5d_item,player_19c5fd5d_score,player_19c5fd5d_cut_speed,player_19c5fd5d_speed,player_d3358bc7_x,player_d3358bc7_y,player_d3358bc7_move_target,player_d3358bc7_item,player_d3358bc7_score,player_d3358bc7_cut_speed,player_d3358bc7_speed,87a2bc1a11ec9190_score,3b78bb4cf1e58ade_message,44d79bb7c4757767_score
1976,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,119.00000000000341,24.0,,tomato,1,1.0,30.0,24.0,65.74999999999858,,tomato_salad,1,1.0,30.0,,,
1977,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,117.75000000000313,24.0,,tomato,1,1.0,30.0,24.0,64.4999999999983,,tomato_salad,1,1.0,30.0,,,
1978,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,116.50000000000284,24.0,,tomato,1,1.0,30.0,24.0,63.24999999999801,,tomato_salad,1,1.0,30.0,,,
1979,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,115.25000000000256,24.0,,tomato,1,1.0,30.0,24.0,61.999999999997726,,tomato_salad,1,1.0,30.0,,,
1980,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,114.00000000000227,24.0,,tomato,1,1.0,30.0,24.0,60.74999999999744,,tomato_salad,1,1.0,30.0,,,
1981,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,112.75000000000199,24.0,,tomato,1,1.0,30.0,24.0,59.49999999999716,,tomato_salad,1,1.0,30.0,,,
1982,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,111.5000000000017,24.0,,tomato,1,1.0,30.0,24.0,58.249999999996874,,tomato_salad,1,1.0,30.0,,,
1983,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,110.25000000000142,24.0,,tomato,1,1.0,30.0,24.0,56.99999999999659,,tomato_salad,1,1.0,30.0,,,
1984,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,109.00000000000114,24.0,,tomato,1,1.0,30.0,24.0,55.749999999996305,,tomato_salad,1,1.0,30.0,,,
1985,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,107.75000000000085,24.0,,tomato,1,1.0,30.0,24.0,54.49999999999602,,tomato_salad,1,1.0,30.0,,,
1986,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,106.50000000000057,24.0,,tomato,1,1.0,30.0,24.0,53.24999999999574,,tomato_salad,1,1.0,30.0,,,
1987,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,105.25000000000028,24.0,,tomato,1,1.0,30.0,24.0,51.99999999999545,,tomato_salad,1,1.0,30.0,,,
1988,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,24.0,,tomato,1,1.0,30.0,24.0,50.74999999999517,,tomato_salad,1,1.0,30.0,,,
1989,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,102.74999999999972,24.0,,tomato,1,1.0,30.0,24.0,49.499999999994884,,tomato_salad,1,1.0,30.0,,,
1990,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,101.49999999999943,24.0,,tomato,1,1.0,30.0,24.0,48.2499999999946,,tomato_salad,1,1.0,30.0,,,
1991,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,100.24999999999915,24.0,,tomato,1,1.0,30.0,24.0,46.999999999994316,,tomato_salad,1,1.0,30.0,,,
1992,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,98.99999999999886,24.0,,tomato,1,1.0,30.0,24.0,45.74999999999403,,tomato_salad,1,1.0,30.0,,,
1993,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,97.74999999999858,24.0,,tomato,1,1.0,30.0,24.0,44.49999999999375,,tomato_salad,1,1.0,30.0,,,
1994,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,96.4999999999983,24.0,,tomato,1,1.0,30.0,24.0,43.24999999999346,,tomato_salad,1,1.0,30.0,,,
1995,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,95.24999999999801,24.0,,tomato,1,1.0,30.0,24.0,41.99999999999318,,tomato_salad,1,1.0,30.0,,,
1996,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,93.99999999999773,24.0,,tomato,1,1.0,30.0,24.0,40.749999999992895,,tomato_salad,1,1.0,30.0,,,
1997,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,92.74999999999744,24.0,,tomato,1,1.0,30.0,24.49189088134284,39.70196048263347,,tomato_salad,1,1.0,30.0,,,
1998,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,91.49999999999716,24.0,,tomato,1,1.0,30.0,25.37026745516934,38.81260420163471,,tomato_salad,1,1.0,30.0,,,
1999,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,90.24999999999687,24.0,,tomato,1,1.0,30.0,26.24864402899584,37.92324792063596,,tomato_salad,1,1.0,30.0,,,
2000,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.99999999999659,24.0,,tomato,1,1.0,30.0,27.12702060282234,37.033891639637005,,tomato_salad,1,1.0,30.0,,,
2001,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,87.7499999999963,24.0,,tomato,1,1.0,30.0,28.00539717664884,36.14453535863804,,tomato_salad,1,1.0,30.0,,,
2002,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,86.49999999999602,24.0,,tomato,1,1.0,30.0,28.883773750475342,35.25517907763907,,tomato_salad,1,1.0,30.0,,,
2003,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,85.24999999999574,24.0,,tomato,1,1.0,30.0,29.762150324301842,34.36582279664011,,tomato_salad,1,1.0,30.0,,,
2004,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,83.99999999999545,24.0,,tomato,1,1.0,30.0,30.640526898128343,33.47646651564114,,tomato_salad,1,1.0,30.0,,,
2005,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,82.74999999999517,24.0,,tomato,1,1.0,30.0,31.518903471954843,32.587110234642175,,tomato_salad,1,1.0,30.0,,,
2006,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,81.49999999999488,24.0,,tomato,1,1.0,30.0,32.39728004578134,31.697753953643165,,tomato_salad,1,1.0,30.0,,,
2007,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,80.2499999999946,24.0,,tomato,1,1.0,30.0,33.275656619607844,30.808397672644055,,tomato_salad,1,1.0,30.0,,,
2008,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,78.99999999999432,24.0,,tomato,1,1.0,30.0,34.154033193434344,29.919041391644946,,tomato_salad,1,1.0,30.0,,,
2009,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,77.74999999999403,24.0,,tomato,1,1.0,30.0,35.032409767260845,29.029685110645836,,tomato_salad,1,1.0,30.0,,,
2010,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,76.49999999999375,24.0,,tomato,1,1.0,30.0,35.910786341087345,28.140328829646727,,tomato_salad,1,1.0,30.0,,,
2011,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,75.24999999999346,24.0,,tomato,1,1.0,30.0,36.789162914913845,27.250972548647617,,tomato_salad,1,1.0,30.0,,,
2012,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,73.99999999999318,24.0,,tomato,1,1.0,30.0,37.667539488740346,26.361616267648508,,tomato_salad,1,1.0,30.0,,,
2013,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,72.7499999999929,24.0,,tomato,1,1.0,30.0,38.54591606256688,25.472259986649725,,tomato_salad,1,1.0,30.0,,,
2014,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,71.49999999999261,24.0,,tomato,1,1.0,30.0,39.424292636393595,24.58290370565097,,tomato_salad,1,1.0,30.0,,,
2015,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,70.24999999999233,24.0,,tomato,1,1.0,30.0,40.51072931689117,24.1833035623608,,tomato_salad,1,1.0,30.0,,,
2016,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,68.99999999999204,24.0,,tomato,1,1.0,30.0,41.76064179548729,24.168511812984512,,tomato_salad,1,1.0,30.0,,,
2017,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,67.74999999999176,24.0,,tomato,1,1.0,30.0,43.010554274083404,24.153720063608226,,tomato_salad,1,1.0,30.0,,,
2018,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,66.49999999999147,24.0,,tomato,1,1.0,30.0,44.26046675267952,24.13892831423194,,tomato_salad,1,1.0,30.0,,,
2019,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,65.24999999999119,24.0,,tomato,1,1.0,30.0,45.510379231275635,24.124136564855654,,tomato_salad,1,1.0,30.0,,,
2020,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,63.999999999990905,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2021,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,62.74999999999062,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2022,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,61.49999999999034,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2023,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,60.24999999999005,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2024,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,58.99999999998977,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2025,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,57.749999999989484,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2026,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.4999999999892,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2027,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2028,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2029,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2030,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2031,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2032,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2033,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2034,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2035,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
2036,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.19999999998913,24.0,,tomato,1,1.0,30.0,46.76029170987175,24.109344815479368,,tomato_salad,1,1.0,30.0,,,
