tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,79f5e1dff47e8b1c_score,player_3b89b82a_x,player_3b89b82a_y,player_3b89b82a_move_target,player_3b89b82a_item,player_3b89b82a_score,player_3b89b82a_cut_speed,player_3b89b82a_speed,player_2febf0c7_x,player_2febf0c7_y,player_2febf0c7_move_target,player_2febf0c7_item,player_2febf0c7_score,player_2febf0c7_cut_speed,player_2febf0c7_speed,c5818d4a7e2abb0a_score,547e4f1829948d66_message,3a0bb9bd3cf223ae_score
670,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00142183861028,97.63243600061544,,tomato,0,1.0,30.0,,,
671,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.001237326795742,96.38243601423342,,tomato,0,1.0,30.0,,,
672,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.001052814981318,95.1324360278514,,tomato,0,1.0,30.0,,,
673,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000868303166957,93.88243604146938,,tomato,0,1.0,30.0,,,
674,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000683791352596,92.63243605508735,,tomato,0,1.0,30.0,,,
675,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000499279538236,91.38243606870533,,tomato,0,1.0,30.0,,,
676,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000314767723875,90.13243608232331,,tomato,0,1.0,30.0,,,
677,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000130255909514,88.88243609594129,,tomato,0,1.0,30.0,,,
678,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000027774987714,87.63243610343233,,tomato,0,1.0,30.0,,,
679,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000025554045706,86.38243610343488,,tomato,0,1.0,30.0,,,
680,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000023333103698,85.13243610343744,,tomato,0,1.0,30.0,,,
681,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00002111216169,83.88243610344,,tomato,0,1.0,30.0,,,
682,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000018891219682,82.63243610344256,,tomato,0,1.0,30.0,,,
683,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000016670277674,81.38243610344512,,tomato,0,1.0,30.0,,,
684,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000014449335666,80.13243610344767,,tomato,0,1.0,30.0,,,
685,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000012228393658,78.88243610345023,,tomato,0,1.0,30.0,,,
686,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00001000745165,77.63243610345279,,tomato,0,1.0,30.0,,,
687,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000778650964,76.38243610345535,,tomato,0,1.0,30.0,,,
688,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000005565567587,75.1324361034579,,tomato,0,1.0,30.0,,,
689,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0000033446254,73.88243610346046,,tomato,0,1.0,30.0,,,
690,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000001123683216,72.63243610346302,,tomato,0,1.0,30.0,,,
691,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000328976935,71.38243610346373,,tomato,0,1.0,30.0,,,
692,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000030224383,70.13243610346345,,tomato,0,1.0,30.0,,,
693,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000275510725,68.88243610346316,,tomato,0,1.0,30.0,,,
694,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000024877762,67.63243610346288,,tomato,0,1.0,30.0,,,
695,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000222044516,66.3824361034626,,tomato,0,1.0,30.0,,,
696,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000019531141,65.13243610346231,,tomato,0,1.0,30.0,,,
697,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000168578307,63.88243610346203,,tomato,0,1.0,30.0,,,
698,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000141845202,62.63243610346174,,tomato,0,1.0,30.0,,,
699,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000115112098,61.38243610346146,,tomato,0,1.0,30.0,,,
700,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000088378865,60.132436103461174,,tomato,0,1.0,30.0,,,
701,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000061645583,58.88243610346089,,tomato,0,1.0,30.0,,,
702,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0000000349123,57.632436103460606,,tomato,0,1.0,30.0,,,
703,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000817902,56.38243610346032,,tomato,0,1.0,30.0,,,
704,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000389543,55.13243610346004,,tomato,0,1.0,30.0,,,
705,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000003573554,53.88243610345975,,tomato,0,1.0,30.0,,,
706,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000003251678,52.63243610345947,,tomato,0,1.0,30.0,,,
707,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000002929802,51.382436103459185,,tomato,0,1.0,30.0,,,
708,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000002607926,50.1324361034589,,tomato,0,1.0,30.0,,,
709,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000228605,48.882436103458616,,tomato,0,1.0,30.0,,,
710,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000001964274,47.63243610345833,,tomato,0,1.0,30.0,,,
711,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000001642576,46.38243610345805,,tomato,0,1.0,30.0,,,
712,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000001320878,45.13243610345776,,tomato,0,1.0,30.0,,,
713,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000099918,43.88243610345748,,tomato,0,1.0,30.0,,,
714,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000067748,42.632436103457195,,tomato,0,1.0,30.0,,,
715,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000355783,41.38243610345691,,tomato,0,1.0,30.0,,,
716,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000049972,40.13243610345663,,tomato,0,1.0,30.0,,,
717,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000046064,38.88243610345634,,tomato,0,1.0,30.0,,,
718,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000042157,37.63243610345606,,tomato,0,1.0,30.0,,,
719,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000003825,36.382436103455774,,tomato,0,1.0,30.0,,,
720,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000003434,35.13243610345549,,tomato,0,1.0,30.0,,,
721,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000030433,33.882436103455206,,tomato,0,1.0,30.0,,,
722,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000026525,32.63243610345492,,tomato,0,1.0,30.0,,,
723,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000022617,31.382436103454815,,tomato,0,1.0,30.0,,,
724,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000001871,30.132436103454886,,tomato,0,1.0,30.0,,,
725,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0000000000148,28.882436103454957,,tomato,0,1.0,30.0,,,
726,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.000000000010893,27.632436103455028,,tomato,0,1.0,30.0,,,
727,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000000711,26.3824361034551,,tomato,0,1.0,30.0,,,
728,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.00000000000338,25.13243610345517,,tomato,0,1.0,30.0,,,
729,train,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,tomato,0,1.0,30.0,,,
730,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
731,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
732,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
733,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
734,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
735,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
736,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
737,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666663,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
738,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.3333333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
739,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.375,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
740,train,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.4166666666666667,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
