tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe7a490244ff7e17_score,player_24763d68_x,player_24763d68_y,player_24763d68_move_target,player_24763d68_item,player_24763d68_score,player_24763d68_cut_speed,player_24763d68_speed,player_74c605ec_x,player_74c605ec_y,player_74c605ec_move_target,player_74c605ec_item,player_74c605ec_score,player_74c605ec_cut_speed,player_74c605ec_speed,e9d894f944af1252_score,5feccff63b778a45_message,63cee6eccd3244c3_score
2154,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.75000000001108,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2155,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,90.00000000001137,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2156,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,91.25000000001165,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2157,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,92.50000000001194,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2158,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,93.75000000001222,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2159,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,95.0000000000125,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2160,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,96.25000000001279,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2161,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,97.50000000001307,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2162,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,98.75000000001336,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2163,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,100.00000000001364,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2164,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,101.25000000001393,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2165,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,102.50000000001421,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2166,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,103.7500000000145,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2167,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,105.00000000001478,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2168,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,106.25000000001506,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2169,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,107.50000000001535,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2170,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,108.75000000001563,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2171,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,110.00000000001592,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2172,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,111.2500000000162,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2173,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,112.50000000001648,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2174,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,113.75000000001677,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2175,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,115.00000000001705,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2176,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,116.25000000001734,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2177,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,117.50000000001762,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2178,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,118.7500000000179,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2179,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.140540251812297,119.94229700497795,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2180,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.018916825639153,120.8316532859767,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2181,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.897293399466008,121.72100956697545,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2182,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.775669973292864,122.61036584797421,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2183,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.65404654711972,123.49972212897296,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2184,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.532423120946575,124.38907840997172,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2185,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.41079969477343,125.27843469097047,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2186,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.289176268600286,126.16779097196923,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2187,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.167552842427142,127.05714725296798,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2188,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.04592941625402,127.94650353396673,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2189,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.92430599008123,128.8358598149655,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2190,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.80268256390844,129.72521609596424,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2191,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.68105913773565,130.614572376963,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2192,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.55943571156286,131.50392865796175,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2193,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.437812285389924,132.3932849389605,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2194,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.31618885921664,133.28264121995926,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2195,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.194565433043344,134.171997500958,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2196,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.07294200687006,135.06135378195677,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2197,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.95387262834076,135.66868467339486,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2198,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.84821199994242,134.7953822696395,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2199,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.74255137154408,133.92207986588414,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2200,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.63689074314574,133.04877746212878,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2201,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.5312301147474,132.17547505837342,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2202,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.42556948634906,131.30217265461806,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2203,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.31990885795072,130.4288702508627,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2204,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.21424822955238,129.55556784710734,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2205,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.10858760115404,128.68226544335198,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2206,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.0029269727557,127.80896303959693,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2207,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.89726634435736,126.93566063584299,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2208,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.02164234394273,127.82772711873363,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2209,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.1460183435281,128.7197936016243,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2210,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.270394343113466,129.61186008451494,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2211,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.394770342698834,130.50392656740559,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
2212,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.519146342284884,131.39599305029623,,,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,
