tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,f64a774e7451b963_score,player_6802fa12_x,player_6802fa12_y,player_6802fa12_move_target,player_6802fa12_item,player_6802fa12_score,player_6802fa12_cut_speed,player_6802fa12_speed,player_a40385ef_x,player_a40385ef_y,player_a40385ef_move_target,player_a40385ef_item,player_a40385ef_score,player_a40385ef_cut_speed,player_a40385ef_speed,555536673d956bcb_score,aba2c72017348bf6_message,b54f26a8f8e32ba2_score
798,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,85.49999999999943,,,0,1.0,30.0,,,
799,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,86.74999999999972,,,0,1.0,30.0,,,
800,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,
801,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,89.25000000000028,,,0,1.0,30.0,,,
802,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,90.50000000000057,,,0,1.0,30.0,,,
803,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,91.75000000000085,,,0,1.0,30.0,,,
804,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,93.00000000000114,,,0,1.0,30.0,,,
805,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,94.25000000000142,,,0,1.0,30.0,,,
806,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,95.5000000000017,,,0,1.0,30.0,,,
807,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,96.75000000000199,,,0,1.0,30.0,,,
808,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,98.00000000000227,,,0,1.0,30.0,,,
809,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,99.25000000000256,,,0,1.0,30.0,,,
810,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,100.50000000000284,,,0,1.0,30.0,,,
811,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,101.75000000000313,,,0,1.0,30.0,,,
812,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,103.00000000000341,,,0,1.0,30.0,,,
813,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
814,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
815,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
816,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
817,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.11611652351695,39.11611652351695,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
818,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.2322330470339,38.2322330470339,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
819,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.34834957055085,37.34834957055085,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
820,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.4644660940678,36.4644660940678,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
821,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.58058261758475,35.58058261758475,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
822,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.6966991411017,34.6966991411017,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
823,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.812815664618654,33.812815664618654,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
824,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.928932188135605,32.928932188135605,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
825,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.045048711652555,32.045048711652555,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
826,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.161165235169506,31.161165235169506,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
827,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.277281758686456,30.277281758686456,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
828,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.39339828220341,29.393398282203407,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
829,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.50951480572036,28.509514805720357,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
830,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.62563132923731,27.625631329237308,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
831,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.74174785275426,26.74174785275426,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
832,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.85786437627121,25.85786437627121,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
833,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.97398089978816,24.97398089978816,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
834,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.04617444130983,24.194346815316237,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
835,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.796266114866114,24.179208272259245,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
836,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.5463577884224,24.164069729202254,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
837,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.29644946197868,24.148931186145262,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
838,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.046541135534966,24.13379264308827,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
839,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.79663280909125,24.11865410003119,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
840,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.546724482647534,24.103515556974024,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
841,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.296816156203615,24.088377013916855,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
842,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.046907829759544,24.073238470859685,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
843,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.796999503315472,24.058099927802516,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
844,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.5470911768714,24.042961384745347,,tomato,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
845,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.29718285042733,24.027822841688177,,tomato,0,1.0,30.0,56.0,102.74999999999972,,,0,1.0,30.0,,,
846,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.04727452398326,24.012684298631005,,tomato,0,1.0,30.0,56.0,101.49999999999943,,,0,1.0,30.0,,,
847,train,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,56.0,100.24999999999915,,,0,1.0,30.0,,,
848,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,98.99999999999886,,,0,1.0,30.0,,,
849,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,97.74999999999858,,,0,1.0,30.0,,,
850,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,96.4999999999983,,,0,1.0,30.0,,,
851,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,95.24999999999801,,,0,1.0,30.0,,,
852,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,93.99999999999773,,,0,1.0,30.0,,,
853,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,92.74999999999744,,,0,1.0,30.0,,,
854,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,91.49999999999716,,,0,1.0,30.0,,,
855,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666663,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,90.24999999999687,,,0,1.0,30.0,,,
856,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.3333333333333333,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,88.99999999999659,,,0,1.0,30.0,,,
857,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.375,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,87.7499999999963,,,0,1.0,30.0,,,
858,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.4166666666666667,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,86.49999999999602,,,0,1.0,30.0,,,
859,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.45833333333333337,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,85.24999999999574,,,0,1.0,30.0,,,
860,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.5,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,83.99999999999545,,,0,1.0,30.0,,,
861,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.5416666666666666,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,82.74999999999517,,,0,1.0,30.0,,,
862,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.5833333333333333,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,81.49999999999488,,,0,1.0,30.0,,,
863,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.6249999999999999,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,80.2499999999946,,,0,1.0,30.0,,,
864,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.6666666666666665,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,81.49999999999488,,,0,1.0,30.0,,,
865,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.7083333333333331,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,82.74999999999517,,,0,1.0,30.0,,,
866,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.7499999999999998,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,83.99999999999545,,,0,1.0,30.0,,,
867,train,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.7916666666666664,0,2,2,,2,3,tomato,2,4,tomato,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,85.24999999999574,,,0,1.0,30.0,,,
