tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,38c5da1520ede5a5_score,player_94cd5f4a_x,player_94cd5f4a_y,player_94cd5f4a_move_target,player_94cd5f4a_item,player_94cd5f4a_score,player_94cd5f4a_cut_speed,player_94cd5f4a_speed,player_5e8f8884_x,player_5e8f8884_y,player_5e8f8884_move_target,player_5e8f8884_item,player_5e8f8884_score,player_5e8f8884_cut_speed,player_5e8f8884_speed
563,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato,1.5000000000000004,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
564,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
565,0,1,,0,2,tomato,0.29166666666666663,0,0,3,tomato,1.583333333333334,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
566,0,1,,0,2,tomato,0.3333333333333333,0,0,3,tomato,1.6250000000000007,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
567,0,1,,0,2,tomato,0.375,0,0,3,tomato,1.6666666666666674,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
568,0,1,,0,2,tomato,0.4166666666666667,0,0,3,tomato,1.7083333333333341,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
569,0,1,,0,2,tomato,0.45833333333333337,0,0,3,tomato,1.7500000000000009,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
570,0,1,,0,2,tomato,0.5,0,0,3,tomato,1.7916666666666676,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
571,0,1,,0,2,tomato,0.5416666666666666,0,0,3,tomato,1.8333333333333344,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
572,0,1,,0,2,tomato,0.5833333333333333,0,0,3,tomato,1.875000000000001,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
573,0,1,,0,2,tomato,0.6249999999999999,0,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
574,0,1,,0,2,tomato,0.6666666666666665,0,0,3,tomato,1.9583333333333346,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
575,0,1,,0,2,tomato,0.7083333333333331,0,0,3,tomato,2.0000000000000013,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
576,0,1,,0,2,tomato,0.7499999999999998,0,0,3,tomato,2.041666666666668,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
577,0,1,,0,2,tomato,0.7916666666666664,0,0,3,tomato,2.0833333333333344,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
578,0,1,,0,2,tomato,0.833333333333333,0,0,3,tomato,2.125000000000001,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
579,0,1,,0,2,tomato,0.8749999999999997,0,0,3,tomato,2.1666666666666674,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
580,0,1,,0,2,tomato,0.9166666666666663,0,0,3,tomato,2.208333333333334,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
581,0,1,,0,2,tomato,0.9583333333333329,0,0,3,tomato,2.2500000000000004,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
582,0,1,,0,2,tomato,0.9999999999999996,0,0,3,tomato,2.291666666666667,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
583,0,1,,0,2,tomato,1.0416666666666663,1,0,3,tomato,2.3333333333333335,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
584,0,1,,0,2,tomato,1.083333333333333,1,0,3,tomato,2.375,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
585,0,1,,0,2,tomato,1.1249999999999998,1,0,3,tomato,2.4166666666666665,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
586,0,1,,0,2,tomato,1.1666666666666665,1,0,3,tomato,2.458333333333333,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
587,0,1,,0,2,tomato,1.2083333333333333,1,0,3,tomato,2.4999999999999996,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
588,0,1,,0,2,tomato,1.25,1,0,3,tomato,2.541666666666666,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
589,0,1,,0,2,tomato,1.2916666666666667,1,0,3,tomato,2.5833333333333326,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
590,0,1,,0,2,tomato,1.3333333333333335,1,0,3,tomato,2.624999999999999,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
591,0,1,,0,2,tomato,1.3750000000000002,1,0,3,tomato,2.6666666666666656,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
592,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.708333333333332,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
593,0,1,,0,2,tomato,1.4583333333333337,1,0,3,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
594,0,1,,0,2,tomato,1.5000000000000004,1,0,3,tomato,2.791666666666665,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
595,0,1,,0,2,tomato,1.5416666666666672,1,0,3,tomato,2.8333333333333317,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
596,0,1,,0,2,tomato,1.583333333333334,1,0,3,tomato,2.8749999999999982,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
597,0,1,,0,2,tomato,1.6250000000000007,1,0,3,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
598,0,1,,0,2,tomato,1.6666666666666674,1,0,3,tomato,2.9583333333333313,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
599,0,1,,0,2,tomato,1.7083333333333341,1,0,3,tomato,2.999999999999998,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
600,0,1,,0,2,tomato,1.7500000000000009,1,0,3,tomato_cut,3.0416666666666643,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
601,0,1,,0,2,tomato,1.7916666666666676,1,0,3,tomato_cut,3.083333333333331,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
602,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato_cut,3.1249999999999973,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
603,0,1,,0,2,tomato,1.875000000000001,1,0,3,tomato_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
604,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato_cut,3.2083333333333304,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
605,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato_cut,3.249999999999997,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
606,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
607,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato_cut,3.33333333333333,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
608,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato_cut,3.3749999999999964,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
609,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
610,0,1,,0,2,tomato,2.1666666666666674,2,0,3,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
611,0,1,,0,2,tomato,2.208333333333334,2,0,3,tomato_cut,3.499999999999996,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
612,0,1,,0,2,tomato,2.2500000000000004,2,0,3,tomato_cut,3.5416666666666625,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
613,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
614,0,1,,0,2,tomato,2.3333333333333335,2,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
615,0,1,,0,2,tomato,2.375,2,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
616,0,1,,0,2,tomato,2.4166666666666665,2,0,3,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
617,0,1,,0,2,tomato,2.458333333333333,2,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
618,0,1,,0,2,tomato,2.4999999999999996,2,0,3,tomato_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
619,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
620,0,1,,0,2,tomato,2.5833333333333326,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
621,0,1,,0,2,tomato,2.624999999999999,2,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
622,0,1,,0,2,tomato,2.6666666666666656,2,0,3,tomato_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
623,0,1,,0,2,tomato,2.708333333333332,2,0,3,tomato_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
624,0,1,,0,2,tomato,2.7499999999999987,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
625,0,1,,0,2,tomato,2.791666666666665,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
626,0,1,,0,2,tomato,2.8333333333333317,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
627,0,1,,0,2,tomato,2.8749999999999982,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
628,0,1,,0,2,tomato,2.9166666666666647,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
629,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
630,0,1,,0,2,tomato,2.999999999999998,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
631,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
632,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
633,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
634,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
635,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
636,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
637,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
638,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
639,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
640,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
641,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
642,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
643,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
644,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
645,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
646,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
