tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,5c6af976d5df4f21_score,player_9bf1fe26_x,player_9bf1fe26_y,player_9bf1fe26_move_target,player_9bf1fe26_item,player_9bf1fe26_score,player_9bf1fe26_cut_speed,player_9bf1fe26_speed,player_715af18a_x,player_715af18a_y,player_715af18a_move_target,player_715af18a_item,player_715af18a_score,player_715af18a_cut_speed,player_715af18a_speed,802de297769fc4fc_score,6e02d9e57cb4abaa_message,ad67b11d2b6b7b1d_score
3586,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.70281714957895,40.027822841688426,,,0,1.0,30.0,77.75000000000995,24.0,,,0,1.0,30.0,,,0.0
3587,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.95272547602337,40.01268429863107,,,0,1.0,30.0,76.50000000000966,24.0,,,0,1.0,30.0,,,0.0
3588,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.20266313365056,40.00233106509771,,,0,1.0,30.0,75.25000000000938,24.0,,,0,1.0,30.0,,,0.0
3589,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.45266312004111,40.0021466143028,,,0,1.0,30.0,74.0000000000091,24.0,,,0,1.0,30.0,,,0.0
3590,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.70266310643166,40.0019621635079,,,0,1.0,30.0,72.75000000000881,24.0,,,0,1.0,30.0,,,0.0
3591,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.9526630928222,40.00177771271299,,,0,1.0,30.0,71.69854052423248,24.483295852504853,,,0,1.0,30.0,,,0.0
3592,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.20266307921275,40.00159326191809,,,0,1.0,30.0,70.80952329554849,25.36201558433154,,,0,1.0,30.0,,,0.0
3593,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.4526630656033,40.001408811123184,,,0,1.0,30.0,69.92050606686439,26.24073531615819,,,0,1.0,30.0,,,0.0
3594,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.70266305199385,40.00122436032828,,,0,1.0,30.0,69.03148883817984,27.11945504798484,,,0,1.0,30.0,,,0.0
3595,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.9526630383844,40.001039909533375,,,0,1.0,30.0,68.14247160949529,27.99817477981149,,,0,1.0,30.0,,,0.0
3596,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.20266302477495,40.00085545873847,,,0,1.0,30.0,67.25345438081072,28.876894511638138,,,0,1.0,30.0,,,0.0
3597,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.4526630111655,40.00067100794384,,,0,1.0,30.0,66.36443715212617,29.755614243464787,,,0,1.0,30.0,,,0.0
3598,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.70266299755605,40.000486557149294,,,0,1.0,30.0,65.47541992344162,30.634333975291437,,,0,1.0,30.0,,,0.0
3599,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.9526629839466,40.000302106354745,,,0,1.0,30.0,64.58640269475706,31.513053707118086,,,0,1.0,30.0,,,0.0
3600,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.20266297033714,40.000117655560196,,,0,1.0,30.0,63.69738546607241,32.391773438944895,,,0,1.0,30.0,,,0.0
3601,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.45266296380328,40.00002795062478,,,0,1.0,30.0,62.808368237387704,33.2704931707719,,,0,1.0,30.0,,,0.0
3602,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.70266296380072,40.00002570340544,,,0,1.0,30.0,61.919351008702996,34.149212902598904,,,0,1.0,30.0,,,0.0
3603,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.95266296379816,40.00002345618579,,,0,1.0,30.0,61.03033378001829,35.02793263442591,,,0,1.0,30.0,,,0.0
3604,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.2026629637956,40.00002120896613,,,0,1.0,30.0,60.14131655133358,35.906652366252914,,,0,1.0,30.0,,,0.0
3605,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.45266296379305,40.00001896174648,,,0,1.0,30.0,59.252299322648874,36.78537209807991,,,0,1.0,30.0,,,0.0
3606,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.70266296379049,40.00001671452682,,,0,1.0,30.0,58.363282093964166,37.66409182990641,,,0,1.0,30.0,,,0.0
3607,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.95266296378793,40.00001446730717,,,0,1.0,30.0,57.47426486527946,38.54281156173292,,,0,1.0,30.0,,,0.0
3608,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.20266296378537,40.00001222008751,,,0,1.0,30.0,56.58524763659475,39.42153129355942,,,0,1.0,30.0,,,0.0
3609,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.45266296378281,40.00000997286786,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3610,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.70266296378026,40.0000077256482,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3611,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.9526629637777,40.00000547842855,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3612,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.20266296377514,40.00000323120889,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3613,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.45266296377258,40.00000098398924,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3614,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.44294749693546,39.367516586919635,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3615,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.33223157077379,38.489066909353156,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3616,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.22151564461211,37.61061723178706,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3617,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.11079971845044,36.732167554220965,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3618,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.00008379228876,35.85371787665487,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3619,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.88936786612709,34.975268199088774,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3620,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.77865193996541,34.09681852152268,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3621,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.66793601380374,33.21836884395658,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3622,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.55722008764207,32.33991916639049,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3623,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.4465041614804,31.46146948882417,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3624,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.33578823531872,30.58301981125772,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3625,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.22507230915704,29.704570133691362,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3626,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.11435638299537,28.826120456125267,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3627,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.0036404568337,27.94767077855917,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3628,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.89292453067202,27.069221100993076,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3629,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.78220860451034,26.190771423427094,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3630,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.67149267834867,25.312321745861368,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3631,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.56077675218825,24.433872068295983,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3632,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3633,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3634,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3635,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3636,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3637,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3638,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3639,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3640,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3641,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3642,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3643,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3644,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3645,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3646,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3647,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3648,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3649,test,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
