tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,dd57d9e990b0702f_score,player_84b39e31_x,player_84b39e31_y,player_84b39e31_move_target,player_84b39e31_item,player_84b39e31_score,player_84b39e31_cut_speed,player_84b39e31_speed,player_1cc0d12f_x,player_1cc0d12f_y,player_1cc0d12f_move_target,player_1cc0d12f_item,player_1cc0d12f_score,player_1cc0d12f_cut_speed,player_1cc0d12f_speed
1141,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1142,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1143,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1144,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1145,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1146,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1147,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1148,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1149,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1150,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1151,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1152,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1153,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1154,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1155,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1156,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1157,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1158,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1159,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1160,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1161,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1162,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1163,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1164,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1165,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1166,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1167,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1168,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1169,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1170,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1171,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1172,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1173,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1174,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1175,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1176,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1177,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1178,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1179,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1180,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1181,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1182,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1183,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1184,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1185,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1186,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1187,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,54.749999999999716,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1188,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,53.49999999999943,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1189,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,52.24999999999915,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1190,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,50.99999999999886,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1191,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,49.74999999999858,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1192,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,48.499999999998295,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1193,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,47.24999999999801,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1194,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,45.999999999997726,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1195,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,44.74999999999744,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1196,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,43.49999999999716,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1197,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,42.249999999996874,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1198,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.99999999999659,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1199,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.31621556657754,39.8798317388366,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1200,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.19459214040404,38.990475457837135,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1201,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.07296871423054,38.10111917683767,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1202,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.95134528805704,37.211762895838206,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1203,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.82972186188354,36.32240661483874,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1204,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.70809843571004,35.433050333839276,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1205,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.58647500953654,34.543694052839896,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1206,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.46485158336304,33.654337771840936,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1207,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.34322815718954,32.76498149084197,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1208,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.22160473101623,31.87562520984293,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1209,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.09998130484344,30.98626892884382,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1210,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.97835787867065,30.09691264784471,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1211,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.8567344524977,29.2075563668456,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1212,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.73511102632406,28.31820008584649,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1213,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.61348760015042,27.428843804847382,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1214,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.4918641739768,26.539487523848273,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1215,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.37024074780315,25.650131242849163,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1216,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.24861732162951,24.760774961850053,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1217,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,plate,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1218,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1219,0,1,,0,2,,0.0,0,0,3,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
