tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a5566e6fb8ad63aa_score,player_dc663fe2_x,player_dc663fe2_y,player_dc663fe2_move_target,player_dc663fe2_item,player_dc663fe2_score,player_dc663fe2_cut_speed,player_dc663fe2_speed,player_3962110a_x,player_3962110a_y,player_3962110a_move_target,player_3962110a_item,player_3962110a_score,player_3962110a_cut_speed,player_3962110a_speed
935,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.1005038909812,101.55882319769908,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
936,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.458416240943876,101.2096831831726,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
937,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.81632859090655,100.86054316864612,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
938,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.174240940869225,100.51140315411963,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
939,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.5321532908319,100.16226313959315,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
940,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.890065640794575,99.81312312506667,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
941,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.24797799075725,99.46398311054018,,,0,1.0,12.0,56.0,41.250000000000284,,,0,0.2,30.0
942,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.605890340719924,99.1148430960137,,,0,1.0,12.0,56.0,42.50000000000057,,,0,0.2,30.0
943,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.9638026906826,98.76570308148722,,,0,1.0,12.0,56.0,43.75000000000085,,,0,0.2,30.0
944,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.32171504064527,98.41656306696073,,,0,1.0,12.0,56.0,45.00000000000114,,,0,0.2,30.0
945,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.67962739060795,98.06742305243425,,,0,1.0,12.0,56.0,46.25000000000142,,,0,0.2,30.0
946,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.22613794239027,97.85683501774251,,,0,1.0,12.0,56.0,47.500000000001705,,,0,0.2,30.0
947,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.772648494172586,97.64624698305077,,,0,1.0,12.0,56.0,48.75000000000199,,,0,0.2,30.0
948,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.319159045954905,97.43565894835903,,,0,1.0,12.0,56.0,50.000000000002274,,,0,0.2,30.0
949,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.865669597737224,97.2250709136673,,,0,1.0,12.0,56.0,51.25000000000256,,,0,0.2,30.0
950,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.41218014951954,97.01448287897556,,,0,1.0,12.0,56.0,52.50000000000284,,,0,0.2,30.0
951,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.95869070130186,96.80389484428382,,,0,1.0,12.0,56.0,53.750000000003126,,,0,0.2,30.0
952,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.50520125308418,96.59330680959208,,,0,1.0,12.0,56.0,55.00000000000341,,,0,0.2,30.0
953,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.0517118048665,96.38271877490106,,,0,1.0,12.0,56.0,56.250000000003695,,,0,0.2,30.0
954,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.59822235664882,96.17213074021015,,,0,1.0,12.0,56.0,57.50000000000398,,,0,0.2,30.0
955,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.14473290843114,95.96154270551921,,,0,1.0,12.0,56.0,58.75000000000426,,,0,0.2,30.0
956,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.69124346021346,95.75095467082829,,,0,1.0,12.0,56.0,60.00000000000455,,,0,0.2,30.0
957,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.237754011995776,95.54036663613735,,,0,1.0,12.0,56.0,61.25000000000483,,,0,0.2,30.0
958,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.784264563778095,95.32977860144642,,,0,1.0,12.0,56.0,62.500000000005116,,,0,0.2,30.0
959,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.330775115560414,95.11919056675549,,,0,1.0,12.0,56.0,63.7500000000054,,,0,0.2,30.0
960,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.87728566734273,94.90860253206456,,,0,1.0,12.0,56.0,65.00000000000568,,,0,0.2,30.0
961,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.42379621912505,94.69801449737363,,,0,1.0,12.0,56.0,66.25000000000597,,,0,0.2,30.0
962,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.97030677090737,94.4874264626827,,,0,1.0,12.0,56.0,67.50000000000625,,,0,0.2,30.0
963,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.51681732268969,94.27683842799178,,,0,1.0,12.0,56.0,68.75000000000654,,,0,0.2,30.0
964,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.06332787447201,94.06625039330085,,,0,1.0,12.0,56.0,70.00000000000682,,,0,0.2,30.0
965,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.60983842625433,93.85566235860992,,,0,1.0,12.0,56.0,71.2500000000071,,,0,0.2,30.0
966,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.15634897803665,93.64507432391899,,,0,1.0,12.0,56.0,72.50000000000739,,,0,0.2,30.0
967,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.702859529818966,93.43448628922806,,,0,1.0,12.0,56.0,73.75000000000767,,,0,0.2,30.0
968,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.249370081601285,93.22389825453713,,,0,1.0,12.0,56.0,75.00000000000796,,,0,0.2,30.0
969,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.795880633383604,93.0133102198462,,,0,1.0,12.0,56.0,76.25000000000824,,,0,0.2,30.0
970,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.34239118516592,92.80272218515528,,,0,1.0,12.0,56.0,77.50000000000853,,,0,0.2,30.0
971,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.88890173694824,92.59213415046435,,,0,1.0,12.0,56.0,78.75000000000881,,,0,0.2,30.0
972,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.43541228873056,92.38154611577342,,,0,1.0,12.0,56.0,80.0000000000091,,,0,0.2,30.0
973,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.98192284051288,92.17095808108249,,,0,1.0,12.0,56.0,81.25000000000938,,,0,0.2,30.0
974,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.5284333922952,91.96037004639156,,,0,1.0,12.0,56.0,82.50000000000966,,,0,0.2,30.0
975,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.07494394407752,91.74978201170063,,,0,1.0,12.0,56.0,83.75000000000995,,,0,0.2,30.0
976,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.62145449585954,91.53919397700956,,,0,1.0,12.0,56.0,85.00000000001023,,,0,0.2,30.0
977,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.167965047641502,91.32860594231848,,,0,1.0,12.0,56.0,86.25000000001052,,,0,0.2,30.0
978,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.714475599423466,91.11801790762738,,,0,1.0,12.0,56.0,87.5000000000108,,,0,0.2,30.0
979,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.26098615120543,90.90742987293628,,,0,1.0,12.0,55.33243380389186,88.47591077356992,,,0,0.2,30.0
980,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.807496702987393,90.69684183824519,,,0,1.0,12.0,54.45405723006536,89.36526705456868,,,0,0.2,30.0
981,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.354007254769357,90.48625380355409,,,0,1.0,12.0,53.57568065623886,90.25462333556743,,,0,0.2,30.0
982,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.90051780655132,90.27566576886299,,,0,1.0,12.0,52.69730408241236,91.14397961656618,,,0,0.2,30.0
983,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.447028358333284,90.06507773417191,,,0,1.0,12.0,51.81892750858586,92.03333589756494,,,0,0.2,30.0
984,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.993538910115248,89.85448969948081,,,0,1.0,12.0,50.94055093475936,92.9226921785637,,,0,0.2,30.0
985,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.540049461897212,89.64390166478972,,,0,1.0,12.0,50.06217436093286,93.81204845956245,,,0,0.2,30.0
986,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.086560013679176,89.43331363009862,,,0,1.0,12.0,49.18379778710636,94.7014047405612,,,0,0.2,30.0
987,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.63307056546114,89.22272559540752,,,0,1.0,12.0,48.30542121327986,95.59076102155996,,,0,0.2,30.0
988,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.179581117243103,89.01213756071644,,,0,1.0,12.0,47.42704463945336,96.48011730255871,,,0,0.2,30.0
989,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.726091669025067,88.80154952602534,,,0,1.0,12.0,46.548668065626856,97.36947358355746,,,0,0.2,30.0
990,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.27260222080703,88.59096149133424,,,0,1.0,12.0,45.670291491800356,98.25882986455622,,,0,0.2,30.0
991,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.819112772588994,88.38037345664316,,,0,1.0,12.0,44.791914917973855,99.14818614555497,,,0,0.2,30.0
992,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.365623324370958,88.16978542195206,,,0,1.0,12.0,43.913538344147355,100.03754242655373,,,0,0.2,30.0
993,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.193959934538043,87.77689165106406,,,0,1.0,12.0,43.035161770320855,100.92689870755248,,,0,0.2,30.0
994,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.18781343613766,87.27692943193344,,,0,1.0,12.0,42.156785196494354,101.81625498855124,,,0,0.2,30.0
995,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.181666937737276,86.77696721280282,,,0,1.0,12.0,41.27840862266781,102.70561126954999,,,0,0.2,30.0
996,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.175520439336893,86.2770049936722,,,0,1.0,12.0,40.4000320488411,103.59496755054874,,,0,0.2,30.0
997,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.16937394093651,85.77704277454157,,,0,1.0,12.0,39.509523748705426,103.14470323113545,,,0,0.2,30.0
998,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.163227442536126,85.27708055541095,,,0,1.0,12.0,38.615184377103766,102.27140082738151,,,0,0.2,30.0
999,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.157080944135828,84.77711833628032,,,0,1.0,12.0,37.720845005502106,101.39809842362757,,,0,0.2,30.0
1000,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.15093444573561,84.2771561171497,,,0,1.0,12.0,36.826505633900446,100.52479601987363,,,0,0.2,30.0
1001,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.1447879473354,83.77719389801908,,,0,1.0,12.0,35.932166262298786,99.6514936161197,,,0,0.2,30.0
1002,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.138641448935186,83.27723167888846,,,0,1.0,12.0,35.037826890697126,98.77819121236575,,,0,0.2,30.0
1003,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.132494950534973,82.77726945975783,,,0,1.0,12.0,34.143487519095466,97.90488880861182,,,0,0.2,30.0
1004,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.12634845213476,82.27730724062721,,,0,1.0,12.0,33.249148147493806,97.03158640485788,,,0,0.2,30.0
1005,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.120201953734547,81.77734502149659,,,0,1.0,12.0,32.354808775892145,96.15828400110394,,,0,0.2,30.0
1006,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.114055455334334,81.27738280236596,,,0,1.0,12.0,31.460469404290485,95.28498159735,,,0,0.2,30.0
1007,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.10790895693412,80.77742058323534,,,0,1.0,12.0,30.566130032688825,94.41167919359606,,,0,0.2,30.0
1008,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.10176245853391,80.27745836410472,,,0,1.0,12.0,29.671790661087165,93.53837678984212,,,0,0.2,30.0
1009,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.095615960133696,79.7774961449741,,,0,1.0,12.0,28.777451289485672,92.66507438608818,,,0,0.2,30.0
1010,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.089469461733483,79.27753392584347,,,0,1.0,12.0,27.883111917884367,91.79177198233424,,,0,0.2,30.0
1011,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.08332296333327,78.77757170671285,,,0,1.0,12.0,26.988772546283062,90.91846957857992,,,0,0.2,30.0
1012,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.077176464933057,78.27760948758223,,,0,1.0,12.0,26.094433174681757,90.04516717482534,,,0,0.2,30.0
1013,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.07102996653284,77.7776472684516,,,0,1.0,12.0,25.200093803080453,89.17186477107076,,,0,0.2,30.0
1014,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.064883468132628,77.27768504932098,,,0,1.0,12.0,24.305754431479148,88.29856236731618,,,0,0.2,30.0
