tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f3eceb87f86e08fd_score,player_1783a60d_x,player_1783a60d_y,player_1783a60d_move_target,player_1783a60d_item,player_1783a60d_score,player_1783a60d_cut_speed,player_1783a60d_speed,player_85d26b77_x,player_85d26b77_y,player_85d26b77_move_target,player_85d26b77_item,player_85d26b77_score,player_85d26b77_cut_speed,player_85d26b77_speed
655,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,88.00011765555998,71.20266297033271,,plate,0,1.0,30.0
656,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,87.54323487120497,72.2650902716208,,plate,0,1.0,30.0
657,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.11611652351695,24.88388347648305,,plate,0,1.0,30.0,86.6647843943323,73.15437355589125,,plate,0,1.0,30.0
658,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.2322330470339,25.7677669529661,,plate,0,1.0,30.0,85.78633391745963,74.0436568401617,,plate,0,1.0,30.0
659,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.34834957055085,26.65165042944915,,plate,0,1.0,30.0,84.90788344058696,74.93294012443215,,plate,0,1.0,30.0
660,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.4644660940678,27.535533905932198,,plate,0,1.0,30.0,84.02943296371429,75.8222234087026,,plate,0,1.0,30.0
661,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.58058261758475,28.419417382415247,,plate,0,1.0,30.0,83.15098248684161,76.71150669297305,,plate,0,1.0,30.0
662,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0,82.27253200996894,77.6007899772435,,plate,0,1.0,30.0
663,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0,81.39408153309627,78.49007326151394,,plate,0,1.0,30.0
664,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0,80.5156310562236,79.37935654578439,,plate,0,1.0,30.0
665,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0,79.63718057935093,80.26863983005384,,plate,0,1.0,30.0
666,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0,78.75873010247825,81.15792311432324,,plate,0,1.0,30.0
667,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0,77.88027962560558,82.04720639859262,,plate,0,1.0,30.0
668,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0,77.00182914873291,82.93648968286202,,plate,0,1.0,30.0
669,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0,76.12337867186024,83.8257729671314,,plate,0,1.0,30.0
670,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0,75.24492819498757,84.7150562514008,,plate,0,1.0,30.0
671,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0,74.3664777181149,85.60433953567018,,plate,0,1.0,30.0
672,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0,73.48802724124222,86.49362281993957,,plate,0,1.0,30.0
673,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0,72.60957676436955,87.38290610420896,,plate,0,1.0,30.0
674,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.19434681531624,39.95382555869017,,plate,0,1.0,30.0,72.0,88.0,,plate,0,1.0,30.0
675,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17920827225925,41.203733885133886,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
676,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.16406972920225,42.4536422115776,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
677,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.14893118614526,43.70355053802132,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
678,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.13379264308827,44.953458864465034,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
679,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.11865410003128,46.20336719090875,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
680,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.10351555697429,47.453275517352466,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
681,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0883770139173,48.70318384379618,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
682,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0732384708603,49.9530921702399,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
683,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.05809992780331,51.203000496683615,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
684,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.04296138474632,52.45290882312733,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
685,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.02782284168917,53.70281714957105,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
686,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.01268429863147,54.95272547601476,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
687,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.72126494341975,56.08721304982993,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
688,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.84274886238072,56.97643152430942,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
689,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.96423278134168,57.86564999878891,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
690,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.08571670030264,58.7548684732684,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
691,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.2072006192636,59.644086947747894,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
692,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.32868453822456,60.533305422227386,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
693,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.45016845718553,61.42252389670688,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
694,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.57165237614649,62.31174237118637,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
695,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.69313629510745,63.20096084566586,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
696,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.81462021406841,64.09017932014535,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
697,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.93610413302937,64.97939779462484,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
698,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.05758805199034,65.86861626910434,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
699,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.1790719709513,66.75783474358383,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
700,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.30055588991226,67.64705321806332,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
701,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.42203980887322,68.53627169254281,,plate,0,1.0,30.0,72.0,88.0,,,0,1.0,30.0
702,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.54352372783418,69.4254901670223,,plate,0,1.0,30.0,71.11611652351695,88.88388347648305,,,0,1.0,30.0
703,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.66500764679418,70.3147086415018,,plate,0,1.0,30.0,70.2322330470339,89.7677669529661,,,0,1.0,30.0
704,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.78649156575383,71.20392711598129,,plate,0,1.0,30.0,69.34834957055085,90.65165042944915,,,0,1.0,30.0
705,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.18442931909202,72.20856840125788,,plate,0,1.0,30.0,68.4644660940678,91.5355339059322,,,0,1.0,30.0
706,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.1698314704846,73.4584831594783,,plate,0,1.0,30.0,67.58058261758475,92.41941738241525,,,0,1.0,30.0
707,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.15523362187717,74.70839791769873,,plate,0,1.0,30.0,66.6966991411017,93.3033008588983,,,0,1.0,30.0
708,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.14063577326965,75.95831267591916,,plate,0,1.0,30.0,65.81281566461865,94.18718433538135,,,0,1.0,30.0
709,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.12603792466152,77.20822743413959,,plate,0,1.0,30.0,64.9289321881356,95.0710678118644,,,0,1.0,30.0
710,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.11144007605337,78.45814219236001,,plate,0,1.0,30.0,64.04504871165256,95.95495128834744,,,0,1.0,30.0
711,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.09684222744524,79.70805695058044,,plate,0,1.0,30.0,63.161165235169506,96.8388347648305,,,0,1.0,30.0
712,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08224437883709,80.95797170880087,,plate,0,1.0,30.0,62.277281758686456,97.72271824131354,,,0,1.0,30.0
713,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.06764653022896,82.2078864670213,,plate,0,1.0,30.0,61.39339828220341,98.6066017177966,,,0,1.0,30.0
714,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.05304868162082,83.45780122524172,,plate,0,1.0,30.0,60.50951480572036,99.49048519427964,,,0,1.0,30.0
715,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03845083301267,84.70771598346215,,plate,0,1.0,30.0,59.62563132923731,100.37436867076269,,,0,1.0,30.0
716,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02385298440454,85.95763074168258,,plate,0,1.0,30.0,58.74174785275426,101.25825214724574,,,0,1.0,30.0
717,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0092551357964,87.207545499903,,plate,0,1.0,30.0,57.85786437627121,102.14213562372879,,,0,1.0,30.0
718,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.54535275042181,88.26983193213294,,plate,0,1.0,30.0,56.97398089978816,103.02601910021184,,,0,1.0,30.0
719,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.66670771572436,89.15892298652551,,plate,0,1.0,30.0,56.088805099494266,103.69907880744046,,,0,1.0,30.0
720,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.7880626810269,90.04801404091808,,plate,0,1.0,30.0,55.19415225792085,102.82609754013657,,,0,1.0,30.0
721,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.90941764632944,90.93710509531064,,plate,0,1.0,30.0,54.29949941634743,101.95311627283269,,,0,1.0,30.0
722,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.03077261163199,91.82619614970321,,plate,0,1.0,30.0,53.40484657477401,101.0801350055288,,,0,1.0,30.0
723,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.15212757693453,92.71528720409577,,plate,0,1.0,30.0,52.510193733200595,100.20715373822492,,,0,1.0,30.0
724,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.27348254223708,93.60437825848834,,plate,0,1.0,30.0,51.61554089162718,99.33417247092103,,,0,1.0,30.0
725,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.39483750753962,94.49346931288183,,plate,0,1.0,30.0,50.72088805005376,98.46119120361715,,,0,1.0,30.0
726,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.51619247284216,95.38256036727547,,plate,0,1.0,30.0,49.82623520848034,97.58820993631326,,,0,1.0,30.0
