tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,16e6308e6634ac21_score,player_a0a0d685_x,player_a0a0d685_y,player_a0a0d685_move_target,player_a0a0d685_item,player_a0a0d685_score,player_a0a0d685_cut_speed,player_a0a0d685_speed,player_6964e58f_x,player_6964e58f_y,player_6964e58f_move_target,player_6964e58f_item,player_6964e58f_score,player_6964e58f_cut_speed,player_6964e58f_speed,1a1c19f0da9e459a_score,d9250aac8048fcf1_message,7119c405534163aa_score
1883,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1884,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1885,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1886,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1887,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1888,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1889,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1890,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1891,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1892,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1893,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1894,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1895,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1896,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,
1897,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,134.75000000000114,24.0,,plate,0,0.2,30.0,,,
1898,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,133.50000000000227,24.0,,plate,0,0.2,30.0,,,
1899,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,132.2500000000034,24.0,,plate,0,0.2,30.0,,,
1900,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,131.00000000000455,24.0,,plate,0,0.2,30.0,,,
1901,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,129.75000000000568,24.0,,plate,0,0.2,30.0,,,
1902,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,128.50000000000682,24.0,,plate,0,0.2,30.0,,,
1903,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,127.2500000000071,24.0,,plate,0,0.2,30.0,,,
1904,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,126.00000000000682,24.0,,plate,0,0.2,30.0,,,
1905,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,124.75000000000654,24.0,,plate,0,0.2,30.0,,,
1906,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,123.50000000000625,24.0,,plate,0,0.2,30.0,,,
1907,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,122.25000000000597,24.0,,plate,0,0.2,30.0,,,
1908,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,121.00000000000568,24.0,,plate,0,0.2,30.0,,,
1909,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,119.8763439699661,24.30755190613945,,plate,0,0.2,30.0,,,
1910,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,118.9873267412821,25.186271637966456,,plate,0,0.2,30.0,,,
1911,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,118.0983095125981,26.06499136979346,,plate,0,0.2,30.0,,,
1912,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,117.20929228391411,26.943711101620465,,plate,0,0.2,30.0,,,
1913,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,116.32027505523011,27.82243083344747,,plate,0,0.2,30.0,,,
1914,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,115.43125782654612,28.70115056527412,,plate,0,0.2,30.0,,,
1915,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,114.54224059786175,29.57987029710077,,plate,0,0.2,30.0,,,
1916,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,113.6532233691772,30.458590028927418,,plate,0,0.2,30.0,,,
1917,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,112.76420614049265,31.337309760754067,,plate,0,0.2,30.0,,,
1918,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,111.87518891180801,32.2160294925808,,plate,0,0.2,30.0,,,
1919,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,110.98617168312309,33.094749224407806,,plate,0,0.2,30.0,,,
1920,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,110.09715445443817,33.97346895623481,,plate,0,0.2,30.0,,,
1921,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,109.20813722575326,34.852188688061815,,plate,0,0.2,30.0,,,
1922,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,108.31911999706834,35.73090841988882,,plate,0,0.2,30.0,,,
1923,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,107.43010276838343,36.609628151715825,,plate,0,0.2,30.0,,,
1924,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,106.54108553969851,37.48834788354283,,plate,0,0.2,30.0,,,
1925,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,105.6520683110136,38.367067615369834,,plate,0,0.2,30.0,,,
1926,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,104.76305108232869,39.24578734719684,,plate,0,0.2,30.0,,,
1927,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,103.74411162538074,39.81349821690576,,plate,0,0.2,30.0,,,
1928,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,102.49419931818743,39.82830444284919,,plate,0,0.2,30.0,,,
1929,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,101.24428701099411,39.84311066879262,,plate,0,0.2,30.0,,,
1930,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,99.9943747038008,39.85791689473605,,plate,0,0.2,30.0,,,
1931,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,98.74446239660749,39.87272312067948,,plate,0,0.2,30.0,,,
1932,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,97.49455008941418,39.88752934662291,,plate,0,0.2,30.0,,,
1933,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,96.24463778222086,39.902335572566344,,plate,0,0.2,30.0,,,
1934,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,94.99472547502755,39.917141798509775,,plate,0,0.2,30.0,,,
1935,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,93.74481316783424,39.931948024453206,,plate,0,0.2,30.0,,,
1936,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,92.49490086064093,39.94675425039664,,plate,0,0.2,30.0,,,
1937,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,91.24498855344761,39.96156047634007,,plate,0,0.2,30.0,,,
1938,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,89.9950762462543,39.97636670228327,,plate,0,0.2,30.0,,,
1939,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,88.74516393906099,39.99117292822635,,plate,0,0.2,30.0,,,
1940,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,87.49520253103098,39.99778761283382,,plate,0,0.2,30.0,,,
1941,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,86.24520254377215,39.997966086391884,,plate,0,0.2,30.0,,,
1942,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,84.99520255651332,39.99814455994995,,plate,0,0.2,30.0,,,
1943,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,83.74520256925449,39.998323033508015,,plate,0,0.2,30.0,,,
1944,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,82.49520258199566,39.99850150706608,,plate,0,0.2,30.0,,,
1945,train,False,0,1,tomato,0.09999999999999999,0,0,2,tomato,0.15833333333333333,0,1,0,tomato,0.8249999999999995,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,12.0,81.24520259473682,39.998679980624146,,plate,0,0.2,30.0,,,
