tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7a335c8fbe53d146_score,player_50da8fdf_x,player_50da8fdf_y,player_50da8fdf_move_target,player_50da8fdf_item,player_50da8fdf_score,player_50da8fdf_cut_speed,player_50da8fdf_speed,player_5a841498_x,player_5a841498_y,player_5a841498_move_target,player_5a841498_item,player_5a841498_score,player_5a841498_cut_speed,player_5a841498_speed
992,0,1,,0,2,,0.0,0,0,3,tomato,0.275,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.765911236076317,89.72329167793566,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
993,0,1,,0,2,,0.0,0,0,3,tomato,0.2833333333333334,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.408065991814905,89.3740828848625,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
994,0,1,,0,2,,0.0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.050220747553492,89.02487409178934,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
995,0,1,,0,2,,0.0,0,0,3,tomato,0.3000000000000001,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.69237550329208,88.67566529871618,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
996,0,1,,0,2,,0.0,0,0,3,tomato,0.30833333333333346,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.334530259030668,88.32645650564301,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
997,0,1,,0,2,,0.0,0,0,3,tomato,0.3166666666666668,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.194748491455474,87.88378046251947,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
998,0,1,,0,2,,0.0,0,0,3,tomato,0.3250000000000002,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.188618532171834,87.38381804033278,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
999,0,1,,0,2,,0.0,0,0,3,tomato,0.33333333333333354,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.182488572888193,86.8838556181461,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1000,0,1,,0,2,,0.0,0,0,3,tomato,0.3416666666666669,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.176358613604553,86.38389319595942,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1001,0,1,,0,2,,0.0,0,0,3,tomato,0.35000000000000026,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.170228654320912,85.88393077377273,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1002,0,1,,0,2,,0.0,0,0,3,tomato,0.3583333333333336,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.16409869503727,85.38396835158605,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1003,0,1,,0,2,,0.0,0,0,3,tomato,0.366666666666667,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.15796873575363,84.88400592939936,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1004,0,1,,0,2,,0.0,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.15183877646999,84.38404350721268,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1005,0,1,,0,2,,0.0,0,0,3,tomato,0.3833333333333337,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.14570881718635,83.884081085026,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1006,0,1,,0,2,,0.0,0,0,3,tomato,0.39166666666666705,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.13957885790271,83.38411866283931,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1007,0,1,,0,2,,0.0,0,0,3,tomato,0.4000000000000004,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.13344889861907,82.88415624065263,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1008,0,1,,0,2,,0.0,0,0,3,tomato,0.40833333333333377,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.127318939335428,82.38419381846595,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1009,0,1,,0,2,,0.0,0,0,3,tomato,0.41666666666666713,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.121188980051787,81.88423139627926,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1010,0,1,,0,2,,0.0,0,0,3,tomato,0.4250000000000005,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.115059020768147,81.38426897409258,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1011,0,1,,0,2,,0.0,0,0,3,tomato,0.43333333333333385,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.108929061484506,80.8843065519059,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1012,0,1,,0,2,,0.0,0,0,3,tomato,0.4416666666666672,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.102799102200866,80.38434412971921,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1013,0,1,,0,2,,0.0,0,0,3,tomato,0.45000000000000057,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.096669142917225,79.88438170753253,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1014,0,1,,0,2,,0.0,0,0,3,tomato,0.4583333333333339,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.090539183633584,79.38441928534584,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1015,0,1,,0,2,,0.0,0,0,3,tomato,0.4666666666666673,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.084409224349944,78.88445686315916,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1016,0,1,,0,2,,0.0,0,0,3,tomato,0.47500000000000064,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.078279265066303,78.38449444097247,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1017,0,1,,0,2,,0.0,0,0,3,tomato,0.483333333333334,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.072149305782663,77.88453201878579,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1018,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.066019346499022,77.3845695965991,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1019,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.05988938721538,76.88460717441242,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1020,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.05375942793174,76.38464475222574,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1021,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0476294686481,75.88468233003906,,tomato,0,1.0,12.0,24.0,57.250000000000284,,,0,0.2,30.0
1022,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.04149950936446,75.38471990785237,,tomato,0,1.0,12.0,24.0,58.50000000000057,,,0,0.2,30.0
1023,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.03536955008082,74.88475748566569,,tomato,0,1.0,12.0,24.0,59.75000000000085,,,0,0.2,30.0
1024,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.02923959079718,74.384795063479,,tomato,0,1.0,12.0,24.0,61.00000000000114,,,0,0.2,30.0
1025,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.023109631513538,73.88483264129232,,tomato,0,1.0,12.0,24.0,62.25000000000142,,,0,0.2,30.0
1026,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.016979672229898,73.38487021910564,,tomato,0,1.0,12.0,24.0,63.500000000001705,,,0,0.2,30.0
1027,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.01084971294643,72.88490779691895,,tomato,0,1.0,12.0,24.0,64.75000000000199,,,0,0.2,30.0
1028,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00471975366297,72.38494537473227,,tomato,0,1.0,12.0,24.0,66.00000000000227,,,0,0.2,30.0
1029,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002403997272445,71.88495928213058,,tomato,0,1.0,12.0,24.0,67.25000000000256,,,0,0.2,30.0
1030,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002328328295228,71.38495928785659,,tomato,0,1.0,12.0,24.0,68.50000000000284,,,0,0.2,30.0
1031,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00225265931801,70.8849592935826,,tomato,0,1.0,12.0,24.0,69.75000000000313,,,0,0.2,30.0
1032,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002176990340793,70.3849592993086,,tomato,0,1.0,12.0,24.0,71.00000000000341,,,0,0.2,30.0
1033,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002101321363575,69.88495930503461,,tomato,0,1.0,12.0,24.0,72.2500000000037,,,0,0.2,30.0
1034,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002025652386358,69.38495931076062,,tomato,0,1.0,12.0,24.0,73.50000000000398,,,0,0.2,30.0
1035,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00194998340914,68.88495931648663,,tomato,0,1.0,12.0,24.0,74.75000000000426,,,0,0.2,30.0
1036,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001874314431923,68.38495932221264,,tomato,0,1.0,12.0,24.0,76.00000000000455,,,0,0.2,30.0
1037,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001798645454706,67.88495932793865,,tomato,0,1.0,12.0,24.0,77.25000000000483,,,0,0.2,30.0
1038,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001722976477488,67.38495933366465,,tomato,0,1.0,12.0,24.0,78.50000000000512,,,0,0.2,30.0
1039,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00164730750027,66.88495933939066,,tomato,0,1.0,12.0,24.0,79.7500000000054,,,0,0.2,30.0
1040,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001571638523053,66.38495934511667,,tomato,0,1.0,12.0,24.0,81.00000000000568,,,0,0.2,30.0
1041,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001495969545836,65.88495935084268,,tomato,0,1.0,12.0,24.0,82.25000000000597,,,0,0.2,30.0
1042,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00142030056862,65.38495935656869,,tomato,0,1.0,12.0,24.0,83.50000000000625,,,0,0.2,30.0
1043,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0013446315914,64.8849593622947,,tomato,0,1.0,12.0,24.0,84.75000000000654,,,0,0.2,30.0
1044,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001268962614184,64.3849593680207,,tomato,0,1.0,12.0,24.0,86.00000000000682,,,0,0.2,30.0
1045,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001193293636966,63.88495937374671,,tomato,0,1.0,12.0,24.0,87.2500000000071,,,0,0.2,30.0
1046,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00111762465975,63.38495937947272,,tomato,0,1.0,12.0,24.49189088134284,88.29803951736653,,,0,0.2,30.0
1047,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00104195568253,62.88495938519873,,tomato,0,1.0,12.0,25.37026745516934,89.18739579836529,,,0,0.2,30.0
1048,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000966286705314,62.384959390924735,,tomato,0,1.0,12.0,26.24864402899584,90.07675207936404,,,0,0.2,30.0
1049,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000890617728096,61.88495939665074,,tomato,0,1.0,12.0,27.12702060282234,90.9661083603628,,,0,0.2,30.0
1050,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00081494875088,61.38495940237675,,tomato,0,1.0,12.0,28.00539717664884,91.85546464136155,,,0,0.2,30.0
1051,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00073927977366,60.88495940810276,,tomato,0,1.0,12.0,28.883773750475342,92.7448209223603,,,0,0.2,30.0
1052,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000663610796444,60.38495941382877,,tomato,0,1.0,12.0,29.762150324301842,93.63417720335906,,,0,0.2,30.0
1053,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000587941819227,59.884959419554775,,tomato,0,1.0,12.0,30.640526898128343,94.52353348435781,,,0,0.2,30.0
1054,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00051227284201,59.38495942528078,,tomato,0,1.0,12.0,31.518903471954843,95.41288976535657,,,0,0.2,30.0
1055,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00043660386479,58.88495943100679,,tomato,0,1.0,12.0,32.39728004578134,96.30224604635532,,,0,0.2,30.0
1056,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000360934887546,58.3849594367328,,tomato,0,1.0,12.0,33.275656619607844,97.19160232735408,,,0,0.2,30.0
1057,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00028526591015,57.88495944245881,,tomato,0,1.0,12.0,34.154033193434344,98.08095860835283,,,0,0.2,30.0
1058,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000209596932756,57.384959448184816,,tomato,0,1.0,12.0,35.032409767260845,98.97031488935158,,,0,0.2,30.0
1059,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00013392795536,56.884959453910824,,tomato,0,1.0,12.0,35.910786341087345,99.85967117035034,,,0,0.2,30.0
1060,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000058258977965,56.38495945963683,,tomato,0,1.0,12.0,36.789162914913845,100.7490274513491,,,0,0.2,30.0
1061,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000029673037737,55.88495946175619,,tomato,0,1.0,12.0,37.667539488740346,101.63838373234866,,,0,0.2,30.0
1062,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002873903997,55.384959461757354,,tomato,0,1.0,12.0,38.545916062566846,102.52774001334835,,,0,0.2,30.0
1063,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000278050422,54.88495946175852,,tomato,0,1.0,12.0,39.424292636393346,103.41709629434803,,,0,0.2,30.0
1064,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000026871044433,54.384959461759685,,tomato,0,1.0,12.0,40.311608376973936,103.31936371188569,,,0,0.2,30.0
1065,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000025937046665,53.88495946176085,,tomato,0,1.0,12.0,41.205947748575596,102.44606130813175,,,0,0.2,30.0
1066,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000025003048897,53.384959461762016,,tomato,0,1.0,12.0,42.100287120177256,101.5727589043778,,,0,0.2,30.0
1067,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002406905113,52.88495946176318,,tomato,0,1.0,12.0,42.99462649177892,100.69945650062387,,,0,0.2,30.0
1068,0,1,,0,2,,0.0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002313505336,52.384959461764346,,tomato,0,1.0,12.0,43.88896586338058,99.82615409686993,,,0,0.2,30.0
