tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9a8d629aa3207a8f_score,player_945af0b9_x,player_945af0b9_y,player_945af0b9_move_target,player_945af0b9_item,player_945af0b9_score,player_945af0b9_cut_speed,player_945af0b9_speed,player_6eeb7cd3_x,player_6eeb7cd3_y,player_6eeb7cd3_move_target,player_6eeb7cd3_item,player_6eeb7cd3_score,player_6eeb7cd3_cut_speed,player_6eeb7cd3_speed,ac57742dc811c886_score,8cafcad6322094f3_message,38facfaf745f6a2c_score
617,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.3333333333333277,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
618,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.341666666666661,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
619,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
620,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.3583333333333276,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
621,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.366666666666661,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
622,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.3749999999999942,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
623,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.3833333333333275,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
624,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.391666666666661,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
625,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.399999999999994,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
626,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.4083333333333274,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
627,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.4166666666666607,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
628,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.424999999999994,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
629,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.4333333333333274,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
630,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.4416666666666607,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
631,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.449999999999994,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
632,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.4583333333333273,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
633,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.4666666666666606,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
634,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.474999999999994,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
635,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.483333333333327,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
636,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.4916666666666605,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
637,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.499999999999994,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
638,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.508333333333327,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
639,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.5166666666666604,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
640,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.5249999999999937,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
641,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.533333333333327,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
642,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.5416666666666603,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
643,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.5499999999999936,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.19676327477572,24.19436452369111,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
644,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.558333333333327,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.83891554102445,24.54357076568768,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
645,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.56666666666666,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.48106780727318,24.89277700768425,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
646,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.5749999999999935,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.12322007352191,25.241983249680818,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
647,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.583333333333327,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.765372339770636,25.591189491677387,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
648,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.59166666666666,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.407524606019365,25.940395733673956,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
649,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.5999999999999934,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.049676872268094,26.289601975670525,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
650,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.6083333333333267,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.69182913851682,26.638808217667094,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
651,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.61666666666666,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.33398140476555,26.988014459663663,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
652,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.6249999999999933,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.97613367101428,27.337220701660232,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
653,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.6333333333333266,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.61828593726301,27.6864269436568,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
654,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.64166666666666,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.26043820351174,28.03563318565337,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
655,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.6499999999999932,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.90259046976047,28.38483942764994,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
656,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.6583333333333266,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.5447427360092,28.73404566964651,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
657,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.66666666666666,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.18689500225793,29.083251911643078,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
658,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.674999999999993,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.829047268506955,29.432458153639647,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
659,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.6833333333333265,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.47119953475599,29.781664395636216,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
660,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.6916666666666598,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.113351801005024,30.130870637632786,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
661,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.699999999999993,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.75550406725406,30.480076879629355,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
662,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.7083333333333264,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.3976563335031,30.829283121625924,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
663,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.7166666666666597,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.039808599752135,31.178489363622493,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
664,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.724999999999993,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.68196086600117,31.527695605619062,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
665,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.7333333333333263,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.324113132250204,31.87690184761563,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
666,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.7416666666666596,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.966265398499253,32.2261080896122,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
667,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.749999999999993,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.608417664748337,32.575314331608766,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
668,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.758333333333326,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.250569930997422,32.924520573605335,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
669,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.7666666666666595,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.892722197246506,33.273726815601904,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
670,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.774999999999993,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.53487446349559,33.62293305759847,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
671,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.783333333333326,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.177026729744675,33.97213929959504,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
672,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.7916666666666594,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.81917899599376,34.32134554159161,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
673,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.7999999999999927,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.461331262242844,34.67055178358818,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
674,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.808333333333326,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.103483528491928,35.01975802558475,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
675,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.8166666666666593,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.745635794741013,35.36896426758132,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
676,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.8249999999999926,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.387788060990097,35.71817050957789,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
677,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.833333333333326,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.02994032723918,36.06737675157446,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
678,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.8416666666666592,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.672092593488266,36.416582993571026,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
679,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.8499999999999925,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.31424485973735,36.765789235567595,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
680,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.858333333333326,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.956397125986435,37.114995477564165,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
681,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.866666666666659,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.59854939223552,37.464201719560734,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
682,train,True,0,1,tomato,0.18333333333333332,0,0,2,,0.0,0,1,0,tomato,2.8749999999999925,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.240701658484603,37.8134079615573,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
