tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f0a5903710a31cdf_score,player_14a0f1a9_x,player_14a0f1a9_y,player_14a0f1a9_move_target,player_14a0f1a9_item,player_14a0f1a9_score,player_14a0f1a9_cut_speed,player_14a0f1a9_speed,player_66ed9f9d_x,player_66ed9f9d_y,player_66ed9f9d_move_target,player_66ed9f9d_item,player_66ed9f9d_score,player_66ed9f9d_cut_speed,player_66ed9f9d_speed
1052,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1053,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1054,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1055,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1056,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1057,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1058,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1059,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1060,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,54.749999999999716,,plate,0,0.2,30.0
1061,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,53.49999999999943,,plate,0,0.2,30.0
1062,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,52.24999999999915,,plate,0,0.2,30.0
1063,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,50.99999999999886,,plate,0,0.2,30.0
1064,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,49.74999999999858,,plate,0,0.2,30.0
1065,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,48.499999999998295,,plate,0,0.2,30.0
1066,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,47.24999999999801,,plate,0,0.2,30.0
1067,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,45.999999999997726,,plate,0,0.2,30.0
1068,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,44.74999999999744,,plate,0,0.2,30.0
1069,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,43.49999999999716,,plate,0,0.2,30.0
1070,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,42.249999999996874,,plate,0,0.2,30.0
1071,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,40.99999999999659,,plate,0,0.2,30.0
1072,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.64644660940678,24.35355339059322,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
1073,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.29289321881356,24.70710678118644,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1074,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.93933982822034,25.06066017177966,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1075,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.58578643762712,25.41421356237288,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1076,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.2322330470339,25.7677669529661,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1077,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.87867965644068,26.12132034355932,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1078,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.52512626584746,26.47487373415254,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1079,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.17157287525424,26.828427124745758,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1080,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.81801948466102,27.181980515338978,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1081,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.4644660940678,27.535533905932198,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1082,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.11091270347458,27.889087296525418,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1083,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.75735931288136,28.242640687118637,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1084,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.40380592228814,28.596194077711857,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1085,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.05025253169492,28.949747468305077,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1086,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.6966991411017,29.303300858898297,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1087,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.34314575050848,29.656854249491516,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1088,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.98959235991526,30.010407640084736,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1089,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.63603896932204,30.363961030677956,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1090,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.28248557872882,30.717514421271176,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1091,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.9289321881356,31.071067811864395,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1092,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.57537879754238,31.424621202457615,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1093,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.22182540694916,31.778174593050835,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1094,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.86827201635595,32.131727983644055,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1095,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.51471862576273,32.485281374237275,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1096,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.1611652351695,32.838834764830494,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1097,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.80761184457629,33.192388155423714,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1098,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.45405845398307,33.545941546016934,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1099,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.10050506338985,33.899494936610154,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1100,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.74695167279663,34.25304832720337,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1101,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.3933982822034,34.60660171779659,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1102,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.03984489161019,34.96015510838981,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1103,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.68629150101697,35.31370849898303,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1104,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.33273811042375,35.66726188957625,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1105,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.97918471983053,36.02081528016947,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1106,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.62563132923731,36.37436867076269,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1107,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.27207793864409,36.72792206135591,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1108,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.91852454805087,37.08147545194913,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1109,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.56497115745765,37.43502884254235,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1110,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.21141776686443,37.78858223313557,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1111,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.85786437627121,38.14213562372879,,plate,0,1.0,12.0,56.0,40.0,,tomato_salad,0,0.2,30.0
1112,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.50431098567799,38.49568901432201,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1113,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.15075759508477,38.84924240491523,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1114,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.79720420449155,39.20279579550845,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1115,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.44365081389833,39.55634918610167,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1116,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.04471075017727,39.80221161601552,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1117,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.54474873659103,39.808374810868834,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1118,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.04478672300479,39.81453800572215,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1119,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.54482470941855,39.82070120057546,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1120,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.04486269583231,39.82686439542878,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1121,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.54490068224607,39.83302759028209,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1122,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.04493866865982,39.83919078513541,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1123,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.54497665507358,39.84535397998872,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1124,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.04501464148734,39.85151717484204,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1125,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.5450526279011,39.85768036969535,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1126,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.04509061431486,39.86384356454867,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
1127,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.899999999999989,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.54512860072862,39.87000675940198,,plate,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
