tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f6fdf28e0e04d635_score,player_3c3a1af0_x,player_3c3a1af0_y,player_3c3a1af0_move_target,player_3c3a1af0_item,player_3c3a1af0_score,player_3c3a1af0_cut_speed,player_3c3a1af0_speed,player_8f76aed0_x,player_8f76aed0_y,player_8f76aed0_move_target,player_8f76aed0_item,player_8f76aed0_score,player_8f76aed0_cut_speed,player_8f76aed0_speed
894,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.54497665507358,39.84535397998872,,plate,0,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,0,0.2,30.0
895,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.04501464148734,39.85151717484204,,plate,0,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,0,0.2,30.0
896,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.5450526279011,39.85768036969535,,plate,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,0,0.2,30.0
897,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.04509061431486,39.86384356454867,,plate,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,0,0.2,30.0
898,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.54512860072862,39.87000675940198,,plate,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,0,0.2,30.0
899,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.04516658714238,39.876169954255296,,plate,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,0,0.2,30.0
900,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.54520457355613,39.88233314910861,,plate,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,0,0.2,30.0
901,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.04524255996989,39.888496343961926,,plate,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,0,0.2,30.0
902,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.54528054638365,39.89465953881524,,plate,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,0,0.2,30.0
903,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.04531853279741,39.900822733668555,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
904,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.54535651921117,39.90698592852187,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
905,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.04539450562493,39.913149123375185,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
906,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.54543249203869,39.91931231822871,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
907,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.04547047845244,39.92547551308238,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
908,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.5455084648662,39.93163870793605,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
909,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.04554645127996,39.93780190278972,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
910,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.54558443769372,39.94396509764339,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
911,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.04562242410748,39.95012829249706,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
912,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.54566041052124,39.95629148735073,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
913,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.045698396935,39.9624546822044,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
914,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.54573638334875,39.96861787705807,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
915,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.04577436976251,39.97478107191174,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
916,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.54581235617627,39.98094426676541,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
917,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.04585034259003,39.98710746161908,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
918,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.54588832900379,39.99327065647275,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
919,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08921341235464,40.10301158955734,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
920,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.73354172189204,40.4544339118474,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
921,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.3778700314304,40.805856234137465,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
922,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.02219834096886,41.15727855642753,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
923,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.66652665050732,41.50870087871759,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
924,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.31085496004577,41.86012320100765,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
925,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.95518326958423,42.211545523297715,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
926,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.59951157912269,42.56296784558778,,plate,0,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
927,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.24383988866114,42.91439016787784,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
928,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.88816819819961,43.2658124901679,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
929,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.53249650773806,43.617234812457966,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
930,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.17682481727653,43.96865713474803,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
931,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.82115312681498,44.32007945703809,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
932,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.46548143635344,44.67150177932815,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
933,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.1098097458919,45.022924101618216,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
934,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.75413805543036,45.37434642390828,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
935,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.39846636496881,45.72576874619834,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
936,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.04279467450726,46.0771910684884,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
937,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.68712298404573,46.428613390778466,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
938,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.33145129358418,46.78003571306853,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
939,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.97577960312265,47.13145803535859,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
940,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.6201079126611,47.482880357648654,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
941,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.26443622219956,47.834302679938716,,plate,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
942,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.90876453173793,48.18572500222878,,plate,0,1.0,12.0,55.11611652351695,39.11611652351695,,tomato,0,0.2,30.0
943,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.55309284127604,48.53714732451884,,plate,0,1.0,12.0,54.2322330470339,38.2322330470339,,tomato,0,0.2,30.0
944,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.19742115081415,48.888569646809195,,plate,0,1.0,12.0,53.34834957055085,37.34834957055085,,tomato,0,0.2,30.0
945,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.84174946035226,49.23999196909963,,plate,0,1.0,12.0,52.4644660940678,36.4644660940678,,tomato,0,0.2,30.0
946,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.48607776989037,49.59141429139006,,plate,0,1.0,12.0,51.58058261758475,35.58058261758475,,tomato,0,0.2,30.0
947,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.13040607942848,49.942836613680484,,plate,0,1.0,12.0,50.6966991411017,34.6966991411017,,tomato,0,0.2,30.0
948,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.77473438896659,50.294258935970916,,plate,0,1.0,12.0,49.812815664618654,33.812815664618654,,tomato,0,0.2,30.0
949,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.4190626985047,50.64568125826135,,plate,0,1.0,12.0,48.928932188135605,32.928932188135605,,tomato,0,0.2,30.0
950,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.063391008042814,50.99710358055177,,plate,0,1.0,12.0,48.045048711652555,32.045048711652555,,tomato,0,0.2,30.0
951,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.707719317580924,51.348525902842205,,plate,0,1.0,12.0,47.161165235169506,31.161165235169506,,tomato,0,0.2,30.0
952,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.352047627119035,51.69994822513263,,plate,0,1.0,12.0,46.277281758686456,30.277281758686456,,tomato,0,0.2,30.0
953,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.996375936657145,52.05137054742306,,plate,0,1.0,12.0,45.39339828220341,29.393398282203407,,tomato,0,0.2,30.0
954,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.640704246195256,52.402792869713494,,plate,0,1.0,12.0,44.50951480572036,28.509514805720357,,tomato,0,0.2,30.0
955,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.285032555733366,52.75421519200392,,plate,0,1.0,12.0,43.62563132923731,27.625631329237308,,tomato,0,0.2,30.0
956,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.92936086527148,53.10563751429435,,plate,0,1.0,12.0,42.74174785275426,26.74174785275426,,tomato,0,0.2,30.0
957,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.57368917480959,53.45705983658478,,plate,0,1.0,12.0,41.85786437627121,25.85786437627121,,tomato,0,0.2,30.0
958,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.2180174843477,53.80848215887521,,plate,0,1.0,12.0,40.97398089978816,24.97398089978816,,tomato,0,0.2,30.0
959,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.86234579388581,54.15990448116564,,plate,0,1.0,12.0,40.088805099494266,24.300921192559585,,tomato,0,0.2,30.0
960,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50667410342392,54.51132680345607,,plate,0,1.0,12.0,39.19415225792085,25.173902459863825,,tomato,0,0.2,30.0
961,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.15100241296203,54.8627491257465,,plate,0,1.0,12.0,38.29949941634743,26.046883727168066,,tomato,0,0.2,30.0
962,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.79533072250014,55.21417144803693,,plate,0,1.0,12.0,37.40484657477391,26.919864994472306,,tomato,0,0.2,30.0
963,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.43965903203825,55.56559377032736,,plate,0,1.0,12.0,36.51019373320007,27.792846261776546,,tomato,0,0.2,30.0
964,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,35.6155408916262,28.665827529080786,,tomato,0,0.2,30.0
965,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,34.720888050052345,29.538808796385027,,tomato,0,0.2,30.0
966,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,33.82623520847849,30.411790063689267,,tomato,0,0.2,30.0
967,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,32.93158236690463,31.284771330993507,,tomato,0,0.2,30.0
968,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,32.036929525330834,32.157752598297684,,tomato,0,0.2,30.0
