tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,84862377c373ebe5_score,player_a8f8cc6f_x,player_a8f8cc6f_y,player_a8f8cc6f_move_target,player_a8f8cc6f_item,player_a8f8cc6f_score,player_a8f8cc6f_cut_speed,player_a8f8cc6f_speed,player_9be2c79d_x,player_9be2c79d_y,player_9be2c79d_move_target,player_9be2c79d_item,player_9be2c79d_score,player_9be2c79d_cut_speed,player_9be2c79d_speed,1e70a790e44924ff_score,20fd10243191dbeb_message,15e6f8eeb963cc76_score
1179,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,tomato,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,43.24999999999346,,,0,1.0,30.0,69.5657070676748,42.432764072777566,,,1,1.0,30.0,,,
1180,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,tomato,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,41.99999999999318,,,0,1.0,30.0,68.68187339676439,43.316697352027326,,,1,1.0,30.0,,,
1181,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,tomato,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.749999999992895,,,0,1.0,30.0,67.79803972585398,44.200630631277086,,,1,1.0,30.0,,,
1182,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,tomato,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,66.91420605494358,45.084563910526455,,,1,1.0,30.0,,,
1183,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,66.03037238403317,45.96849718977562,,,1,1.0,30.0,,,
1184,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,65.14653871312277,46.85243046902478,,,1,1.0,30.0,,,
1185,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,64.26270504221236,47.736363748273945,,,1,1.0,30.0,,,
1186,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,63.378871371301955,48.6202970275231,,,1,1.0,30.0,,,
1187,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,62.49503770039155,49.504230306772264,,,1,1.0,30.0,,,
1188,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,61.611204029481144,50.38816358602142,,,1,1.0,30.0,,,
1189,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,60.72737035857074,51.27209686527058,,,1,1.0,30.0,,,
1190,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,59.84353668766033,52.15603014451975,,,1,1.0,30.0,,,
1191,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,58.95970301674993,53.03996342376891,,,1,1.0,30.0,,,
1192,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,58.07586934583952,53.923896703018066,,,1,1.0,30.0,,,
1193,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,57.192035674929116,54.80782998226723,,,1,1.0,30.0,,,
1194,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,56.30820200401871,55.69176326151639,,,1,1.0,30.0,,,
1195,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,56.180322802131904,56.894097112962996,,,1,1.0,30.0,,,
1196,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,56.165402314007245,58.14400806140462,,,1,1.0,30.0,,,
1197,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,56.150481825882586,59.39391900984624,,,1,1.0,30.0,,,
1198,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,56.13556133775793,60.64382995828787,,,1,1.0,30.0,,,
1199,train,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,tomato,0,1.0,30.0,56.12064084963327,61.89374090672949,,,1,1.0,30.0,,,
1200,train,True,0,1,,0,0,0,2,tomato,0.0,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.10572036150861,63.143651855171115,,,1,1.0,30.0,,,
1201,train,True,0,1,,0,0,0,2,tomato,0.041666666666666664,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.09079987338395,64.39356280361251,,,1,1.0,30.0,,,
1202,train,True,0,1,,0,0,0,2,tomato,0.08333333333333333,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.07587938525929,65.64347375205342,,,1,1.0,30.0,,,
1203,train,True,0,1,,0,0,0,2,tomato,0.125,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.06095889713463,66.89338470049434,,,1,1.0,30.0,,,
1204,train,True,0,1,,0,0,0,2,tomato,0.16666666666666666,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.046038409009974,68.14329564893525,,,1,1.0,30.0,,,
1205,train,True,0,1,,0,0,0,2,tomato,0.20833333333333331,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.031117920885315,69.39320659737616,,,1,1.0,30.0,,,
1206,train,True,0,1,,0,0,0,2,tomato,0.24999999999999997,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.016197432760656,70.64311754581708,,,1,1.0,30.0,,,
1207,train,True,0,1,,0,0,0,2,tomato,0.29166666666666663,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.002308836208236,71.89303472696818,,,1,1.0,30.0,,,
1208,train,True,0,1,,0,0,0,2,tomato,0.3333333333333333,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.002129656258425,73.14303471412612,,,1,1.0,30.0,,,
1209,train,True,0,1,,0,0,0,2,tomato,0.375,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.001950476308615,74.39303470128405,,,1,1.0,30.0,,,
1210,train,True,0,1,,0,0,0,2,tomato,0.4166666666666667,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.001771296358804,75.64303468844199,,,1,1.0,30.0,,,
1211,train,True,0,1,,0,0,0,2,tomato,0.45833333333333337,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00159211640899,76.89303467559992,,,1,1.0,30.0,,,
1212,train,True,0,1,,0,0,0,2,tomato,0.5,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00141293645918,78.14303466275786,,,1,1.0,30.0,,,
1213,train,True,0,1,,0,0,0,2,tomato,0.5416666666666666,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00123375650937,79.39303464991579,,,1,1.0,30.0,,,
1214,train,True,0,1,,0,0,0,2,tomato,0.5833333333333333,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00105457655956,80.64303463707373,,,1,1.0,30.0,,,
1215,train,True,0,1,,0,0,0,2,tomato,0.6249999999999999,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00087539660975,81.89303462423166,,,1,1.0,30.0,,,
1216,train,True,0,1,,0,0,0,2,tomato,0.6666666666666665,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00069621665994,83.1430346113896,,,1,1.0,30.0,,,
1217,train,True,0,1,,0,0,0,2,tomato,0.7083333333333331,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.000517036710015,84.39303459854753,,,1,1.0,30.0,,,
1218,train,True,0,1,,0,0,0,2,tomato,0.7499999999999998,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00033785675985,85.64303458570546,,,1,1.0,30.0,,,
1219,train,True,0,1,,0,0,0,2,tomato,0.7916666666666664,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.00015867680968,86.8930345728634,,,1,1.0,30.0,,,
1220,train,True,0,1,,0,0,0,2,tomato,0.833333333333333,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1221,train,True,0,1,,0,0,0,2,tomato,0.8749999999999997,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1222,train,True,0,1,,0,0,0,2,tomato,0.9166666666666663,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1223,train,True,0,1,,0,0,0,2,tomato,0.9583333333333329,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1224,train,True,0,1,,0,0,0,2,tomato,0.9999999999999996,0,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1225,train,True,0,1,,0,0,0,2,tomato,1.0416666666666663,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1226,train,True,0,1,,0,0,0,2,tomato,1.083333333333333,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1227,train,True,0,1,,0,0,0,2,tomato,1.1249999999999998,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1228,train,True,0,1,,0,0,0,2,tomato,1.1666666666666665,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1229,train,True,0,1,,0,0,0,2,tomato,1.2083333333333333,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1230,train,True,0,1,,0,0,0,2,tomato,1.25,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1231,train,True,0,1,,0,0,0,2,tomato,1.2916666666666667,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1232,train,True,0,1,,0,0,0,2,tomato,1.3333333333333335,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1233,train,True,0,1,,0,0,0,2,tomato,1.3750000000000002,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1234,train,True,0,1,,0,0,0,2,tomato,1.416666666666667,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1235,train,True,0,1,,0,0,0,2,tomato,1.4583333333333337,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1236,train,True,0,1,,0,0,0,2,tomato,1.5000000000000004,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1237,train,True,0,1,,0,0,0,2,tomato,1.5416666666666672,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1238,train,True,0,1,,0,0,0,2,tomato,1.583333333333334,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1239,train,True,0,1,,0,0,0,2,tomato,1.6250000000000007,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1240,train,True,0,1,,0,0,0,2,tomato,1.6666666666666674,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1241,train,True,0,1,,0,0,0,2,tomato,1.7083333333333341,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1242,train,True,0,1,,0,0,0,2,tomato,1.7500000000000009,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1243,train,True,0,1,,0,0,0,2,tomato,1.7916666666666676,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1244,train,True,0,1,,0,0,0,2,tomato,1.8333333333333344,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,88.0,,,1,1.0,30.0,,,
1245,train,True,0,1,,0,0,0,2,tomato,1.875000000000001,1,1,0,,0,0,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,56.0,86.74999999999972,,,1,1.0,30.0,,,
