tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,39e1956aac78bf97_score,player_2d7f2af9_x,player_2d7f2af9_y,player_2d7f2af9_move_target,player_2d7f2af9_item,player_2d7f2af9_score,player_2d7f2af9_cut_speed,player_2d7f2af9_speed,player_a59e63a3_x,player_a59e63a3_y,player_a59e63a3_move_target,player_a59e63a3_item,player_a59e63a3_score,player_a59e63a3_cut_speed,player_a59e63a3_speed,479def6cda307ce9_score,73d7445ef80b7b3a_message,4bcfd290f3ea38a4_score
303,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.09166666666666666,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.80408490260379,24.000000081060453,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
304,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.09999999999999999,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.30408490260334,24.00000007798913,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
305,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.10833333333333332,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.80408490260288,24.00000007491781,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
306,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.11666666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.30408490260243,24.00000007184649,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
307,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.12499999999999999,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.80408490260197,24.00000006877517,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
308,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.13333333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,77.30408490260152,24.000000065703848,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
309,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,77.80408490260106,24.000000062632527,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
310,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.15,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,78.30408490260061,24.000000059561206,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
311,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.15833333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,78.80408490260015,24.000000056489885,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
312,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.3040849025997,24.000000053418564,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
313,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.175,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.80408490259924,24.000000050347243,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
314,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.18333333333333332,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.30408490259879,24.000000047275922,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
315,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.80408490259833,24.000000044204487,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
316,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19999999999999998,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.30408490259788,24.00000004113299,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
317,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.80408490259742,24.00000003806149,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
318,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.21666666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,82.30408490259697,24.00000003498999,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
319,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.22499999999999998,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,82.80408490259651,24.000000031918493,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
320,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.2333333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.30408490259606,24.000000028846994,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
321,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.24166666666666664,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.8040849025956,24.000000025775496,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
322,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.30408490259515,24.000000022703997,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
323,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.2583333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.8040849025947,24.0000000196325,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
324,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.26666666666666666,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.30408490259424,24.000000016561,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
325,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.275,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.80408490259379,24.0000000134895,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
326,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.2833333333333334,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
327,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666674,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
328,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3000000000000001,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
329,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.30833333333333346,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
330,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3166666666666668,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
331,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3250000000000002,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
332,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.33333333333333354,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
333,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3416666666666669,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
334,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.35000000000000026,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
335,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3583333333333336,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
336,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.366666666666667,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
337,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
338,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
339,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,
340,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,25.24999999999993,24.0,,,0,0.2,30.0,,,
341,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,26.499999999999858,24.0,,,0,0.2,30.0,,,
342,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,27.749999999999787,24.0,,,0,0.2,30.0,,,
343,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,28.999999999999716,24.0,,,0,0.2,30.0,,,
344,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,30.249999999999645,24.0,,,0,0.2,30.0,,,
345,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,31.499999999999574,24.0,,,0,0.2,30.0,,,
346,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,32.749999999999716,24.0,,,0,0.2,30.0,,,
347,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,34.0,24.0,,,0,0.2,30.0,,,
348,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,35.250000000000284,24.0,,,0,0.2,30.0,,,
349,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,36.50000000000057,24.0,,,0,0.2,30.0,,,
350,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,37.75000000000085,24.0,,,0,0.2,30.0,,,
351,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,39.00000000000114,24.0,,,0,0.2,30.0,,,
352,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,40.25000000000142,24.0,,,0,0.2,30.0,,,
353,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,41.500000000001705,24.0,,,0,0.2,30.0,,,
354,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,42.75000000000199,24.0,,,0,0.2,30.0,,,
355,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,44.000000000002274,24.0,,,0,0.2,30.0,,,
356,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,45.25000000000256,24.0,,,0,0.2,30.0,,,
357,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,46.50000000000284,24.0,,,0,0.2,30.0,,,
358,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,47.750000000003126,24.0,,,0,0.2,30.0,,,
359,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,49.00000000000341,24.0,,,0,0.2,30.0,,,
360,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,50.250000000003695,24.0,,,0,0.2,30.0,,,
361,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,51.50000000000398,24.0,,,0,0.2,30.0,,,
362,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,52.75000000000426,24.0,,,0,0.2,30.0,,,
363,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,54.00000000000455,24.0,,,0,0.2,30.0,,,
364,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,55.25000000000483,24.0,,,0,0.2,30.0,,,
365,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,56.500000000005116,24.0,,,0,0.2,30.0,,,
366,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,57.7500000000054,24.0,,,0,0.2,30.0,,,
367,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,59.000000000005684,24.0,,,0,0.2,30.0,,,
368,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,60.25000000000597,24.0,,,0,0.2,30.0,,,
369,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,61.50000000000625,24.0,,,0,0.2,30.0,,,
370,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,12.0,62.75000000000654,24.0,,,0,0.2,30.0,,,
371,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.50000000000045,24.0,,tomato,0,1.0,12.0,64.00000000000682,24.0,,,0,0.2,30.0,,,
372,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.50000000000045,24.0,,tomato,0,1.0,12.0,65.2500000000071,24.0,,,0,0.2,30.0,,,
