tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f8d3a33ce90ca05f_score,player_1906c380_x,player_1906c380_y,player_1906c380_move_target,player_1906c380_item,player_1906c380_score,player_1906c380_cut_speed,player_1906c380_speed,player_eed721d1_x,player_eed721d1_y,player_eed721d1_move_target,player_eed721d1_item,player_eed721d1_score,player_eed721d1_cut_speed,player_eed721d1_speed
1407,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.6606262543047,78.26213925449466,,tomato_salad,0,1.0,12.0,24.00126792401556,64.59496725348325,,,0,0.2,30.0
1408,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.01633988748966,77.91075938716327,,tomato_salad,0,1.0,12.0,24.001083524825244,63.34496726708417,,,0,0.2,30.0
1409,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.37205352067463,77.5593795198319,,tomato_salad,0,1.0,12.0,24.000899125634927,62.0949672806851,,,0,0.2,30.0
1410,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.72776715385959,77.2079996525005,,tomato_salad,0,1.0,12.0,24.00071472644461,60.84496729428602,,,0,0.2,30.0
1411,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.08348078704455,76.85661978516913,,tomato_salad,0,1.0,12.0,24.000530327254292,59.59496730788695,,,0,0.2,30.0
1412,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.43919442022951,76.50523991783774,,tomato_salad,0,1.0,12.0,24.000345928063975,58.34496732148787,,,0,0.2,30.0
1413,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.79490805341447,76.15386005050635,,tomato_salad,0,1.0,12.0,24.000161528873658,57.094967335088796,,,0,0.2,30.0
1414,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.15062168659944,75.80248018317498,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1415,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5666666666666671,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.5063353197844,75.45110031584359,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1416,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5750000000000004,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.86204895296936,75.09972044851222,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1417,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5833333333333337,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.21776258615432,74.74834058118083,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1418,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.591666666666667,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.57347621933928,74.39696071384945,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1419,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6000000000000003,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.92918985252425,74.04558084651806,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1420,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6083333333333336,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.28490348570921,73.69420097918668,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1421,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6166666666666669,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.64061711889417,73.3428211118553,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1422,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6250000000000002,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.99633075207913,72.99144124452391,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1423,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6333333333333335,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.3520443852641,72.64006137719254,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1424,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6416666666666668,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.70775801844906,72.28868150986115,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1425,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6500000000000001,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1426,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6583333333333334,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1427,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6666666666666667,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1428,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.675,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1429,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6833333333333333,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1430,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6916666666666667,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1431,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1432,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7083333333333333,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1433,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7166666666666666,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1434,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7249999999999999,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1435,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7333333333333332,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1436,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7416666666666665,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1437,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1438,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7583333333333331,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1439,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7666666666666664,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1440,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7749999999999997,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1441,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.783333333333333,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1442,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7916666666666663,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1443,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7999999999999996,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1444,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8083333333333329,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1445,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8166666666666662,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1446,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8249999999999995,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1447,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8333333333333328,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1448,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8416666666666661,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1449,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8499999999999994,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1450,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8583333333333327,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1451,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.866666666666666,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1452,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8749999999999993,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1453,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8833333333333326,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1454,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8916666666666659,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1455,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8999999999999992,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1456,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9083333333333325,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1457,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9166666666666659,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1458,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9249999999999992,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1459,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9333333333333325,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1460,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9416666666666658,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1461,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1462,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9583333333333324,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1463,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9666666666666657,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1464,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.974999999999999,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1465,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9833333333333323,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1466,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9916666666666656,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1467,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9999999999999989,0,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1468,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0083333333333322,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1469,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0166666666666655,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1470,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0249999999999988,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1471,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.033333333333332,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1472,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0416666666666654,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1473,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0499999999999987,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1474,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1475,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0666666666666653,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1476,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0749999999999986,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1477,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.083333333333332,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1478,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1479,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0999999999999985,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1480,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1481,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1166666666666651,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1482,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1249999999999984,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1483,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1333333333333317,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1484,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.141666666666665,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1485,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1499999999999984,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
