tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,af15558a8a857fba_score,player_9e5bc73f_x,player_9e5bc73f_y,player_9e5bc73f_move_target,player_9e5bc73f_item,player_9e5bc73f_score,player_9e5bc73f_cut_speed,player_9e5bc73f_speed,player_724e127c_x,player_724e127c_y,player_724e127c_move_target,player_724e127c_item,player_724e127c_score,player_724e127c_cut_speed,player_724e127c_speed
570,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.67872373356195,36.474538367729096,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
571,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.03008511076624,36.118806470635704,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
572,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.38144648797052,35.76307457354231,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
573,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.7328078651748,35.40734267644892,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
574,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.08416924237909,35.05161077935553,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
575,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.43553061958337,34.695878882262136,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
576,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.78689199678766,34.340146985168744,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
577,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.13825337399194,33.98441508807535,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
578,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.48961475119623,33.62868319098196,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
579,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.84097612840051,33.27295129388857,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
580,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.1923375056048,32.917219396795176,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
581,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.54369888280908,32.561487499701784,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
582,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.89506026001337,32.20575560260839,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
583,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.24642163721765,31.850023705515152,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
584,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.59778301442194,31.494291808422116,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
585,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.94914439162622,31.13855991132908,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
586,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.3005057688305,30.782828014236042,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
587,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.65186714603479,30.427096117143005,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
588,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.00322852323907,30.07136422004997,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
589,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.35458990044336,29.71563232295693,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
590,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.70595127764764,29.359900425863895,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
591,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.05731265485193,29.004168528770776,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
592,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.40867403205621,28.648436631677384,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
593,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.7600354092605,28.292704734583992,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
594,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.11139678646478,27.9369728374906,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
595,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.46275816366906,27.58124094039721,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
596,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.81411954087287,27.225509043303816,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
597,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.16548091807653,26.869777146210424,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
598,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.51684229528017,26.514045249117032,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
599,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.86820367248382,26.15831335202364,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
600,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.21956504968747,25.802581454930248,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
601,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.57092642689112,25.446849557836856,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
602,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.92228780409478,25.091117660743464,,,0,1.0,12.0,56.88388347648305,55.11611652351695,,,0,0.2,30.0
603,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.27364918129842,24.735385763650072,,,0,1.0,12.0,57.7677669529661,54.2322330470339,,,0,0.2,30.0
604,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.62501055850208,24.37965386655668,,,0,1.0,12.0,58.65165042944915,53.34834957055085,,,0,0.2,30.0
605,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,,0,1.0,12.0,59.5355339059322,52.4644660940678,,,0,0.2,30.0
606,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,60.41941738241525,51.58058261758475,,,0,0.2,30.0
607,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,61.3033008588983,50.6966991411017,,,0,0.2,30.0
608,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,62.187184335381346,49.812815664618654,,,0,0.2,30.0
609,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,63.071067811864395,48.928932188135605,,,0,0.2,30.0
610,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,63.954951288347445,48.045048711652555,,,0,0.2,30.0
611,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,64.8388347648305,47.161165235169506,,,0,0.2,30.0
612,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,65.72271824131354,46.277281758686456,,,0,0.2,30.0
613,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,66.6066017177966,45.39339828220341,,,0,0.2,30.0
614,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,67.49048519427964,44.50951480572036,,,0,0.2,30.0
615,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,68.37436867076269,43.62563132923731,,,0,0.2,30.0
616,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,69.25825214724574,42.74174785275426,,,0,0.2,30.0
617,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,70.14213562372879,41.85786437627121,,,0,0.2,30.0
618,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,71.02601910021184,40.97398089978816,,,0,0.2,30.0
619,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,71.95382555869026,40.19434681531624,,,0,0.2,30.0
620,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,73.20373388513468,40.179208272259245,,,0,0.2,30.0
621,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,74.45364221157911,40.164069729202254,,,0,0.2,30.0
622,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,75.70355053802353,40.14893118614526,,,0,0.2,30.0
623,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,76.95345886446796,40.13379264308827,,,0,0.2,30.0
624,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,78.20336719091239,40.11865410003128,,,0,0.2,30.0
625,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,79.45327551735681,40.10351555697429,,,0,0.2,30.0
626,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,80.70318384380124,40.088377013917295,,,0,0.2,30.0
627,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,81.95309217024567,40.0732384708603,,,0,0.2,30.0
628,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,83.2030004966901,40.05809992780313,,,0,0.2,30.0
629,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,84.45290882313452,40.04296138474578,,,0,0.2,30.0
630,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,85.70281714957895,40.027822841688426,,,0,0.2,30.0
631,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,86.95272547602337,40.01268429863107,,,0,0.2,30.0
632,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.08721304983902,39.72126494341936,,,0,0.2,30.0
633,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,88.97643152431851,38.84274886237961,,,0,0.2,30.0
634,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,89.865649998798,37.96423278133986,,,0,0.2,30.0
635,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,90.7548684732775,37.08571670030011,,,0,0.2,30.0
636,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,91.64408694775699,36.20720061926036,,,0,0.2,30.0
637,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,92.53330542223648,35.328684538220614,,,0,0.2,30.0
638,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,93.42252389671597,34.450168457180865,,,0,0.2,30.0
639,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,94.31174237119546,33.57165237614112,,,0,0.2,30.0
640,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,95.20096084567496,32.69313629510137,,,0,0.2,30.0
641,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,96.09017932015445,31.814620214061698,,,0,0.2,30.0
642,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,96.97939779463394,30.936104133022305,,,0,0.2,30.0
643,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,97.86861626911343,30.05758805198291,,,0,0.2,30.0
644,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,98.75783474359292,29.179071970943518,,,0,0.2,30.0
645,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,99.64705321807241,28.300555889904125,,,0,0.2,30.0
646,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,100.5362716925519,27.4220398088646,,,0,0.2,30.0
647,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,101.4254901670314,26.54352372782485,,,0,0.2,30.0
648,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,102.31470864151089,25.665007646785103,,,0,0.2,30.0
649,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,103.20392711599006,24.786491565745354,,,0,0.2,30.0
650,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
651,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
652,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
653,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
654,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
