tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1e350d0137cdfd5c_score,player_62c672d6_x,player_62c672d6_y,player_62c672d6_move_target,player_62c672d6_item,player_62c672d6_score,player_62c672d6_cut_speed,player_62c672d6_speed,player_4640a8f4_x,player_4640a8f4_y,player_4640a8f4_move_target,player_4640a8f4_item,player_4640a8f4_score,player_4640a8f4_cut_speed,player_4640a8f4_speed,e8be5c83af8c5dae_score,4ff594504e308050_message,e3a1ac365ebce727_score
2369,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
2370,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
2371,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
2372,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,86.74999999999972,40.0,,,1,1.0,30.0,,,
2373,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,85.49999999999943,40.0,,,1,1.0,30.0,,,
2374,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,84.24999999999915,40.0,,,1,1.0,30.0,,,
2375,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,82.99999999999886,40.0,,,1,1.0,30.0,,,
2376,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,81.74999999999858,40.0,,,1,1.0,30.0,,,
2377,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,80.4999999999983,40.0,,,1,1.0,30.0,,,
2378,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,79.24999999999801,40.0,,,1,1.0,30.0,,,
2379,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,77.99999999999773,40.0,,,1,1.0,30.0,,,
2380,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,76.74999999999744,40.0,,,1,1.0,30.0,,,
2381,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,75.49999999999716,40.0,,,1,1.0,30.0,,,
2382,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,74.24999999999687,40.0,,,1,1.0,30.0,,,
2383,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,72.99999999999659,40.0,,,1,1.0,30.0,,,
2384,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,71.7499999999963,40.0,,,1,1.0,30.0,,,
2385,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,70.49999999999602,40.0,,,1,1.0,30.0,,,
2386,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,69.24999999999574,40.0,,,1,1.0,30.0,,,
2387,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,67.99999999999545,40.0,,,1,1.0,30.0,,,
2388,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,66.74999999999517,40.0,,,1,1.0,30.0,,,
2389,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,65.49999999999488,40.0,,,1,1.0,30.0,,,
2390,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,64.2499999999946,40.0,,,1,1.0,30.0,,,
2391,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,62.999999999994316,40.0,,,1,1.0,30.0,,,
2392,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,61.74999999999403,40.0,,,1,1.0,30.0,,,
2393,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,60.49999999999375,40.0,,,1,1.0,30.0,,,
2394,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,59.24999999999346,40.0,,,1,1.0,30.0,,,
2395,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,56.0,,tomato_salad,2,1.0,30.0,57.99999999999318,40.0,,,1,1.0,30.0,,,
2396,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,54.749999999999716,,tomato_salad,2,1.0,30.0,56.749999999992895,40.0,,,1,1.0,30.0,,,
2397,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,53.49999999999943,,tomato_salad,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,
2398,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,52.24999999999915,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2399,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,50.99999999999886,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2400,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,49.74999999999858,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2401,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,48.499999999998295,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2402,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,47.24999999999801,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2403,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,45.999999999997726,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2404,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,44.74999999999744,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2405,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,43.49999999999716,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2406,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,42.249999999996874,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2407,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.99999999999659,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2408,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.31621556657754,39.8798317388366,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2409,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,25.19459214040404,38.990475457837135,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2410,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,26.07296871423054,38.10111917683767,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2411,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,26.95134528805704,37.211762895838206,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2412,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,27.82972186188354,36.32240661483874,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2413,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,28.708098435710042,35.433050333839276,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2414,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,29.586475009536542,34.543694052839896,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2415,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,30.464851583363043,33.654337771840936,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2416,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,31.343228157189543,32.76498149084197,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2417,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,32.22160473101604,31.875625209842987,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2418,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,33.099981304842544,30.986268928843877,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2419,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,33.978357878669044,30.096912647844768,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2420,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,34.856734452495544,29.207556366845658,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2421,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,35.735111026322045,28.31820008584655,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2422,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,36.613487600148545,27.42884380484744,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2423,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,37.491864173975046,26.53948752384833,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2424,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,38.370240747801546,25.650131242849476,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2425,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,39.24861732162825,24.76077496185072,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2426,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.26074682117195,24.186261912236056,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2427,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,41.510659299768065,24.17147016285977,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2428,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,42.76057177836418,24.156678413483483,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2429,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,44.0104842569603,24.141886664107197,,tomato_salad,2,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,
2430,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,45.26039673555641,24.12709491473091,,tomato_salad,2,1.0,30.0,57.250000000000284,40.0,,tomato_salad,1,1.0,30.0,,,
2431,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,46.51030921415253,24.112303165354625,,tomato_salad,2,1.0,30.0,58.50000000000057,40.0,,tomato_salad,1,1.0,30.0,,,
2432,train,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,47.760221692748644,24.09751141597834,,tomato_salad,2,1.0,30.0,59.75000000000085,40.0,,tomato_salad,1,1.0,30.0,,,
