tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,315e575dfd493cba_score,player_67129212_x,player_67129212_y,player_67129212_move_target,player_67129212_item,player_67129212_score,player_67129212_cut_speed,player_67129212_speed,player_0d0067ba_x,player_0d0067ba_y,player_0d0067ba_move_target,player_0d0067ba_item,player_0d0067ba_score,player_0d0067ba_cut_speed,player_0d0067ba_speed
731,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.4583333333333337,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.58645356704426,39.59261999506062,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
732,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.5000000000000004,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.46521759159862,38.703646548241515,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
733,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.34398161615297,37.81467310142241,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
734,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.583333333333334,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.22274564070733,36.9256996546033,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
735,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.6250000000000007,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.10150966526169,36.03672620778419,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
736,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.6666666666666674,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.98027368981604,35.14775276096508,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
737,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.7083333333333341,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.8590377143704,34.258779314145976,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
738,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.7500000000000009,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.73780173892476,33.3698058673273,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
739,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.7916666666666676,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.61656576347912,32.48083242050867,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
740,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.8333333333333344,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.49532978803347,31.591858973689988,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
741,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.875000000000001,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.37409381258783,30.702885526871235,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
742,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.25285783714219,29.813912080052482,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
743,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,1.9583333333333346,1,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.13162186169654,28.92493863323373,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
744,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.0000000000000013,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.0103858862509,28.035965186414977,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
745,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.041666666666668,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.88914991080526,27.146991739596224,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
746,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.0833333333333344,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.76791393535962,26.25801829277747,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
747,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.125000000000001,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.64667795991397,25.36904484595899,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
748,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.1666666666666674,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.52544198446833,24.48007139914059,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
749,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.208333333333334,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
750,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.2500000000000004,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
751,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.291666666666667,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
752,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.3333333333333335,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
753,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.375,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
754,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.4166666666666665,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
755,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.458333333333333,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
756,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.4999999999999996,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
757,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.541666666666666,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
758,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.5833333333333326,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
759,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.624999999999999,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
760,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.6666666666666656,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
761,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.708333333333332,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
762,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.7499999999999987,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
763,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.791666666666665,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
764,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.8333333333333317,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
765,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.8749999999999982,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.74999999999972,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
766,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.9166666666666647,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.49999999999943,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
767,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.24999999999915,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
768,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,2.999999999999998,2,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.99999999999886,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
769,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.0416666666666643,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.74999999999858,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
770,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.083333333333331,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.4999999999983,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
771,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.1249999999999973,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.24999999999801,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
772,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.166666666666664,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.99999999999773,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
773,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.2083333333333304,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.74999999999744,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
774,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.249999999999997,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.49999999999716,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
775,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.24999999999687,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
776,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.33333333333333,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.99999999999659,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
777,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.3749999999999964,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.7499999999963,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
778,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.416666666666663,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.49999999999602,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
779,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.4583333333333295,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.24999999999574,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
780,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.499999999999996,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.99999999999545,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
781,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.5416666666666625,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.74999999999517,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
782,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.583333333333329,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.49999999999488,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
783,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.2499999999946,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
784,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.99999999999432,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
785,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.7083333333333286,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.74999999999403,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
786,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.49999999999375,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
787,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.24999999999346,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
788,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.99999999999318,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
789,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.7499999999929,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
790,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.70196048263347,24.49189088134284,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
791,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.9583333333333277,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.81260420163471,25.37026745516934,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
792,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.9999999999999942,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.92324792063596,26.24864402899584,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
793,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.0338916396372,27.12702060282234,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
794,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.14453535863845,28.00539717664884,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
795,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.2551790776397,28.883773750475342,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
796,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.36582279664094,29.762150324301842,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
797,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.47646651564219,30.640526898128343,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
798,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.58711023464343,31.518903471954843,,plate,0,1.0,30.0,24.0,57.250000000000284,,,0,1.0,30.0
799,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.69775395364444,32.39728004578134,,plate,0,1.0,30.0,24.0,58.50000000000057,,,0,1.0,30.0
800,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.80839767264497,33.275656619607844,,plate,0,1.0,30.0,24.0,59.75000000000085,,,0,1.0,30.0
801,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.91904139164551,34.154033193434344,,plate,0,1.0,30.0,24.0,61.00000000000114,,,0,1.0,30.0
802,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.02968511064632,35.032409767260845,,plate,0,1.0,30.0,24.0,62.25000000000142,,,0,1.0,30.0
803,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.14032882964735,35.910786341087345,,plate,0,1.0,30.0,24.0,63.500000000001705,,,0,1.0,30.0
804,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.25097254864839,36.789162914913845,,plate,0,1.0,30.0,24.0,64.75000000000199,,,0,1.0,30.0
805,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.361616267649424,37.667539488740346,,plate,0,1.0,30.0,24.0,66.00000000000227,,,0,1.0,30.0
806,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.47225998665046,38.545916062566846,,plate,0,1.0,30.0,24.0,67.25000000000256,,,0,1.0,30.0
