tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,cc063dfec76dedaa_score,player_1897de74_x,player_1897de74_y,player_1897de74_move_target,player_1897de74_item,player_1897de74_score,player_1897de74_cut_speed,player_1897de74_speed,player_87a0e3b4_x,player_87a0e3b4_y,player_87a0e3b4_move_target,player_87a0e3b4_item,player_87a0e3b4_score,player_87a0e3b4_cut_speed,player_87a0e3b4_speed
600,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999998269343,32.08871878496986,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
601,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999984030671,31.46371878496972,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
602,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999985367913,30.83871878496958,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
603,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999986705154,30.213718784969437,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
604,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999988042396,29.588718784969295,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
605,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999989379637,28.963718784969153,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
606,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999990716879,28.33871878496901,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
607,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999999205412,27.71371878496887,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
608,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999993391361,27.088718784968727,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
609,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999994728603,26.463718784968584,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
610,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999996065844,25.838718784968442,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
611,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999997403086,25.2137187849683,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
612,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999998740327,24.588718784968158,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
613,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
614,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
615,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
616,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
617,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
618,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
619,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
620,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
621,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
622,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
623,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
624,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
625,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
626,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
627,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
628,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
629,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
630,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,25.24999999999993,,tomato,0,0.5,30.0
631,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,26.499999999999858,,tomato,0,0.5,30.0
632,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,27.749999999999787,,tomato,0,0.5,30.0
633,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,28.999999999999716,,tomato,0,0.5,30.0
634,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,30.249999999999645,,tomato,0,0.5,30.0
635,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,31.499999999999574,,tomato,0,0.5,30.0
636,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,32.749999999999716,,tomato,0,0.5,30.0
637,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,34.0,,tomato,0,0.5,30.0
638,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,35.250000000000284,,tomato,0,0.5,30.0
639,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,36.50000000000057,,tomato,0,0.5,30.0
640,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,37.75000000000085,,tomato,0,0.5,30.0
641,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,39.00000000000114,,tomato,0,0.5,30.0
642,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,40.25000000000142,,tomato,0,0.5,30.0
643,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,41.500000000001705,,tomato,0,0.5,30.0
644,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,42.75000000000199,,tomato,0,0.5,30.0
645,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,44.000000000002274,,tomato,0,0.5,30.0
646,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,45.25000000000256,,tomato,0,0.5,30.0
647,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,46.50000000000284,,tomato,0,0.5,30.0
648,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,47.750000000003126,,tomato,0,0.5,30.0
649,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,49.00000000000341,,tomato,0,0.5,30.0
650,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,50.250000000003695,,tomato,0,0.5,30.0
651,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,51.50000000000398,,tomato,0,0.5,30.0
652,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,52.75000000000426,,tomato,0,0.5,30.0
653,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,54.00000000000455,,tomato,0,0.5,30.0
654,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,55.25000000000483,,tomato,0,0.5,30.0
655,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,tomato,0,0.5,30.0
656,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
657,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
658,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
659,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
660,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
661,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
662,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
663,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
664,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
665,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
666,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
667,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
668,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
669,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
670,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
671,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
672,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
673,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
674,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
675,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
676,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
677,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
678,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
679,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
680,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
681,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
