tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ad3ae65de2639a98_score,player_64c238d2_x,player_64c238d2_y,player_64c238d2_move_target,player_64c238d2_item,player_64c238d2_score,player_64c238d2_cut_speed,player_64c238d2_speed,player_f505bb64_x,player_f505bb64_y,player_f505bb64_move_target,player_f505bb64_item,player_f505bb64_score,player_f505bb64_cut_speed,player_f505bb64_speed
1047,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.00000000000341,,tomato_cut,0,1.0,15.0,84.61348760015187,27.42884380484592,,,0,0.5,30.0
1048,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.62500000000355,,tomato_cut,0,1.0,15.0,85.49186417397823,26.53948752384681,,,0,0.5,30.0
1049,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.250000000003695,,tomato_cut,0,1.0,15.0,86.3702407478046,25.6501312428477,,,0,0.5,30.0
1050,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.87500000000384,,tomato_cut,0,1.0,15.0,87.24861732163096,24.76077496184859,,,0,0.5,30.0
1051,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.50000000000398,,tomato_cut,0,1.0,15.0,88.0,24.0,,,0,0.5,30.0
1052,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.12500000000412,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1053,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.75000000000426,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1054,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.375000000004405,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1055,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.00000000000455,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1056,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.62500000000469,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1057,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.25000000000483,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1058,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.875000000004974,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1059,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.500000000005116,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1060,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.12500000000526,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1061,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.7500000000054,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1062,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.37500000000554,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1063,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.000000000005684,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1064,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.62500000000583,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1065,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.25000000000597,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1066,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.87500000000611,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1067,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.50000000000625,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1068,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.125000000006395,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1069,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.75000000000654,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1070,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.37500000000668,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1071,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.00000000000682,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1072,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.62500000000696,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1073,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.250000000007105,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1074,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato_cut,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1075,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1076,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1077,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1078,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1079,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1080,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1081,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1082,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1083,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1084,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1085,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1086,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1087,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1088,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1089,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1090,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1091,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1092,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1093,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1094,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1095,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1096,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1097,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1098,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1099,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1100,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1101,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1102,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1103,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1104,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1105,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1106,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1107,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1108,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1109,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1110,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.62500000000014,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1111,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,57.250000000000284,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1112,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,57.875000000000426,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1113,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,58.50000000000057,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
1114,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,4.0,3,3,2,tomato_cut,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,59.12500000000071,,tomato,0,1.0,15.0,88.0,25.24999999999993,,tomato,0,0.5,30.0
