tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,cb27ec8689efc031_score,player_6b403fd6_x,player_6b403fd6_y,player_6b403fd6_move_target,player_6b403fd6_item,player_6b403fd6_score,player_6b403fd6_cut_speed,player_6b403fd6_speed,player_e7e3dffa_x,player_e7e3dffa_y,player_e7e3dffa_move_target,player_e7e3dffa_item,player_e7e3dffa_score,player_e7e3dffa_cut_speed,player_e7e3dffa_speed
844,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,67.00000000000955,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
845,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,67.5000000000091,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
846,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.00000000000864,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
847,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.50000000000819,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
848,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.00000000000773,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
849,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.50000000000728,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
850,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.00000000000682,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
851,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.50000000000637,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
852,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,71.00000000000591,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
853,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,71.50000000000546,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
854,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.000000000005,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
855,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.50000000000455,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
856,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,73.00000000000409,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
857,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,73.50000000000364,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
858,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,74.00000000000318,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
859,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,74.50000000000273,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
860,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,75.00000000000227,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
861,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,75.50000000000182,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
862,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,76.00000000000136,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
863,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,76.50000000000091,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
864,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,77.00000000000045,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
865,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,77.5,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
866,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,77.99999999999955,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
867,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,78.49999999999909,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
868,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,78.99999999999864,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
869,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,79.49999999999818,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
870,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,79.99999999999773,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
871,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,80.49999999999727,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
872,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,80.99999999999682,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
873,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,81.49999999999636,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
874,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,81.99999999999591,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
875,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,82.49999999999545,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
876,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,82.999999999995,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
877,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,83.49999999999454,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
878,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,83.99999999999409,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
879,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,84.49999999999363,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
880,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,84.99999999999318,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
881,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,85.49999999999272,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
882,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,85.99999999999227,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
883,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,86.49999999999181,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
884,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,86.99999999999136,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
885,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,87.4999999999909,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
886,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.862951843992704,87.94371843039931,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
887,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.51154631576887,88.29940671349851,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
888,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.16014078754503,88.65509499659771,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
889,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.808735259321196,89.01078327969691,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
890,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.45732973109736,89.36647156279611,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
891,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.105924202873524,89.7221598458953,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
892,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.75451867464969,90.0778481289945,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
893,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.40311314642585,90.4335364120937,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
894,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.051707618202016,90.7892246951929,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
895,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.70030208997818,91.1449129782921,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
896,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.348896561754344,91.5006012613913,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
897,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.99749103353051,91.8562895444905,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
898,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.64608550530667,92.21197782758969,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
899,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.294679977082836,92.56766611068889,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
900,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.943274448859,92.92335439378809,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
901,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.591868920635164,93.27904267688729,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
902,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.24046339241133,93.63473095998648,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
903,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.88905786418749,93.99041924308568,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
904,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.53765233596366,94.34610752618488,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
905,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.18624680773982,94.70179580928408,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
906,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.834841279515985,95.05748409238328,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
907,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.48343575129215,95.41317237548247,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
908,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.13203022306831,95.76886065858167,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
909,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.78062469484448,96.12454894168087,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
910,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.42921916662064,96.48023722478007,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
911,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.077813638396805,96.83592550787927,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
912,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.72640811017297,97.19161379097847,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
913,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.37500258194913,97.54730207407766,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
914,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.0235970537253,97.90299035717686,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
915,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.67219152550146,98.25867864027606,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
916,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.320785997277625,98.61436692337526,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
917,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.96938046905379,98.97005520647446,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
918,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.61797494082995,99.32574348957365,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
919,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.26656941260636,99.68143177267285,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
920,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.91516388438277,100.03712005577205,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
921,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.56375835615918,100.39280833887125,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
922,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.21235282793559,100.74849662197045,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
923,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.860947299712,101.10418490506964,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
924,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.50954177148841,101.45987318816884,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
925,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.15813624326482,101.81556147126804,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
926,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.806730715041226,102.17124975436724,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
927,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.45532518681764,102.52693803746644,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
928,0,1,,0,2,tomato,1.933333333333329,1,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.10391965859405,102.88262632056563,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
