tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,74c025cfc5a4e20e_score,player_03f3a839_x,player_03f3a839_y,player_03f3a839_move_target,player_03f3a839_item,player_03f3a839_score,player_03f3a839_cut_speed,player_03f3a839_speed,player_48b03849_x,player_48b03849_y,player_48b03849_move_target,player_48b03849_item,player_48b03849_score,player_48b03849_cut_speed,player_48b03849_speed
1272,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.01195969476598,78.98789902602394,,plate,0,1.0,12.0,83.09821306902205,60.901769679372435,,,0,0.2,30.0
1273,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.65840907546564,79.3414551878873,,plate,0,1.0,12.0,83.98209810089982,60.01788775828591,,,0,0.2,30.0
1274,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.3048584561653,79.69501134975067,,plate,0,1.0,12.0,84.8659831327776,59.13400583719938,,,0,0.2,30.0
1275,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.95130783686477,80.04856751161404,,plate,0,1.0,12.0,85.74986816465537,58.250123916112855,,,0,0.2,30.0
1276,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.597757217563725,80.4021236734774,,plate,0,1.0,12.0,86.63375319653315,57.36624199502633,,,0,0.2,30.0
1277,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.24420659826268,80.75567983534077,,plate,0,1.0,12.0,87.51763822841093,56.4823600739398,,,0,0.2,30.0
1278,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.89065597896163,81.10923599720414,,plate,0,1.0,12.0,87.81094952274462,55.34958232092202,,,0,0.2,30.0
1279,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.537105359660586,81.4627921590675,,plate,0,1.0,12.0,87.82634376411706,54.09967711758363,,,0,0.2,30.0
1280,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.18355474035954,81.81634832093087,,plate,0,1.0,12.0,87.84173800548955,52.849771914245245,,,0,0.2,30.0
1281,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.830004121058494,82.16990448279424,,plate,0,1.0,12.0,87.85713224686204,51.59986671090686,,,0,0.2,30.0
1282,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.47645350175745,82.5234606446576,,plate,0,1.0,12.0,87.87252648823453,50.34996150756847,,,0,0.2,30.0
1283,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.1229028824564,82.87701680652097,,plate,0,1.0,12.0,87.88792072960702,49.10005630423009,,,0,0.2,30.0
1284,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.769352263155355,83.23057296838434,,plate,0,1.0,12.0,87.90331497097951,47.8501511008917,,,0,0.2,30.0
1285,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.41580164385431,83.5841291302477,,plate,0,1.0,12.0,87.918709212352,46.600245897553314,,,0,0.2,30.0
1286,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.06225102455326,83.93768529211107,,plate,0,1.0,12.0,87.93410345372448,45.35034069421493,,,0,0.2,30.0
1287,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.708700405252216,84.29124145397444,,plate,0,1.0,12.0,87.94949769509697,44.10043549087654,,,0,0.2,30.0
1288,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.35514978595117,84.6447976158378,,plate,0,1.0,12.0,87.96489193646946,42.850530287538156,,,0,0.2,30.0
1289,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.001599166650124,84.99835377770194,,plate,0,1.0,12.0,87.98028617784195,41.60062508419977,,,0,0.2,30.0
1290,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.64804854734908,85.35190993956631,,plate,0,1.0,12.0,87.99568041921444,40.350719880861384,,,0,0.2,30.0
1291,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.29449792804803,85.70546610143069,,plate,0,1.0,12.0,88.76220637195516,39.41482530569477,,,0,0.2,30.0
1292,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.940947308746985,86.05902226329506,,plate,0,1.0,12.0,89.64097039650952,38.52585185887566,,,0,0.2,30.0
1293,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.58739668944594,86.41257842515944,,plate,0,1.0,12.0,90.51973442106387,37.63687841205669,,,0,0.2,30.0
1294,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.23384607014489,86.76613458702381,,plate,0,1.0,12.0,91.39849844561823,36.74790496523805,,,0,0.2,30.0
1295,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.880295450843846,87.11969074888819,,plate,0,1.0,12.0,92.27726247017259,35.858931518419425,,,0,0.2,30.0
1296,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.5267448315428,87.47324691075256,,plate,0,1.0,12.0,93.15602649472694,34.9699580716008,,,0,0.2,30.0
1297,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,plate,0,1.0,12.0,94.0347905192813,34.080984624782175,,,0,0.2,30.0
1298,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,94.91355454383566,33.19201117796354,,,0,0.2,30.0
1299,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,95.79231856839002,32.30303773114491,,,0,0.2,30.0
1300,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,96.67108259294437,31.4140642843262,,,0,0.2,30.0
1301,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,97.54984661749873,30.52509083750745,,,0,0.2,30.0
1302,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,98.42861064205309,29.636117390688696,,,0,0.2,30.0
1303,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,99.30737466660744,28.747143943869943,,,0,0.2,30.0
1304,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,100.1861386911618,27.85817049705119,,,0,0.2,30.0
1305,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,101.06490271571616,26.969197050232438,,,0,0.2,30.0
1306,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,101.94366674027052,26.080223603413685,,,0,0.2,30.0
1307,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,102.82243076482487,25.191250156595277,,,0,0.2,30.0
1308,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,103.70119478937923,24.302276709776883,,,0,0.2,30.0
1309,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
1310,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1311,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1312,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1313,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1314,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1315,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1316,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1317,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1318,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1319,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1320,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1321,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1322,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1323,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1324,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1325,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1326,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1327,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1328,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1329,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1330,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1331,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1332,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1333,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1334,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1335,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1336,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1337,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1338,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
1339,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,102.74999999999972,24.0,,plate,0,0.2,30.0
1340,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,101.49999999999943,24.0,,plate,0,0.2,30.0
1341,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,100.24999999999915,24.0,,plate,0,0.2,30.0
1342,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,98.99999999999886,24.0,,plate,0,0.2,30.0
1343,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,97.74999999999858,24.0,,plate,0,0.2,30.0
1344,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,96.4999999999983,24.0,,plate,0,0.2,30.0
1345,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,95.24999999999801,24.0,,plate,0,0.2,30.0
1346,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,93.99999999999773,24.0,,plate,0,0.2,30.0
1347,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,92.74999999999744,24.0,,plate,0,0.2,30.0
1348,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,91.49999999999716,24.0,,plate,0,0.2,30.0
1349,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,90.24999999999687,24.0,,plate,0,0.2,30.0
1350,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,88.0,,,0,1.0,12.0,88.99999999999659,24.0,,plate,0,0.2,30.0
