tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e024d16cc3d7c22a_score,player_c36a2e6a_x,player_c36a2e6a_y,player_c36a2e6a_move_target,player_c36a2e6a_item,player_c36a2e6a_score,player_c36a2e6a_cut_speed,player_c36a2e6a_speed,player_7a56e8ca_x,player_7a56e8ca_y,player_7a56e8ca_move_target,player_7a56e8ca_item,player_7a56e8ca_score,player_7a56e8ca_cut_speed,player_7a56e8ca_speed,14fc87e2583a97c6_score,5b3d0a292f31efe4_message,4c9af337c1baebb3_score
1246,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.33333333333333,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,83.50000000000625,40.0,,,0,1.0,30.0,,,
1247,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.3749999999999964,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,84.75000000000654,40.0,,,0,1.0,30.0,,,
1248,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.416666666666663,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,86.00000000000682,40.0,,,0,1.0,30.0,,,
1249,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,87.2500000000071,40.0,,,0,1.0,30.0,,,
1250,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.499999999999996,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,88.50000000000739,40.0,,,0,1.0,30.0,,,
1251,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,89.75000000000767,40.0,,,0,1.0,30.0,,,
1252,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.583333333333329,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,91.00000000000796,40.0,,,0,1.0,30.0,,,
1253,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.6249999999999956,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,92.25000000000824,40.0,,,0,1.0,30.0,,,
1254,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.666666666666662,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,93.50000000000853,40.0,,,0,1.0,30.0,,,
1255,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.7083333333333286,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,94.75000000000881,40.0,,,0,1.0,30.0,,,
1256,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.749999999999995,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,96.0000000000091,40.0,,,0,1.0,30.0,,,
1257,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,97.25000000000938,40.0,,,0,1.0,30.0,,,
1258,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.833333333333328,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,98.50000000000966,40.0,,,0,1.0,30.0,,,
1259,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.8749999999999947,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,99.75000000000995,40.0,,,0,1.0,30.0,,,
1260,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.916666666666661,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,101.00000000001023,40.0,,,0,1.0,30.0,,,
1261,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.9583333333333277,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,102.25000000001052,40.0,,,0,1.0,30.0,,,
1262,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,103.5000000000108,40.0,,,0,1.0,30.0,,,
1263,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,104.75000000001108,40.0,,,0,1.0,30.0,,,
1264,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,106.00000000001137,40.0,,,0,1.0,30.0,,,
1265,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,107.25000000001165,40.0,,,0,1.0,30.0,,,
1266,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,108.50000000001194,40.0,,,0,1.0,30.0,,,
1267,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,109.75000000001222,40.0,,,0,1.0,30.0,,,
1268,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,111.0000000000125,40.0,,,0,1.0,30.0,,,
1269,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,38.749999999999716,,,0,1.0,30.0,112.25000000001279,40.0,,,0,1.0,30.0,,,
1270,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,37.49999999999943,,,0,1.0,30.0,113.50000000001307,40.0,,,0,1.0,30.0,,,
1271,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,36.24999999999915,,,0,1.0,30.0,114.75000000001336,40.0,,,0,1.0,30.0,,,
1272,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,34.99999999999886,,,0,1.0,30.0,116.00000000001364,40.0,,,0,1.0,30.0,,,
1273,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,33.74999999999858,,,0,1.0,30.0,117.25000000001393,40.0,,,0,1.0,30.0,,,
1274,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,32.499999999998295,,,0,1.0,30.0,118.50000000001421,40.0,,,0,1.0,30.0,,,
1275,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,31.249999999998227,,,0,1.0,30.0,119.7500000000145,40.0,,,0,1.0,30.0,,,
1276,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,29.9999999999983,,,0,1.0,30.0,120.65378202977331,39.15675848912626,,,0,1.0,30.0,,,
1277,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,28.74999999999837,,,0,1.0,30.0,121.54313831077206,38.278381915299555,,,0,1.0,30.0,,,
1278,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,27.49999999999844,,,0,1.0,30.0,122.43249459177082,37.40000534147284,,,0,1.0,30.0,,,
1279,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,26.24999999999851,,,0,1.0,30.0,123.32185087276957,36.52162876764613,,,0,1.0,30.0,,,
1280,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.999999999998582,,,0,1.0,30.0,124.21120715376833,35.643252193819414,,,0,1.0,30.0,,,
1281,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,125.10056343476708,34.76487561999271,,,0,1.0,30.0,,,
1282,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,125.98991971576584,33.886499046165994,,,0,1.0,30.0,,,
1283,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,126.87927599676459,33.00812247233928,,,0,1.0,30.0,,,
1284,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,127.76863227776334,32.12974589851257,,,0,1.0,30.0,,,
1285,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,128.6579885587621,31.251369324685733,,,0,1.0,30.0,,,
1286,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,129.54734483976085,30.372992750858877,,,0,1.0,30.0,,,
1287,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,130.4367011207596,29.49461617703202,,,0,1.0,30.0,,,
1288,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,131.32605740175836,28.616239603205166,,,0,1.0,30.0,,,
1289,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,132.21541368275712,27.73786302937831,,,0,1.0,30.0,,,
1290,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,133.10476996375587,26.859486455551455,,,0,1.0,30.0,,,
1291,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,133.99412624475463,25.98110988172474,,,0,1.0,30.0,,,
1292,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,134.88348252575338,25.10273330789824,,,0,1.0,30.0,,,
1293,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,135.77283880675213,24.224356734071804,,,0,1.0,30.0,,,
1294,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,,0,1.0,30.0,,,
1295,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1296,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1297,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1298,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1299,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1300,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1301,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1302,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1303,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1304,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1305,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1306,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1307,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1308,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1309,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
