tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,2aa33dab11ad9544_score,player_9e2f45d7_x,player_9e2f45d7_y,player_9e2f45d7_move_target,player_9e2f45d7_item,player_9e2f45d7_score,player_9e2f45d7_cut_speed,player_9e2f45d7_speed,player_c8b008ca_x,player_c8b008ca_y,player_c8b008ca_move_target,player_c8b008ca_item,player_c8b008ca_score,player_c8b008ca_cut_speed,player_c8b008ca_speed,44cb2012cc96f6f3_score,03edb24e6fc5f01f_message,b911d07921413b90_score
740,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.00000000001273,24.0,,tomato,0,1.0,12.0,56.00051401673693,84.57593363665464,,tomato,0,0.2,30.0,,,
741,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.50000000001319,24.0,,tomato,0,1.0,12.0,56.00032636823773,85.82593362257055,,tomato,0,0.2,30.0,,,
742,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.00000000001364,24.0,,tomato,0,1.0,12.0,56.00013871973867,87.07593360848645,,tomato,0,0.2,30.0,,,
743,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.5000000000141,24.0,,tomato,0,1.0,12.0,56.000028915103094,88.3259336003166,,tomato,0,0.2,30.0,,,
744,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,72.05628156960569,24.137048156007157,,tomato,0,1.0,12.0,56.00002660913612,89.57593360031404,,tomato,0,0.2,30.0,,,
745,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.70059328650649,24.488453684230638,,tomato,0,1.0,12.0,56.00002430316915,90.82593360031149,,tomato,0,0.2,30.0,,,
746,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.34490500340729,24.83985921245412,,tomato,0,1.0,12.0,56.000021997202175,92.07593360030893,,tomato,0,0.2,30.0,,,
747,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.9892167203081,25.1912647406776,,tomato,0,1.0,12.0,56.0000196912352,93.32593360030637,,tomato,0,0.2,30.0,,,
748,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.6335284372089,25.54267026890108,,tomato,0,1.0,12.0,56.00001738526823,94.57593360030381,,tomato,0,0.2,30.0,,,
749,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.2778401541097,25.89407579712456,,tomato,0,1.0,12.0,56.00001507930126,95.82593360030125,,tomato,0,0.2,30.0,,,
750,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.9221518710105,26.24548132534804,,tomato,0,1.0,12.0,56.000012773334284,97.0759336002987,,tomato,0,0.2,30.0,,,
751,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.5664635879113,26.596886853571522,,tomato,0,1.0,12.0,56.00001046736731,98.32593360029614,,tomato,0,0.2,30.0,,,
752,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.2107753048121,26.948292381795003,,tomato,0,1.0,12.0,56.00000816140034,99.57593360029358,,tomato,0,0.2,30.0,,,
753,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.8550870217129,27.299697910018484,,tomato,0,1.0,12.0,56.000005855433365,100.82593360029102,,tomato,0,0.2,30.0,,,
754,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.4993987386137,27.651103438241964,,tomato,0,1.0,12.0,56.00000354946639,102.07593360028847,,tomato,0,0.2,30.0,,,
755,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.14371045551451,28.002508966465445,,tomato,0,1.0,12.0,56.000001243499696,103.32593360028591,,tomato,0,0.2,30.0,,,
756,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.78802217241531,28.353914494688926,,tomato,0,1.0,12.0,56.000000349663345,104.57593360028511,,tomato,0,0.2,30.0,,,
757,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.43233388931611,28.705320022912407,,tomato,0,1.0,12.0,56.00000032132619,105.8259336002854,,tomato,0,0.2,30.0,,,
758,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.07664560621691,29.056725551135887,,tomato,0,1.0,12.0,56.00000029298869,107.07593360028568,,tomato,0,0.2,30.0,,,
759,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.72095732311772,29.408131079359368,,tomato,0,1.0,12.0,56.00000026465118,108.32593360028596,,tomato,0,0.2,30.0,,,
760,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.36526904001852,29.75953660758285,,tomato,0,1.0,12.0,56.00000023631367,109.57593360028625,,tomato,0,0.2,30.0,,,
761,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.00958075691932,30.11094213580633,,tomato,0,1.0,12.0,56.00000020797616,110.82593360028653,,tomato,0,0.2,30.0,,,
762,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.65389247382012,30.46234766402981,,tomato,0,1.0,12.0,56.00000017963865,112.07593360028682,,tomato,0,0.2,30.0,,,
763,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.29820419072092,30.81375319225329,,tomato,0,1.0,12.0,56.00000015130114,113.3259336002871,,tomato,0,0.2,30.0,,,
764,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.94251590762173,31.16515872047677,,tomato,0,1.0,12.0,56.00000012296363,114.57593360028739,,tomato,0,0.2,30.0,,,
765,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.58682762452253,31.516564248700252,,tomato,0,1.0,12.0,56.00000009462612,115.82593360028767,,tomato,0,0.2,30.0,,,
766,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.23113934142333,31.867969776923733,,tomato,0,1.0,12.0,56.00000006628861,117.07593360028795,,tomato,0,0.2,30.0,,,
767,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.87545105832413,32.21937530514744,,tomato,0,1.0,12.0,56.0000000379511,118.32593360028824,,tomato,0,0.2,30.0,,,
768,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.51976277522493,32.57078083337127,,tomato,0,1.0,12.0,56.000000009613586,119.57593360028852,,tomato,0,0.2,30.0,,,
769,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.164074492125735,32.92218636159511,,tomato,0,1.0,12.0,55.27971020133142,120.53018499688179,,tomato,0,0.2,30.0,,,
770,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.80838620902654,33.273591889818945,,tomato,0,1.0,12.0,54.4013080023292,121.41951596833692,,tomato,0,0.2,30.0,,,
771,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.45269792592734,33.62499741804278,,tomato,0,1.0,12.0,53.522905803326765,122.30884693979206,,tomato,0,0.2,30.0,,,
772,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.09700964282814,33.97640294626662,,tomato,0,1.0,12.0,52.64450360432433,123.1981779112472,,tomato,0,0.2,30.0,,,
773,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.74132135972894,34.32780847449045,,tomato,0,1.0,12.0,51.76610140532189,124.08750888270234,,tomato,0,0.2,30.0,,,
774,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.385633076629745,34.67921400271429,,tomato,0,1.0,12.0,50.88769920631945,124.97683985415748,,tomato,0,0.2,30.0,,,
775,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.02994479353055,35.030619530938125,,tomato,0,1.0,12.0,50.009297007317016,125.86617082561261,,tomato,0,0.2,30.0,,,
776,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.67425651043135,35.38202505916196,,tomato,0,1.0,12.0,49.13089480831458,126.75550179706775,,tomato,0,0.2,30.0,,,
777,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.31856822733215,35.7334305873858,,tomato,0,1.0,12.0,48.25249260931214,127.64483276852289,,tomato,0,0.2,30.0,,,
778,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.96287994423295,36.08483611560963,,tomato,0,1.0,12.0,47.374090410309705,128.53416373997803,,tomato,0,0.2,30.0,,,
779,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.607191661133754,36.43624164383347,,tomato,0,1.0,12.0,46.49568821130727,129.42349471143316,,tomato,0,0.2,30.0,,,
780,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.251503378034556,36.787647172057305,,tomato,0,1.0,12.0,45.61728601230483,130.3128256828883,,tomato,0,0.2,30.0,,,
781,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.89581509493536,37.13905270028114,,tomato,0,1.0,12.0,44.738883813302394,131.20215665434344,,tomato,0,0.2,30.0,,,
782,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.54012681183616,37.49045822850498,,tomato,0,1.0,12.0,43.86048161429996,132.09148762579858,,tomato,0,0.2,30.0,,,
783,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.18443852873696,37.84186375672881,,tomato,0,1.0,12.0,42.98207941529752,132.98081859725372,,tomato,0,0.2,30.0,,,
784,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.828750245637764,38.19326928495265,,tomato,0,1.0,12.0,42.10367721629508,133.87014956870885,,tomato,0,0.2,30.0,,,
785,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.473061962538566,38.544674813176485,,tomato,0,1.0,12.0,41.225275017292006,134.75948054016354,,tomato,0,0.2,30.0,,,
786,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.11737367943937,38.89608034140032,,tomato,0,1.0,12.0,40.34687281828886,135.64881151161748,,tomato,0,0.2,30.0,,,
787,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.76168539634017,39.24748586962416,,tomato,0,1.0,12.0,39.45542316060772,135.092761586761,,tomato,0,0.2,30.0,,,
788,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.40599711324097,39.59889139784799,,tomato,0,1.0,12.0,38.56110942663146,134.21943292856807,,tomato,0,0.2,30.0,,,
789,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato,0,1.0,12.0,37.66679569265587,133.34610427037515,,tomato,0,0.2,30.0,,,
790,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,36.772481958680274,132.47277561218223,,tomato,0,0.2,30.0,,,
791,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,35.87816822470468,131.59944695398931,,tomato,0,0.2,30.0,,,
792,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,34.98385449072909,130.7261182957964,,tomato,0,0.2,30.0,,,
793,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,34.08954075675349,129.85278963760348,,tomato,0,0.2,30.0,,,
794,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,33.1952270227779,128.97946097941056,,tomato,0,0.2,30.0,,,
795,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,32.300913288802306,128.10613232121764,,tomato,0,0.2,30.0,,,
796,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,31.406599554826474,127.23280366302473,,tomato,0,0.2,30.0,,,
797,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,30.512285820850526,126.35947500483175,,tomato,0,0.2,30.0,,,
798,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,29.617972086874577,125.48614634663798,,tomato,0,0.2,30.0,,,
799,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,28.723658352898628,124.61281768844418,,tomato,0,0.2,30.0,,,
800,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,27.82934461892268,123.7394890302504,,tomato,0,0.2,30.0,,,
801,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,26.93503088494673,122.86616037205661,,tomato,0,0.2,30.0,,,
802,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,26.04071715097078,121.99283171386283,,tomato,0,0.2,30.0,,,
803,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,25.146403416994833,121.11950305566904,,tomato,0,0.2,30.0,,,
804,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,24.252089683018884,120.24617439747526,,tomato,0,0.2,30.0,,,
805,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,24.184034045276977,119.01886288054689,,tomato,0,0.2,30.0,,,
806,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,24.168718286018095,117.76895671306099,,tomato,0,0.2,30.0,,,
807,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,plate,0,1.0,12.0,24.153402526759212,116.51905054557508,,tomato,0,0.2,30.0,,,
