tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,05042afdbd5b1ace_score,player_e67df8da_x,player_e67df8da_y,player_e67df8da_move_target,player_e67df8da_item,player_e67df8da_score,player_e67df8da_cut_speed,player_e67df8da_speed,player_cb82cf0c_x,player_cb82cf0c_y,player_cb82cf0c_move_target,player_cb82cf0c_item,player_cb82cf0c_score,player_cb82cf0c_cut_speed,player_cb82cf0c_speed,d6925a2388fac2dc_score,89e79227f9ce828f_message,d622163fae78e168_score
2245,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2246,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2247,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2248,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2249,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2250,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2251,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2252,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2253,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2254,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2255,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2256,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2257,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2258,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2259,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2260,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2261,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2262,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2263,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2264,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2265,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2266,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2267,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,25.24999999999993,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2268,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,26.499999999999858,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2269,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,27.749999999999787,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2270,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,28.999999999999716,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2271,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,30.249999999999645,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2272,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,31.499999999999574,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2273,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,32.749999999999716,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2274,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,34.0,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2275,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,35.250000000000284,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2276,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,36.50000000000057,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2277,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,37.75000000000085,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2278,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.00000000000114,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2279,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.25000000000142,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2280,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,41.500000000001705,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2281,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,42.75000000000199,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2282,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,44.000000000002274,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2283,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,45.25000000000256,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2284,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,46.50000000000284,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2285,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,47.750000000003126,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2286,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,49.00000000000341,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2287,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,50.250000000003695,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2288,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,51.50000000000398,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2289,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,52.75000000000426,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2290,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,54.00000000000455,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2291,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,55.25000000000483,,tomato_cut,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
2292,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato_cut,0,1.0,30.0,57.250000000000284,40.0,,plate,0,1.0,30.0,,,
2293,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,58.50000000000057,40.0,,plate,0,1.0,30.0,,,
2294,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,59.75000000000085,40.0,,plate,0,1.0,30.0,,,
2295,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,61.00000000000114,40.0,,plate,0,1.0,30.0,,,
2296,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,62.25000000000142,40.0,,plate,0,1.0,30.0,,,
2297,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,63.500000000001705,40.0,,plate,0,1.0,30.0,,,
2298,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,64.75000000000199,40.0,,plate,0,1.0,30.0,,,
2299,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,66.00000000000227,40.0,,plate,0,1.0,30.0,,,
2300,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,67.25000000000256,40.0,,plate,0,1.0,30.0,,,
2301,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,68.50000000000284,40.0,,plate,0,1.0,30.0,,,
2302,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,69.75000000000313,40.0,,plate,0,1.0,30.0,,,
2303,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,71.00000000000341,40.0,,plate,0,1.0,30.0,,,
2304,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,,0,1.0,30.0,72.2500000000037,40.0,,plate,0,1.0,30.0,,,
