tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d004fba2c2b434f5_score,player_bfb0ec10_x,player_bfb0ec10_y,player_bfb0ec10_move_target,player_bfb0ec10_item,player_bfb0ec10_score,player_bfb0ec10_cut_speed,player_bfb0ec10_speed,player_8804da5f_x,player_8804da5f_y,player_8804da5f_move_target,player_8804da5f_item,player_8804da5f_score,player_8804da5f_cut_speed,player_8804da5f_speed,2bc32dad107a727f_score,5631befea182f42c_message,a8ab49591b05749d_score
439,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.997699440518915,103.5949671773087,,,0,1.0,30.0,56.00032636823773,85.82593362257055,,tomato,0,1.0,30.0,,,
440,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99788383970923,102.34496719090963,,,0,1.0,30.0,56.00013871973867,87.07593360848645,,tomato,0,1.0,30.0,,,
441,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99806823889955,101.09496720451055,,,0,1.0,30.0,56.000028915103094,88.3259336003166,,tomato,0,1.0,30.0,,,
442,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998252638089866,99.84496721811148,,,0,1.0,30.0,56.00002660913612,89.57593360031404,,tomato,0,1.0,30.0,,,
443,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99843703728018,98.5949672317124,,,0,1.0,30.0,56.00002430316915,90.82593360031149,,tomato,0,1.0,30.0,,,
444,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9986214364705,97.34496724531333,,,0,1.0,30.0,56.000021997202175,92.07593360030893,,tomato,0,1.0,30.0,,,
445,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99880583566082,96.09496725891425,,,0,1.0,30.0,56.0000196912352,93.32593360030637,,tomato,0,1.0,30.0,,,
446,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998990234851135,94.84496727251518,,,0,1.0,30.0,56.00001738526823,94.57593360030381,,tomato,0,1.0,30.0,,,
447,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99917463404145,93.5949672861161,,,0,1.0,30.0,56.00001507930126,95.82593360030125,,tomato,0,1.0,30.0,,,
448,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99935903323177,92.34496729971703,,,0,1.0,30.0,56.000012773334284,97.0759336002987,,tomato,0,1.0,30.0,,,
449,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99954343242209,91.09496731331795,,,0,1.0,30.0,56.00001046736731,98.32593360029614,,tomato,0,1.0,30.0,,,
450,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999727831612404,89.84496732691888,,,0,1.0,30.0,56.00000816140034,99.57593360029358,,tomato,0,1.0,30.0,,,
451,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99991223080253,88.5949673405198,,,0,1.0,30.0,56.000005855433365,100.82593360029102,,tomato,0,1.0,30.0,,,
452,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999972748101165,87.34496734487384,,,0,1.0,30.0,56.00000354946639,102.07593360028847,,tomato,0,1.0,30.0,,,
453,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999974968039176,86.0949673448764,,,0,1.0,30.0,56.000001243499696,103.32593360028591,,tomato,0,1.0,30.0,,,
454,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997718797719,84.84496734487895,,,0,1.0,30.0,56.000000349663345,104.57593360028511,,tomato,0,1.0,30.0,,,
455,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999794079152,83.59496734488151,,,0,1.0,30.0,56.00000032132619,105.8259336002854,,tomato,0,1.0,30.0,,,
456,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998162785321,82.34496734488407,,,0,1.0,30.0,56.00000029298869,107.07593360028568,,tomato,0,1.0,30.0,,,
457,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998384779122,81.09496734488663,,,0,1.0,30.0,56.00000026465118,108.32593360028596,,tomato,0,1.0,30.0,,,
458,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998606772923,79.84496734488918,,,0,1.0,30.0,56.00000023631367,109.57593360028625,,tomato,0,1.0,30.0,,,
459,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998828766692,78.59496734489174,,,0,1.0,30.0,56.00000020797616,110.82593360028653,,tomato,0,1.0,30.0,,,
460,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999050760458,77.3449673448943,,,0,1.0,30.0,56.00000017963865,112.07593360028682,,tomato,0,1.0,30.0,,,
461,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999992727542235,76.09496734489686,,,0,1.0,30.0,56.00000015130114,113.3259336002871,,tomato,0,1.0,30.0,,,
462,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999494747989,74.84496734489942,,,0,1.0,30.0,56.00000012296363,114.57593360028739,,tomato,0,1.0,30.0,,,
463,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999716741755,73.59496734490197,,,0,1.0,30.0,56.00000009462612,115.82593360028767,,tomato,0,1.0,30.0,,,
464,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999993873552,72.34496734490453,,,0,1.0,30.0,56.00000006628861,117.07593360028795,,tomato,0,1.0,30.0,,,
465,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999967726611,71.09496734490459,,,0,1.0,30.0,56.0000000379511,118.32593360028824,,tomato,0,1.0,30.0,,,
466,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999997039914,69.8449673449043,,,0,1.0,30.0,56.000000009613586,119.57593360028852,,tomato,0,1.0,30.0,,,
467,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999973071669,68.59496734490402,,,0,1.0,30.0,55.27971020133142,120.53018499688179,,tomato,0,1.0,30.0,,,
468,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999975744198,67.34496734490374,,,0,1.0,30.0,54.4013080023292,121.41951596833692,,tomato,0,1.0,30.0,,,
469,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999999784167265,66.09496734490345,,,0,1.0,30.0,53.522905803326765,122.30884693979206,,tomato,0,1.0,30.0,,,
470,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999999810892554,64.84496734490317,,,0,1.0,30.0,52.64450360432433,123.1981779112472,,tomato,0,1.0,30.0,,,
471,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999983761784,63.594967344902884,,,0,1.0,30.0,51.76610140532189,124.08750888270234,,tomato,0,1.0,30.0,,,
472,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999986434313,62.3449673449026,,,0,1.0,30.0,50.88769920631945,124.97683985415748,,tomato,0,1.0,30.0,,,
473,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999989106842,61.094967344902315,,,0,1.0,30.0,50.009297007317016,125.86617082561261,,tomato,0,1.0,30.0,,,
474,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999991779371,59.84496734490203,,,0,1.0,30.0,49.13089480831458,126.75550179706775,,tomato,0,1.0,30.0,,,
475,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999999944519,58.59496734490175,,,0,1.0,30.0,48.25249260931214,127.64483276852289,,tomato,0,1.0,30.0,,,
476,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999999971244286,57.34496734490146,,,0,1.0,30.0,47.374090410309705,128.53416373997803,,tomato,0,1.0,30.0,,,
477,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.07028117320021,56.1238297591418,,,0,1.0,30.0,46.49568821130727,129.42349471143316,,tomato,0,1.0,30.0,,,
478,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.94879589030841,55.23460993714927,,,0,1.0,30.0,45.61728601230483,130.3128256828883,,tomato,0,1.0,30.0,,,
479,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.827310607416614,54.345390115156746,,,0,1.0,30.0,44.738883813302394,131.20215665434344,,tomato,0,1.0,30.0,,,
480,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.70582532452482,53.45617029316422,,,0,1.0,30.0,43.86048161429996,132.09148762579858,,tomato,0,1.0,30.0,,,
481,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.58434004163302,52.566950471171694,,,0,1.0,30.0,42.98207941529752,132.98081859725372,,tomato,0,1.0,30.0,,,
482,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.46285475874122,51.67773064917917,,,0,1.0,30.0,42.10367721629508,133.87014956870885,,tomato,0,1.0,30.0,,,
483,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.341369475849426,50.78851082718664,,,0,1.0,30.0,41.225275017292006,134.75948054016354,,tomato,0,1.0,30.0,,,
484,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.21988419295763,49.899291005194115,,,0,1.0,30.0,40.34687281828886,135.64881151161748,,tomato,0,1.0,30.0,,,
485,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.09839891006583,49.01007118320159,,,0,1.0,30.0,39.45542316060772,135.092761586761,,tomato,0,1.0,30.0,,,
486,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.976913627174035,48.12085136120906,,,0,1.0,30.0,38.56110942663146,134.21943292856807,,tomato,0,1.0,30.0,,,
487,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.85542834428225,47.23163153921654,,,0,1.0,30.0,37.66679569265587,133.34610427037515,,tomato,0,1.0,30.0,,,
488,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.73394306139045,46.34241171722465,,,0,1.0,30.0,36.772481958680274,132.47277561218223,,tomato,0,1.0,30.0,,,
489,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.61245777849865,45.45319189523277,,,0,1.0,30.0,35.87816822470468,131.59944695398931,,tomato,0,1.0,30.0,,,
490,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.49097249560685,44.56397207324089,,,0,1.0,30.0,34.98385449072909,130.7261182957964,,tomato,0,1.0,30.0,,,
491,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.36948721271506,43.67475225124901,,,0,1.0,30.0,34.08954075675349,129.85278963760348,,tomato,0,1.0,30.0,,,
492,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.24800192982326,42.78553242925713,,,0,1.0,30.0,33.1952270227779,128.97946097941056,,tomato,0,1.0,30.0,,,
493,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.12651664693146,41.89631260726525,,,0,1.0,30.0,32.300913288802306,128.10613232121764,,tomato,0,1.0,30.0,,,
494,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.00503136403967,41.00709278527337,,,0,1.0,30.0,31.406599554826474,127.23280366302473,,tomato,0,1.0,30.0,,,
495,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.91697135837872,40.1965281451054,,,0,1.0,30.0,30.512285820850526,126.35947500483175,,tomato,0,1.0,30.0,,,
496,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.16687804471856,40.181254787823555,,,0,1.0,30.0,29.617972086874577,125.48614634663798,,tomato,0,1.0,30.0,,,
497,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.4167847310584,40.16598143054171,,,0,1.0,30.0,28.723658352898628,124.61281768844418,,tomato,0,1.0,30.0,,,
498,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.66669141739824,40.15070807325987,,,0,1.0,30.0,27.82934461892268,123.7394890302504,,tomato,0,1.0,30.0,,,
499,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.91659810373808,40.13543471597803,,,0,1.0,30.0,26.93503088494673,122.86616037205661,,tomato,0,1.0,30.0,,,
500,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,78.16650479007792,40.12016135869607,,,0,1.0,30.0,26.04071715097078,121.99283171386283,,tomato,0,1.0,30.0,,,
501,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.41641147641776,40.104888001413876,,,0,1.0,30.0,25.146403416994833,121.11950305566904,,tomato,0,1.0,30.0,,,
502,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.6663181627576,40.08961464413168,,,0,1.0,30.0,24.252089683018884,120.24617439747526,,tomato,0,1.0,30.0,,,
503,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.91622484909745,40.07434128684949,,,0,1.0,30.0,24.184034045276977,119.01886288054689,,tomato,0,1.0,30.0,,,
504,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.16613153543729,40.05906792956729,,,0,1.0,30.0,24.168718286018095,117.76895671306099,,tomato,0,1.0,30.0,,,
505,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.41603822177713,40.043794572285094,,,0,1.0,30.0,24.153402526759212,116.51905054557508,,tomato,0,1.0,30.0,,,
506,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.66594490811697,40.0285212150029,,,0,1.0,30.0,24.13808676750033,115.26914437808918,,tomato,0,1.0,30.0,,,
507,train,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.91585159445681,40.0132478577207,,,0,1.0,30.0,24.122771008241447,114.01923821060328,,tomato,0,1.0,30.0,,,
