tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b515cf55edfbcba8_score,player_3fbf3a32_x,player_3fbf3a32_y,player_3fbf3a32_move_target,player_3fbf3a32_item,player_3fbf3a32_score,player_3fbf3a32_cut_speed,player_3fbf3a32_speed,player_53e52b93_x,player_53e52b93_y,player_53e52b93_move_target,player_53e52b93_item,player_53e52b93_score,player_53e52b93_cut_speed,player_53e52b93_speed
1060,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.375,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.294214689522548,39.42140041064879,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1061,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.4166666666666665,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1062,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.458333333333333,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1063,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.4999999999999996,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1064,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.541666666666666,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1065,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.5833333333333326,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1066,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.624999999999999,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1067,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.6666666666666656,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1068,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.708333333333332,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1069,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.7499999999999987,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1070,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.791666666666665,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1071,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.8333333333333317,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1072,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.8749999999999982,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1073,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.9166666666666647,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1074,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.9583333333333313,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1075,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato,2.999999999999998,2,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1076,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.0416666666666643,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1077,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.083333333333331,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1078,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.1249999999999973,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1079,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.166666666666664,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1080,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1081,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.249999999999997,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1082,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.2916666666666634,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1083,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.33333333333333,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1084,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.3749999999999964,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1085,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.416666666666663,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1086,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.4583333333333295,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1087,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.499999999999996,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1088,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.5416666666666625,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1089,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1090,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.6249999999999956,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1091,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.666666666666662,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1092,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.7083333333333286,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1093,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1094,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1095,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1096,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,tomato_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,40.0,24.0,,,0,1.0,30.0
1097,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1098,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1099,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1100,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1101,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1102,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1103,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1104,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1105,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1106,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.85670587375617,55.91024999086912,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1107,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.71341174751234,56.82049998173483,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1108,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.57011762126851,57.730749972600535,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1109,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.426823495024678,58.64099996346624,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1110,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.283529368780847,59.55124995433195,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1111,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.140235242537017,60.46149994519766,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1112,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.996941116293186,61.37174993606337,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1113,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.853646990049356,62.281999926929075,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1114,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.710352863805525,63.19224991779478,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1115,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.567058737561695,64.10249990866058,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1116,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.423764611317864,65.012749899527,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1117,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.280470485074034,65.92299989039341,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1118,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.1371763588302,66.83324988125983,,tomato_cut,0,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0
1119,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.993882232586735,67.74349987212625,,tomato_cut,0,1.0,30.0,40.0,25.24999999999993,,tomato_cut,0,1.0,30.0
1120,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.850588106343615,68.6537498629924,,tomato_cut,0,1.0,30.0,40.0,26.499999999999858,,tomato_cut,0,1.0,30.0
1121,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.707293980100495,69.56399985385846,,tomato_cut,0,1.0,30.0,40.0,27.749999999999787,,tomato_cut,0,1.0,30.0
1122,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.563999853857375,70.47424984472451,,tomato_cut,0,1.0,30.0,40.0,28.999999999999716,,tomato_cut,0,1.0,30.0
1123,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.420705727614255,71.38449983559057,,tomato_cut,0,1.0,30.0,40.0,30.249999999999645,,tomato_cut,0,1.0,30.0
1124,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.0,,tomato_cut,0,1.0,30.0,40.0,31.499999999999574,,tomato_cut,0,1.0,30.0
1125,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato_cut,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.0,,tomato,0,1.0,30.0,40.0,32.749999999999716,,tomato_cut,0,1.0,30.0
1126,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato_cut,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.0,,tomato,0,1.0,30.0,40.0,34.0,,tomato_cut,0,1.0,30.0
1127,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato_cut,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.0,,tomato,0,1.0,30.0,40.0,35.250000000000284,,tomato_cut,0,1.0,30.0
1128,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato_cut,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.0,,tomato,0,1.0,30.0,40.0,36.50000000000057,,tomato_cut,0,1.0,30.0
1129,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato_cut,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.0,,tomato,0,1.0,30.0,40.0,37.75000000000085,,tomato_cut,0,1.0,30.0
1130,0,1,,0,2,,0,3,tomato_cut,1,0,,0.0,0,2,0,None_cut,3.749999999999995,3,3,2,,3,3,,3,4,tomato_cut,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.0,,tomato,0,1.0,30.0,40.0,39.00000000000114,,tomato_cut,0,1.0,30.0
