tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4fe680d0e7f4ba9f_score,player_bc17c76e_x,player_bc17c76e_y,player_bc17c76e_move_target,player_bc17c76e_item,player_bc17c76e_score,player_bc17c76e_cut_speed,player_bc17c76e_speed,player_303da1c2_x,player_303da1c2_y,player_303da1c2_move_target,player_303da1c2_item,player_303da1c2_score,player_303da1c2_cut_speed,player_303da1c2_speed
1391,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,69.0486547119424,42.78823710415952,,tomato,1,0.2,30.0
1392,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,68.17027813811569,43.677593385158985,,tomato,1,0.2,30.0
1393,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,67.29190156428898,44.56694966615845,,tomato,1,0.2,30.0
1394,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,66.41352499046226,45.456305947157915,,tomato,1,0.2,30.0
1395,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,65.53514841663555,46.34566222815738,,tomato,1,0.2,30.0
1396,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,64.65677184280884,47.235018509156845,,tomato,1,0.2,30.0
1397,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,63.77839526898218,48.12437479015631,,tomato,1,0.2,30.0
1398,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,62.90001869515568,49.013731071155775,,tomato,1,0.2,30.0
1399,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,62.02164212132918,49.90308735215524,,tomato,1,0.2,30.0
1400,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,61.14326554750268,50.792443633154704,,tomato,1,0.2,30.0
1401,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,60.26488897367618,51.68179991415417,,tomato,1,0.2,30.0
1402,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,59.38651239984968,52.57115619515362,,tomato,1,0.2,30.0
1403,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,58.50813582602318,53.46051247615258,,tomato,1,0.2,30.0
1404,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,57.62975925219668,54.34986875715155,,tomato,1,0.2,30.0
1405,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.75138267837018,55.23922503815051,,tomato,1,0.2,30.0
1406,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato,1,0.2,30.0
1407,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1408,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1409,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1410,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1411,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1412,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1413,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1414,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1415,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1416,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1417,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1418,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1419,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1420,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1421,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1422,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1423,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1424,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1425,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1426,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1427,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1428,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1429,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1430,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1431,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1432,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.500000000000256,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1433,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.00000000000051,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1434,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.50000000000077,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1435,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.00000000000102,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1436,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.50000000000128,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1437,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.000000000001535,,,0,1.0,12.0,56.0,54.749999999999716,,plate,1,0.2,30.0
1438,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.50000000000179,,,0,1.0,12.0,56.0,53.49999999999943,,plate,1,0.2,30.0
1439,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.000000000002046,,,0,1.0,12.0,56.0,52.24999999999915,,plate,1,0.2,30.0
1440,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.5000000000023,,,0,1.0,12.0,56.0,50.99999999999886,,plate,1,0.2,30.0
1441,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.00000000000256,,,0,1.0,12.0,56.0,49.74999999999858,,plate,1,0.2,30.0
1442,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.500000000002814,,,0,1.0,12.0,56.0,48.499999999998295,,plate,1,0.2,30.0
1443,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.00000000000307,,,0,1.0,12.0,56.0,47.24999999999801,,plate,1,0.2,30.0
1444,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.500000000003325,,,0,1.0,12.0,56.0,45.999999999997726,,plate,1,0.2,30.0
1445,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.00000000000358,,,0,1.0,12.0,56.0,44.74999999999744,,plate,1,0.2,30.0
1446,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.50000000000384,,,0,1.0,12.0,56.0,43.49999999999716,,plate,1,0.2,30.0
1447,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.00000000000409,,,0,1.0,12.0,56.0,42.249999999996874,,plate,1,0.2,30.0
1448,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.50000000000435,,,0,1.0,12.0,56.0,40.99999999999659,,plate,1,0.2,30.0
1449,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.000000000004604,,,0,1.0,12.0,56.31621556657754,39.8798317388366,,plate,1,0.2,30.0
1450,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.50000000000486,,,0,1.0,12.0,57.19459214040404,38.990475457837135,,plate,1,0.2,30.0
1451,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.000000000005116,,,0,1.0,12.0,58.07296871423054,38.10111917683767,,plate,1,0.2,30.0
1452,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.50000000000537,,,0,1.0,12.0,58.95134528805704,37.211762895838206,,plate,1,0.2,30.0
1453,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.00000000000563,,,0,1.0,12.0,59.82972186188354,36.32240661483874,,plate,1,0.2,30.0
1454,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.50000000000588,,,0,1.0,12.0,60.70809843571004,35.433050333839276,,plate,1,0.2,30.0
1455,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.00000000000614,,,0,1.0,12.0,61.58647500953654,34.543694052839896,,plate,1,0.2,30.0
1456,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.500000000006395,,,0,1.0,12.0,62.46485158336304,33.654337771840936,,plate,1,0.2,30.0
1457,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.00000000000665,,,0,1.0,12.0,63.34322815718954,32.76498149084197,,plate,1,0.2,30.0
1458,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.50000000000691,,,0,1.0,12.0,64.22160473101623,31.87562520984293,,plate,1,0.2,30.0
1459,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.00000000000716,,,0,1.0,12.0,65.09998130484344,30.98626892884382,,plate,1,0.2,30.0
1460,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.50000000000742,,,0,1.0,12.0,65.97835787867065,30.09691264784471,,plate,1,0.2,30.0
1461,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.000000000007674,,,0,1.0,12.0,66.8567344524977,29.2075563668456,,plate,1,0.2,30.0
1462,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.50000000000793,,,0,1.0,12.0,67.73511102632406,28.31820008584649,,plate,1,0.2,30.0
1463,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,68.61348760015042,27.428843804847382,,plate,1,0.2,30.0
1464,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato,0,1.0,12.0,69.4918641739768,26.539487523848273,,plate,1,0.2,30.0
1465,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato,0,1.0,12.0,70.37024074780315,25.650131242849163,,plate,1,0.2,30.0
1466,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato,0,1.0,12.0,71.24861732162951,24.760774961850053,,plate,1,0.2,30.0
1467,0,1,,0,2,,0.0,0,0,3,None_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,plate,1,0.2,30.0
