tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9ae2b8e2975e569c_score,player_173b1e9d_x,player_173b1e9d_y,player_173b1e9d_move_target,player_173b1e9d_item,player_173b1e9d_score,player_173b1e9d_cut_speed,player_173b1e9d_speed,player_8e87aac1_x,player_8e87aac1_y,player_8e87aac1_move_target,player_8e87aac1_item,player_8e87aac1_score,player_8e87aac1_cut_speed,player_8e87aac1_speed,1e2e31b1c0b3f570_score,27a359039d77d72f_message,b05bcb5288f2f5bb_score
2040,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.277281758686456,33.722718241313544,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2041,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.393398282203407,34.60660171779659,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2042,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.509514805720357,35.49048519427964,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2043,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.625631329237308,36.37436867076269,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2044,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.74174785275426,37.25825214724574,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2045,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.85786437627121,38.14213562372879,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2046,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.97398089978816,39.02601910021184,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2047,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2048,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2049,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2050,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2051,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2052,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2053,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2054,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2055,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2056,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2057,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2058,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2059,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2060,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2061,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2062,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2063,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2064,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2065,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2066,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2067,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2068,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2069,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2070,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2071,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2072,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2073,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2074,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2075,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2076,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2077,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2078,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2079,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2080,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2081,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2082,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2083,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2084,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2085,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2086,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2087,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2088,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2089,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2090,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2091,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2092,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2093,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2094,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2095,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2096,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2097,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2098,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2099,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2100,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
2101,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
