tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aa7a187db59a7650_score,player_d74aab69_x,player_d74aab69_y,player_d74aab69_move_target,player_d74aab69_item,player_d74aab69_score,player_d74aab69_cut_speed,player_d74aab69_speed,player_876a9d55_x,player_876a9d55_y,player_876a9d55_move_target,player_876a9d55_item,player_876a9d55_score,player_876a9d55_cut_speed,player_876a9d55_speed
941,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.45833333333333315,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
942,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.47916666666666646,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
943,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.4999999999999998,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
944,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5208333333333331,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
945,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5416666666666665,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
946,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
947,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
948,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
949,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,38.749999999999716,24.0,,,0,0.5,30.0
950,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,37.49999999999943,24.0,,,0,0.5,30.0
951,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,36.24999999999915,24.0,,,0,0.5,30.0
952,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,34.99999999999886,24.0,,,0,0.5,30.0
953,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,33.74999999999858,24.0,,,0,0.5,30.0
954,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,32.499999999998295,24.0,,,0,0.5,30.0
955,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,31.249999999998227,24.0,,,0,0.5,30.0
956,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,29.9999999999983,24.0,,,0,0.5,30.0
957,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,28.74999999999837,24.0,,,0,0.5,30.0
958,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,27.49999999999844,24.0,,,0,0.5,30.0
959,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,26.24999999999851,24.0,,,0,0.5,30.0
960,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.999999999998582,24.0,,,0,0.5,30.0
961,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
962,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
963,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
964,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
965,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
966,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
967,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
968,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
969,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
970,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
971,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
972,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
973,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
974,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
975,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
976,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
977,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
978,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
979,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
980,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
981,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
982,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
983,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
984,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
985,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
986,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
987,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
988,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
989,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
990,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
991,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.625000000000142,,tomato,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
992,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,25.250000000000284,,tomato,0,1.0,15.0,25.24999999999993,24.0,,,0,0.5,30.0
993,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,25.875000000000426,,tomato,0,1.0,15.0,26.499999999999858,24.0,,,0,0.5,30.0
994,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,26.50000000000057,,tomato,0,1.0,15.0,27.749999999999787,24.0,,,0,0.5,30.0
995,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,27.12500000000071,,tomato,0,1.0,15.0,28.999999999999716,24.0,,,0,0.5,30.0
996,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,27.750000000000853,,tomato,0,1.0,15.0,30.249999999999645,24.0,,,0,0.5,30.0
997,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,28.375000000000995,,tomato,0,1.0,15.0,31.499999999999574,24.0,,,0,0.5,30.0
998,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,29.000000000001137,,tomato,0,1.0,15.0,32.749999999999716,24.0,,,0,0.5,30.0
999,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,29.62500000000128,,tomato,0,1.0,15.0,34.0,24.0,,,0,0.5,30.0
1000,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,30.25000000000142,,tomato,0,1.0,15.0,35.250000000000284,24.0,,,0,0.5,30.0
1001,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,30.875000000001563,,tomato,0,1.0,15.0,36.50000000000057,24.0,,,0,0.5,30.0
1002,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,31.500000000001705,,tomato,0,1.0,15.0,37.75000000000085,24.0,,,0,0.5,30.0
1003,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,32.12500000000185,,tomato,0,1.0,15.0,39.00000000000114,24.0,,,0,0.5,30.0
1004,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,32.75000000000199,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1005,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5624999999999999,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,33.37500000000213,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1006,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5833333333333333,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,34.000000000002274,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1007,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.6041666666666666,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,34.625000000002416,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1008,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.625,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,35.25000000000256,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1009,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.6458333333333334,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,35.8750000000027,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1010,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.6666666666666667,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,36.50000000000284,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1011,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.6875000000000001,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,37.125000000002984,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1012,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.7083333333333335,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,37.750000000003126,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1013,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.7291666666666669,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,38.37500000000327,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
