tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0731e93530d74a73_score,player_c83be0e0_x,player_c83be0e0_y,player_c83be0e0_move_target,player_c83be0e0_item,player_c83be0e0_score,player_c83be0e0_cut_speed,player_c83be0e0_speed,player_5facc147_x,player_5facc147_y,player_5facc147_move_target,player_5facc147_item,player_5facc147_score,player_5facc147_cut_speed,player_5facc147_speed
919,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,72.0,,,0,0.5,30.0
920,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,72.0,,,0,0.5,30.0
921,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,72.0,,,0,0.5,30.0
922,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,72.0,,,0,0.5,30.0
923,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,70.74999999999972,,,0,0.5,30.0
924,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,69.49999999999943,,,0,0.5,30.0
925,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,68.24999999999915,,,0,0.5,30.0
926,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,tomato,0,1.0,15.0,72.0,66.99999999999886,,,0,0.5,30.0
927,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.37499999999986,,tomato,0,1.0,15.0,72.0,65.74999999999858,,,0,0.5,30.0
928,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.749999999999716,,tomato,0,1.0,15.0,72.0,64.4999999999983,,,0,0.5,30.0
929,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.124999999999574,,tomato,0,1.0,15.0,72.0,63.24999999999801,,,0,0.5,30.0
930,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.49999999999943,,tomato,0,1.0,15.0,72.0,61.999999999997726,,,0,0.5,30.0
931,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.87499999999929,,tomato,0,1.0,15.0,72.0,60.74999999999744,,,0,0.5,30.0
932,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.24999999999915,,tomato,0,1.0,15.0,72.0,59.49999999999716,,,0,0.5,30.0
933,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.624999999999005,,tomato,0,1.0,15.0,72.0,58.249999999996874,,,0,0.5,30.0
934,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.99999999999886,,tomato,0,1.0,15.0,72.0,56.99999999999659,,,0,0.5,30.0
935,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.37499999999872,,tomato,0,1.0,15.0,72.0,55.749999999996305,,,0,0.5,30.0
936,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.74999999999858,,tomato,0,1.0,15.0,72.0,54.49999999999602,,,0,0.5,30.0
937,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.12499999999844,,tomato,0,1.0,15.0,72.0,53.24999999999574,,,0,0.5,30.0
938,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.499999999998295,,tomato,0,1.0,15.0,72.0,51.99999999999545,,,0,0.5,30.0
939,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.87499999999815,,tomato,0,1.0,15.0,72.0,50.74999999999517,,,0,0.5,30.0
940,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.24999999999801,,tomato,0,1.0,15.0,72.0,49.499999999994884,,,0,0.5,30.0
941,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.62499999999787,,tomato,0,1.0,15.0,72.0,48.2499999999946,,,0,0.5,30.0
942,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.999999999997726,,tomato,0,1.0,15.0,72.0,46.999999999994316,,,0,0.5,30.0
943,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.374999999997584,,tomato,0,1.0,15.0,72.0,45.74999999999403,,,0,0.5,30.0
944,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.74999999999744,,tomato,0,1.0,15.0,72.0,44.49999999999375,,,0,0.5,30.0
945,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.1249999999973,,tomato,0,1.0,15.0,72.0,43.24999999999346,,,0,0.5,30.0
946,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.49999999999716,,tomato,0,1.0,15.0,72.0,41.99999999999318,,,0,0.5,30.0
947,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.874999999997016,,tomato,0,1.0,15.0,72.0,40.749999999992895,,,0,0.5,30.0
948,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.249999999996874,,tomato,0,1.0,15.0,72.49189088134324,39.70196048263347,,,0,0.5,30.0
949,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.62499999999673,,tomato,0,1.0,15.0,73.37026745517045,38.812604201634024,,,0,0.5,30.0
950,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.99999999999659,,tomato,0,1.0,15.0,74.24864402899766,37.92324792063456,,,0,0.5,30.0
951,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.37499999999645,,tomato,0,1.0,15.0,75.12702060282487,37.033891639635094,,,0,0.5,30.0
952,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.749999999996305,,tomato,0,1.0,15.0,76.00539717665208,36.14453535863563,,,0,0.5,30.0
953,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.12499999999616,,tomato,0,1.0,15.0,76.88377375047929,35.255179077636164,,,0,0.5,30.0
954,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,38.49999999999602,,tomato,0,1.0,15.0,77.7621503243065,34.3658227966367,,,0,0.5,30.0
955,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,37.87499999999588,,tomato,0,1.0,15.0,78.64052689813371,33.476466515637235,,,0,0.5,30.0
956,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,37.24999999999574,,tomato,0,1.0,15.0,79.51890347196093,32.58711023463777,,,0,0.5,30.0
957,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,36.624999999995595,,tomato,0,1.0,15.0,80.39728004578814,31.697753953638426,,,0,0.5,30.0
958,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,35.99999999999545,,tomato,0,1.0,15.0,81.27565661961488,30.808397672639316,,,0,0.5,30.0
959,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,35.37499999999531,,tomato,0,1.0,15.0,82.15403319344124,29.919041391640206,,,0,0.5,30.0
960,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.74999999999517,,tomato,0,1.0,15.0,83.03240976726761,29.029685110641097,,,0,0.5,30.0
961,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.124999999995026,,tomato,0,1.0,15.0,83.91078634109397,28.140328829641987,,,0,0.5,30.0
962,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,33.499999999994884,,tomato,0,1.0,15.0,84.78916291492033,27.250972548642878,,,0,0.5,30.0
963,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.87499999999474,,tomato,0,1.0,15.0,85.66753948874668,26.361616267643768,,,0,0.5,30.0
964,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.2499999999946,,tomato,0,1.0,15.0,86.54591606257304,25.47225998664466,,,0,0.5,30.0
965,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,31.624999999994458,,tomato,0,1.0,15.0,87.4242926363994,24.58290370564555,,,0,0.5,30.0
966,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.999999999994316,,tomato,0,1.0,15.0,88.0,24.0,,,0,0.5,30.0
967,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.374999999994174,,tomato,0,1.0,15.0,88.0,24.0,,,0,0.5,30.0
968,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.74999999999403,,tomato,0,1.0,15.0,88.0,24.0,,,0,0.5,30.0
969,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.12499999999389,,tomato,0,1.0,15.0,88.0,24.0,,,0,0.5,30.0
970,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,28.499999999993747,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
971,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.874999999993605,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
972,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.249999999993463,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
973,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,26.62499999999332,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
974,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.99999999999318,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
975,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.374999999993037,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
976,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.749999999992895,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
977,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
978,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.0,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
979,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.041666666666666664,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
980,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.08333333333333333,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
981,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.125,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
982,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.16666666666666666,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
983,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.20833333333333331,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
984,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.24999999999999997,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
985,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.29166666666666663,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
986,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.3333333333333333,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
987,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.375,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
988,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
989,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.45833333333333337,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
990,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
991,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5416666666666666,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
992,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5833333333333333,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
993,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6249999999999999,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
994,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
995,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7083333333333331,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
996,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7499999999999998,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
997,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7916666666666664,0,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,0,0.5,30.0
