tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2863ac0944714eb0_score,player_201031c0_x,player_201031c0_y,player_201031c0_move_target,player_201031c0_item,player_201031c0_score,player_201031c0_cut_speed,player_201031c0_speed,player_bdcd4953_x,player_bdcd4953_y,player_bdcd4953_move_target,player_bdcd4953_item,player_bdcd4953_score,player_bdcd4953_cut_speed,player_bdcd4953_speed
332,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.86099059114977,83.33410892775409,,,0,1.0,12.0,62.02164212132918,49.90308735215524,,tomato,0,0.2,30.0
333,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.86712247835093,82.83414652920858,,,0,1.0,12.0,61.14326554750268,50.792443633154704,,tomato,0,0.2,30.0
334,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.87325436555195,82.33418413066308,,,0,1.0,12.0,60.26488897367618,51.68179991415417,,tomato,0,0.2,30.0
335,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.87938625275297,81.83422173211757,,,0,1.0,12.0,59.38651239984968,52.57115619515362,,tomato,0,0.2,30.0
336,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.885518139953994,81.33425933357206,,,0,1.0,12.0,58.50813582602318,53.46051247615258,,tomato,0,0.2,30.0
337,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.891650027155016,80.83429693502656,,,0,1.0,12.0,57.62975925219668,54.34986875715155,,tomato,0,0.2,30.0
338,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.89778191435604,80.33433453648105,,,0,1.0,12.0,56.75138267837018,55.23922503815051,,tomato,0,0.2,30.0
339,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.90391380155706,79.83437213793555,,,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
340,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.91004568875808,79.33440973939004,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
341,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.916177575959104,78.83444734084453,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
342,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.922309463160126,78.33448494229903,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
343,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.92844135036115,77.83452254375352,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
344,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.93457323756217,77.33456014520802,,,0,1.0,12.0,56.88388347648305,55.11611652351695,,,0,0.2,30.0
345,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.94070512476319,76.83459774666251,,,0,1.0,12.0,57.7677669529661,54.2322330470339,,,0,0.2,30.0
346,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.94683701196421,76.334635348117,,,0,1.0,12.0,58.65165042944915,53.34834957055085,,,0,0.2,30.0
347,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.952968899165235,75.8346729495715,,,0,1.0,12.0,59.5355339059322,52.4644660940678,,,0,0.2,30.0
348,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.95910078636626,75.33471055102599,,,0,1.0,12.0,60.41941738241525,51.58058261758475,,,0,0.2,30.0
349,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.96523267356728,74.83474815248049,,,0,1.0,12.0,61.3033008588983,50.6966991411017,,,0,0.2,30.0
350,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.97136456076831,74.33478575393498,,,0,1.0,12.0,62.187184335381346,49.812815664618654,,,0,0.2,30.0
351,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.97749644796933,73.83482335538947,,,0,1.0,12.0,63.071067811864395,48.928932188135605,,,0,0.2,30.0
352,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.98362833517035,73.33486095684397,,,0,1.0,12.0,63.954951288347445,48.045048711652555,,,0,0.2,30.0
353,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.98976022237137,72.83489855829846,,,0,1.0,12.0,64.8388347648305,47.161165235169506,,,0,0.2,30.0
354,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.995892109572395,72.33493615975296,,,0,1.0,12.0,65.72271824131354,46.277281758686456,,,0,0.2,30.0
355,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.25405400631469,71.94027435634828,,,0,1.0,12.0,66.6066017177966,45.39339828220341,,,0,0.2,30.0
356,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.60543248192842,71.58455934840666,,,0,1.0,12.0,67.49048519427964,44.50951480572036,,,0,0.2,30.0
357,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.956810957542146,71.22884434046503,,,0,1.0,12.0,68.37436867076269,43.62563132923731,,,0,0.2,30.0
358,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.308189433155874,70.8731293325234,,,0,1.0,12.0,69.25825214724574,42.74174785275426,,,0,0.2,30.0
359,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.6595679087696,70.51741432458178,,,0,1.0,12.0,70.14213562372879,41.85786437627121,,,0,0.2,30.0
360,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.01094638438333,70.16169931664015,,,0,1.0,12.0,71.02601910021184,40.97398089978816,,,0,0.2,30.0
361,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.36232485999706,69.80598430869853,,,0,1.0,12.0,71.95382555869026,40.19434681531624,,,0,0.2,30.0
362,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.71370333561079,69.4502693007569,,,0,1.0,12.0,73.20373388513468,40.179208272259245,,,0,0.2,30.0
363,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.065081811224516,69.09455429281527,,,0,1.0,12.0,74.45364221157911,40.164069729202254,,,0,0.2,30.0
364,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.416460286838245,68.73883928487365,,,0,1.0,12.0,75.70355053802353,40.14893118614526,,,0,0.2,30.0
365,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.76783876245197,68.38312427693202,,,0,1.0,12.0,76.95345886446796,40.13379264308827,,,0,0.2,30.0
366,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.1192172380657,68.0274092689904,,,0,1.0,12.0,78.20336719091239,40.11865410003128,,,0,0.2,30.0
367,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.47059571367943,67.67169426104877,,,0,1.0,12.0,79.45327551735681,40.10351555697429,,,0,0.2,30.0
368,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.82197418929316,67.31597925310714,,,0,1.0,12.0,80.70318384380124,40.088377013917295,,,0,0.2,30.0
369,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.173352664906886,66.96026424516552,,,0,1.0,12.0,81.95309217024567,40.0732384708603,,,0,0.2,30.0
370,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.524731140520615,66.60454923722389,,,0,1.0,12.0,83.2030004966901,40.05809992780313,,,0,0.2,30.0
371,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.87610961613434,66.24883422928227,,,0,1.0,12.0,84.45290882313452,40.04296138474578,,,0,0.2,30.0
372,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.22748809174807,65.89311922134064,,,0,1.0,12.0,85.70281714957895,40.027822841688426,,,0,0.2,30.0
373,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.5788665673618,65.53740421339901,,,0,1.0,12.0,86.95272547602337,40.01268429863107,,,0,0.2,30.0
374,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.93024504297553,65.18168920545739,,,0,1.0,12.0,88.08721304983902,39.72126494341936,,,0,0.2,30.0
375,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.28162351858926,64.82597419751576,,,0,1.0,12.0,88.97643152431851,38.84274886237961,,,0,0.2,30.0
376,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.633001994202985,64.47025918957414,,,0,1.0,12.0,89.865649998798,37.96423278133986,,,0,0.2,30.0
377,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.98438046981671,64.11454418163251,,,0,1.0,12.0,90.7548684732775,37.08571670030011,,,0,0.2,30.0
378,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.33575894543044,63.7588291736904,,,0,1.0,12.0,91.64408694775699,36.20720061926036,,,0,0.2,30.0
379,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.68713742104417,63.403114165748065,,,0,1.0,12.0,92.53330542223648,35.328684538220614,,,0,0.2,30.0
380,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.0385158966579,63.04739915780573,,,0,1.0,12.0,93.42252389671597,34.450168457180865,,,0,0.2,30.0
381,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.38989437227163,62.69168414986339,,,0,1.0,12.0,94.31174237119546,33.57165237614112,,,0,0.2,30.0
382,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.74127284788536,62.335969141921055,,,0,1.0,12.0,95.20096084567496,32.69313629510137,,,0,0.2,30.0
383,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.09265132349908,61.98025413397872,,,0,1.0,12.0,96.09017932015445,31.814620214061698,,,0,0.2,30.0
384,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.44402979911281,61.62453912603638,,,0,1.0,12.0,96.97939779463394,30.936104133022305,,,0,0.2,30.0
385,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.79540827472654,61.268824118094045,,,0,1.0,12.0,97.86861626911343,30.05758805198291,,,0,0.2,30.0
386,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.14678675034027,60.91310911015171,,,0,1.0,12.0,98.75783474359292,29.179071970943518,,,0,0.2,30.0
387,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.498165225954,60.55739410220937,,,0,1.0,12.0,99.64705321807241,28.300555889904125,,,0,0.2,30.0
388,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.84954370156773,60.201679094267035,,,0,1.0,12.0,100.5362716925519,27.4220398088646,,,0,0.2,30.0
389,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.20092217718145,59.8459640863247,,,0,1.0,12.0,101.4254901670314,26.54352372782485,,,0,0.2,30.0
390,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.55230065279518,59.49024907838236,,,0,1.0,12.0,102.31470864151089,25.665007646785103,,,0,0.2,30.0
391,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.90367912840891,59.134534070440026,,,0,1.0,12.0,103.20392711599006,24.786491565745354,,,0,0.2,30.0
392,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.25505760402264,58.77881906249769,,,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
393,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.60643607963637,58.42310405455535,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
394,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.9578145552501,58.067389046613016,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
395,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.30919303086382,57.71167403867068,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
396,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.66057150647755,57.35595903072834,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
397,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.01194998209128,57.000244022786006,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
398,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.36332845770501,56.64452901484367,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
399,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.71470693331874,56.288814006900715,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
400,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.80712181106448,55.82491310563702,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
401,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.81321548952089,55.324950239933116,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
402,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.3136704546621,55.34627529909946,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
403,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.81412541980332,55.367600358265804,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
404,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.31458038494453,55.38892541743215,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
405,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.81503535008575,55.41025047659849,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
406,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.31549031522697,55.431575535764836,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
407,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.81594528036818,55.45290059493118,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
408,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.3164002455094,55.47422565409752,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
409,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.81685521065062,55.49555071326387,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
410,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.31731017579183,55.51687577243021,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
411,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.81776514093305,55.538200831596555,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
412,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.31822010607426,55.5595258907629,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
413,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.81867507121548,55.58085094992924,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
