tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,da5f4a7459bd3b2b_score,player_088b629a_x,player_088b629a_y,player_088b629a_move_target,player_088b629a_item,player_088b629a_score,player_088b629a_cut_speed,player_088b629a_speed,player_a1027937_x,player_a1027937_y,player_a1027937_move_target,player_a1027937_item,player_a1027937_score,player_a1027937_cut_speed,player_a1027937_speed,98e7b292e3d41cea_score,911222d3852bc919_message,85a84de85417b2f9_score
973,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.11091270347458,27.889087296525418,,plate,0,1.0,12.0,24.0,49.00000000000341,,tomato,0,0.2,30.0,,,
974,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.75735931288136,28.242640687118637,,plate,0,1.0,12.0,24.0,50.250000000003695,,tomato,0,0.2,30.0,,,
975,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.40380592228814,28.596194077711857,,plate,0,1.0,12.0,24.0,51.50000000000398,,tomato,0,0.2,30.0,,,
976,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.05025253169492,28.949747468305077,,plate,0,1.0,12.0,24.0,52.75000000000426,,tomato,0,0.2,30.0,,,
977,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.6966991411017,29.303300858898297,,plate,0,1.0,12.0,24.0,54.00000000000455,,tomato,0,0.2,30.0,,,
978,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.34314575050848,29.656854249491516,,plate,0,1.0,12.0,24.0,55.25000000000483,,tomato,0,0.2,30.0,,,
979,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.98959235991526,30.010407640084736,,plate,0,1.0,12.0,24.0,56.500000000005116,,tomato,0,0.2,30.0,,,
980,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.63603896932204,30.363961030677956,,plate,0,1.0,12.0,24.0,57.7500000000054,,tomato,0,0.2,30.0,,,
981,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.28248557872882,30.717514421271176,,plate,0,1.0,12.0,24.0,59.000000000005684,,tomato,0,0.2,30.0,,,
982,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.9289321881356,31.071067811864395,,plate,0,1.0,12.0,24.0,60.25000000000597,,tomato,0,0.2,30.0,,,
983,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.57537879754238,31.424621202457615,,plate,0,1.0,12.0,24.0,61.50000000000625,,tomato,0,0.2,30.0,,,
984,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.22182540694916,31.778174593050835,,plate,0,1.0,12.0,24.0,62.75000000000654,,tomato,0,0.2,30.0,,,
985,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.86827201635595,32.131727983644055,,plate,0,1.0,12.0,24.0,64.00000000000682,,tomato,0,0.2,30.0,,,
986,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.51471862576273,32.485281374237275,,plate,0,1.0,12.0,24.0,65.2500000000071,,tomato,0,0.2,30.0,,,
987,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.1611652351695,32.838834764830494,,plate,0,1.0,12.0,24.0,66.50000000000739,,tomato,0,0.2,30.0,,,
988,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.80761184457629,33.192388155423714,,plate,0,1.0,12.0,24.0,67.75000000000767,,tomato,0,0.2,30.0,,,
989,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.45405845398307,33.545941546016934,,plate,0,1.0,12.0,24.0,69.00000000000796,,tomato,0,0.2,30.0,,,
990,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.10050506338985,33.899494936610154,,plate,0,1.0,12.0,24.0,70.25000000000824,,tomato,0,0.2,30.0,,,
991,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.74695167279663,34.25304832720337,,plate,0,1.0,12.0,24.0,71.50000000000853,,tomato,0,0.2,30.0,,,
992,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.3933982822034,34.60660171779659,,plate,0,1.0,12.0,24.0,72.75000000000881,,tomato,0,0.2,30.0,,,
993,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.03984489161019,34.96015510838981,,plate,0,1.0,12.0,24.0,74.0000000000091,,tomato,0,0.2,30.0,,,
994,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.68629150101697,35.31370849898303,,plate,0,1.0,12.0,24.0,75.25000000000938,,tomato,0,0.2,30.0,,,
995,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.33273811042375,35.66726188957625,,plate,0,1.0,12.0,24.0,76.50000000000966,,tomato,0,0.2,30.0,,,
996,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.97918471983053,36.02081528016947,,plate,0,1.0,12.0,24.0,77.75000000000995,,tomato,0,0.2,30.0,,,
997,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.62563132923731,36.37436867076269,,plate,0,1.0,12.0,24.0,79.00000000001023,,tomato,0,0.2,30.0,,,
998,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.27207793864409,36.72792206135591,,plate,0,1.0,12.0,24.0,80.25000000001052,,tomato,0,0.2,30.0,,,
999,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.91852454805087,37.08147545194913,,plate,0,1.0,12.0,24.0,81.5000000000108,,tomato,0,0.2,30.0,,,
1000,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.56497115745765,37.43502884254235,,plate,0,1.0,12.0,24.0,82.75000000001108,,tomato,0,0.2,30.0,,,
1001,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.21141776686443,37.78858223313557,,plate,0,1.0,12.0,24.0,84.00000000001137,,tomato,0,0.2,30.0,,,
1002,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.85786437627121,38.14213562372879,,plate,0,1.0,12.0,24.0,85.25000000001165,,tomato,0,0.2,30.0,,,
1003,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.50431098567799,38.49568901432201,,plate,0,1.0,12.0,24.0,86.50000000001194,,tomato,0,0.2,30.0,,,
1004,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.15075759508477,38.84924240491523,,plate,0,1.0,12.0,24.0,87.75000000001222,,tomato,0,0.2,30.0,,,
1005,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.79720420449155,39.20279579550845,,plate,0,1.0,12.0,24.0,88.0,,tomato,0,0.2,30.0,,,
1006,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.44365081389833,39.55634918610167,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1007,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.04471075017727,39.80221161601552,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1008,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,119.54474873659103,39.808374810868834,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1009,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,119.04478672300479,39.81453800572215,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1010,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,118.54482470941855,39.82070120057546,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1011,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,118.04486269583231,39.82686439542878,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1012,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,117.54490068224607,39.83302759028209,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1013,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,117.04493866865982,39.83919078513541,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1014,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,116.54497665507358,39.84535397998872,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1015,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,116.04501464148734,39.85151717484204,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1016,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,115.5450526279011,39.85768036969535,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1017,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,115.04509061431486,39.86384356454867,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1018,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,114.54512860072862,39.87000675940198,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1019,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,114.04516658714238,39.876169954255296,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1020,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,113.54520457355613,39.88233314910861,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1021,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,113.04524255996989,39.888496343961926,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
1022,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,112.54528054638365,39.89465953881524,,plate,0,1.0,12.0,24.0,86.74999999999972,,,0,0.2,30.0,,,
1023,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,112.04531853279741,39.900822733668555,,plate,0,1.0,12.0,24.0,85.49999999999943,,,0,0.2,30.0,,,
1024,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,111.54535651921117,39.90698592852187,,plate,0,1.0,12.0,24.0,84.24999999999915,,,0,0.2,30.0,,,
1025,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,111.04539450562493,39.913149123375185,,plate,0,1.0,12.0,24.0,82.99999999999886,,,0,0.2,30.0,,,
1026,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,110.54543249203869,39.91931231822871,,plate,0,1.0,12.0,24.0,81.74999999999858,,,0,0.2,30.0,,,
1027,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,110.04547047845244,39.92547551308238,,plate,0,1.0,12.0,24.0,80.4999999999983,,,0,0.2,30.0,,,
1028,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,109.5455084648662,39.93163870793605,,plate,0,1.0,12.0,24.0,79.24999999999801,,,0,0.2,30.0,,,
1029,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,109.04554645127996,39.93780190278972,,plate,0,1.0,12.0,24.0,77.99999999999773,,,0,0.2,30.0,,,
1030,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,108.54558443769372,39.94396509764339,,plate,0,1.0,12.0,24.0,76.74999999999744,,,0,0.2,30.0,,,
1031,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,108.04562242410748,39.95012829249706,,plate,0,1.0,12.0,24.0,75.49999999999716,,,0,0.2,30.0,,,
1032,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,107.54566041052124,39.95629148735073,,plate,0,1.0,12.0,24.0,74.24999999999687,,,0,0.2,30.0,,,
1033,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,107.045698396935,39.9624546822044,,plate,0,1.0,12.0,24.0,72.99999999999659,,,0,0.2,30.0,,,
1034,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,106.54573638334875,39.96861787705807,,plate,0,1.0,12.0,24.0,71.7499999999963,,,0,0.2,30.0,,,
1035,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,106.04577436976251,39.97478107191174,,plate,0,1.0,12.0,24.0,70.49999999999602,,,0,0.2,30.0,,,
1036,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,105.54581235617627,39.98094426676541,,plate,0,1.0,12.0,24.0,69.24999999999574,,,0,0.2,30.0,,,
1037,train,True,0,1,,0,0,0,2,,0,0,1,0,tomato,1.441666666666664,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,105.04585034259003,39.98710746161908,,plate,0,1.0,12.0,24.0,67.99999999999545,,,0,0.2,30.0,,,
