tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,dbd7193e4b53ba87_score,player_cd92f76a_x,player_cd92f76a_y,player_cd92f76a_move_target,player_cd92f76a_item,player_cd92f76a_score,player_cd92f76a_cut_speed,player_cd92f76a_speed,player_6837ad13_x,player_6837ad13_y,player_6837ad13_move_target,player_6837ad13_item,player_6837ad13_score,player_6837ad13_cut_speed,player_6837ad13_speed,06f6c2a2be351568_score,a07f9bbf7c829a06_message,73722fcf1f2c9f64_score
468,train,True,0,1,tomato,2.458333333333333,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,78.49999999999602,24.0,,plate,0,1.0,30.0,,,
469,train,True,0,1,tomato,2.4999999999999996,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,77.24999999999574,24.0,,plate,0,1.0,30.0,,,
470,train,True,0,1,tomato,2.541666666666666,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,75.99999999999545,24.0,,plate,0,1.0,30.0,,,
471,train,True,0,1,tomato,2.5833333333333326,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,74.74999999999517,24.0,,plate,0,1.0,30.0,,,
472,train,True,0,1,tomato,2.624999999999999,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,73.49999999999488,24.0,,plate,0,1.0,30.0,,,
473,train,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,72.2499999999946,24.0,,plate,0,1.0,30.0,,,
474,train,True,0,1,tomato,2.708333333333332,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,71.34621797023578,24.84324151087344,,plate,0,1.0,30.0,,,
475,train,True,0,1,tomato,2.7499999999999987,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,70.45686168923703,25.72161808469994,,plate,0,1.0,30.0,,,
476,train,True,0,1,tomato,2.791666666666665,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,69.56750540823828,26.59999465852644,,plate,0,1.0,30.0,,,
477,train,True,0,1,tomato,2.8333333333333317,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,68.67814912723952,27.47837123235294,,plate,0,1.0,30.0,,,
478,train,True,0,1,tomato,2.8749999999999982,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,67.78879284624077,28.356747806179442,,plate,0,1.0,30.0,,,
479,train,True,0,1,tomato,2.9166666666666647,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,66.89943656524201,29.235124380005942,,plate,0,1.0,30.0,,,
480,train,True,0,1,tomato,2.9583333333333313,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,66.01008028424326,30.113500953832443,,plate,0,1.0,30.0,,,
481,train,True,0,1,tomato,2.999999999999998,2,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,65.1207240032445,30.991877527658943,,plate,0,1.0,30.0,,,
482,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,64.23136772224575,31.870254101485443,,plate,0,1.0,30.0,,,
483,train,True,0,1,tomato_cut,3.083333333333331,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,63.34201144124647,32.748630675311944,,plate,0,1.0,30.0,,,
484,train,True,0,1,tomato_cut,3.1249999999999973,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,62.452655160247005,33.627007249138444,,plate,0,1.0,30.0,,,
485,train,True,0,1,tomato_cut,3.166666666666664,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,61.56329887924754,34.505383822964944,,plate,0,1.0,30.0,,,
486,train,True,0,1,tomato_cut,3.2083333333333304,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,60.673942598248075,35.383760396791445,,plate,0,1.0,30.0,,,
487,train,True,0,1,tomato_cut,3.249999999999997,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,59.78458631724861,36.262136970617945,,plate,0,1.0,30.0,,,
488,train,True,0,1,tomato_cut,3.2916666666666634,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,58.895230036249146,37.140513544444445,,plate,0,1.0,30.0,,,
489,train,True,0,1,tomato_cut,3.33333333333333,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,58.00587375524984,38.018890118270946,,plate,0,1.0,30.0,,,
490,train,True,0,1,tomato_cut,3.3749999999999964,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,57.11651747425088,38.897266692097446,,plate,0,1.0,30.0,,,
491,train,True,0,1,tomato_cut,3.416666666666663,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.22716119325191,39.77564326592395,,plate,0,1.0,30.0,,,
492,train,True,0,1,tomato_cut,3.4583333333333295,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
493,train,True,0,1,tomato_cut,3.499999999999996,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
494,train,True,0,1,tomato_cut,3.5416666666666625,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
495,train,True,0,1,tomato_cut,3.583333333333329,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
496,train,True,0,1,tomato_cut,3.6249999999999956,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
497,train,True,0,1,tomato_cut,3.666666666666662,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
498,train,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
499,train,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
500,train,True,0,1,tomato_cut,3.7916666666666616,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
501,train,True,0,1,tomato_cut,3.833333333333328,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
502,train,True,0,1,tomato_cut,3.8749999999999947,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
503,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
504,train,True,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
505,train,True,0,1,tomato_cut,3.9999999999999942,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
506,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
507,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
508,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
509,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
510,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
511,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
512,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
513,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
514,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
515,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
516,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
517,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
518,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
519,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
520,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
521,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,57.250000000000284,40.0,,,0,1.0,30.0,,,
522,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,58.50000000000057,40.0,,,0,1.0,30.0,,,
523,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,59.75000000000085,40.0,,,0,1.0,30.0,,,
524,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,61.00000000000114,40.0,,,0,1.0,30.0,,,
525,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,62.25000000000142,40.0,,,0,1.0,30.0,,,
526,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,63.500000000001705,40.0,,,0,1.0,30.0,,,
527,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,64.75000000000199,40.0,,,0,1.0,30.0,,,
528,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,66.00000000000227,40.0,,,0,1.0,30.0,,,
529,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,67.25000000000256,40.0,,,0,1.0,30.0,,,
530,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,68.50000000000284,40.0,,,0,1.0,30.0,,,
531,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,69.75000000000313,40.0,,,0,1.0,30.0,,,
532,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,71.00000000000341,40.0,,,0,1.0,30.0,,,
533,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,72.2500000000037,40.0,,,0,1.0,30.0,,,
534,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,73.50000000000398,40.0,,,0,1.0,30.0,,,
