tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f270f9eabe5b04ee_score,player_d9af9193_x,player_d9af9193_y,player_d9af9193_move_target,player_d9af9193_item,player_d9af9193_score,player_d9af9193_cut_speed,player_d9af9193_speed,player_5058b816_x,player_5058b816_y,player_5058b816_move_target,player_5058b816_item,player_5058b816_score,player_5058b816_cut_speed,player_5058b816_speed
1338,0,1,,0,2,tomato,1.608333333333333,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1339,0,1,,0,2,tomato,1.6166666666666663,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1340,0,1,,0,2,tomato,1.6249999999999996,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1341,0,1,,0,2,tomato,1.6333333333333329,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1342,0,1,,0,2,tomato,1.6416666666666662,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1343,0,1,,0,2,tomato,1.6499999999999995,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.64644660940678,24.35355339059322,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1344,0,1,,0,2,tomato,1.6583333333333328,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.29289321881356,24.70710678118644,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1345,0,1,,0,2,tomato,1.666666666666666,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.93933982822034,25.06066017177966,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1346,0,1,,0,2,tomato,1.6749999999999994,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.58578643762712,25.41421356237288,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1347,0,1,,0,2,tomato,1.6833333333333327,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.2322330470339,25.7677669529661,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1348,0,1,,0,2,tomato,1.691666666666666,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.87867965644068,26.12132034355932,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1349,0,1,,0,2,tomato,1.6999999999999993,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.52512626584746,26.47487373415254,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1350,0,1,,0,2,tomato,1.7083333333333326,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.17157287525424,26.828427124745758,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1351,0,1,,0,2,tomato,1.716666666666666,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.81801948466102,27.181980515338978,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1352,0,1,,0,2,tomato,1.7249999999999992,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.4644660940678,27.535533905932198,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1353,0,1,,0,2,tomato,1.7333333333333325,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.11091270347458,27.889087296525418,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1354,0,1,,0,2,tomato,1.7416666666666658,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.75735931288136,28.242640687118637,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1355,0,1,,0,2,tomato,1.7499999999999991,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.40380592228814,28.596194077711857,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1356,0,1,,0,2,tomato,1.7583333333333324,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.05025253169492,28.949747468305077,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1357,0,1,,0,2,tomato,1.7666666666666657,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.6966991411017,29.303300858898297,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1358,0,1,,0,2,tomato,1.774999999999999,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.34314575050848,29.656854249491516,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1359,0,1,,0,2,tomato,1.7833333333333323,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.98959235991526,30.010407640084736,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1360,0,1,,0,2,tomato,1.7916666666666656,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.63603896932204,30.363961030677956,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1361,0,1,,0,2,tomato,1.799999999999999,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.28248557872882,30.717514421271176,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1362,0,1,,0,2,tomato,1.8083333333333322,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.9289321881356,31.071067811864395,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1363,0,1,,0,2,tomato,1.8166666666666655,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.57537879754238,31.424621202457615,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1364,0,1,,0,2,tomato,1.8249999999999988,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.22182540694916,31.778174593050835,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1365,0,1,,0,2,tomato,1.8333333333333321,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.86827201635595,32.131727983644055,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1366,0,1,,0,2,tomato,1.8416666666666655,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.51471862576273,32.485281374237275,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1367,0,1,,0,2,tomato,1.8499999999999988,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.1611652351695,32.838834764830494,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1368,0,1,,0,2,tomato,1.858333333333332,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.80761184457629,33.192388155423714,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1369,0,1,,0,2,tomato,1.8666666666666654,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.45405845398307,33.545941546016934,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1370,0,1,,0,2,tomato,1.8749999999999987,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.10050506338985,33.899494936610154,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1371,0,1,,0,2,tomato,1.883333333333332,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.74695167279663,34.25304832720337,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1372,0,1,,0,2,tomato,1.8916666666666653,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.3933982822034,34.60660171779659,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1373,0,1,,0,2,tomato,1.8999999999999986,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.03984489161019,34.96015510838981,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1374,0,1,,0,2,tomato,1.9083333333333319,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.68629150101697,35.31370849898303,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1375,0,1,,0,2,tomato,1.9166666666666652,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.33273811042375,35.66726188957625,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1376,0,1,,0,2,tomato,1.9249999999999985,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.97918471983053,36.02081528016947,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1377,0,1,,0,2,tomato,1.9333333333333318,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.62563132923731,36.37436867076269,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1378,0,1,,0,2,tomato,1.941666666666665,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.27207793864409,36.72792206135591,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1379,0,1,,0,2,tomato,1.9499999999999984,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.91852454805087,37.08147545194913,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1380,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.56497115745765,37.43502884254235,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1381,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.21141776686443,37.78858223313557,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1382,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.85786437627121,38.14213562372879,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1383,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.50431098567799,38.49568901432201,,plate,0,1.0,12.0,24.0,41.250000000000284,,,0,0.2,30.0
1384,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.15075759508477,38.84924240491523,,plate,0,1.0,12.0,24.0,42.50000000000057,,,0,0.2,30.0
1385,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.79720420449155,39.20279579550845,,plate,0,1.0,12.0,24.0,43.75000000000085,,,0,0.2,30.0
1386,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.44365081389833,39.55634918610167,,plate,0,1.0,12.0,24.0,45.00000000000114,,,0,0.2,30.0
1387,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.19778838398426,39.95528924982273,,plate,0,1.0,12.0,24.0,46.25000000000142,,,0,0.2,30.0
1388,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.19162518913024,40.45525126340897,,plate,0,1.0,12.0,24.0,47.500000000001705,,,0,0.2,30.0
1389,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.18546199427621,40.95521327699521,,plate,0,1.0,12.0,24.0,48.75000000000199,,,0,0.2,30.0
1390,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17929879942218,41.45517529058145,,plate,0,1.0,12.0,24.0,50.000000000002274,,,0,0.2,30.0
1391,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17313560456816,41.95513730416769,,plate,0,1.0,12.0,24.0,51.25000000000256,,,0,0.2,30.0
1392,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.16697240971413,42.455099317753934,,plate,0,1.0,12.0,24.0,52.50000000000284,,,0,0.2,30.0
1393,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.16080921486011,42.955061331340175,,plate,0,1.0,12.0,24.0,53.750000000003126,,,0,0.2,30.0
1394,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.15464602000641,43.45502334492642,,plate,0,1.0,12.0,24.0,55.00000000000341,,,0,0.2,30.0
1395,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.1484828251531,43.95498535851266,,plate,0,1.0,12.0,24.0,56.250000000003695,,,0,0.2,30.0
1396,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.14231963029978,44.4549473720989,,plate,0,1.0,12.0,24.0,57.50000000000398,,,0,0.2,30.0
1397,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.13615643544647,44.95490938568514,,plate,0,1.0,12.0,24.0,58.75000000000426,,,0,0.2,30.0
1398,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.12999324059315,45.45487139927138,,plate,0,1.0,12.0,24.0,60.00000000000455,,,0,0.2,30.0
1399,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.12383004573984,45.954833412857624,,plate,0,1.0,12.0,24.0,61.25000000000483,,,0,0.2,30.0
1400,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.11766685088652,46.454795426443866,,plate,0,1.0,12.0,24.0,62.500000000005116,,,0,0.2,30.0
1401,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.11150365603321,46.95475744003011,,plate,0,1.0,12.0,24.0,63.7500000000054,,,0,0.2,30.0
1402,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.10534046117989,47.45471945361635,,plate,0,1.0,12.0,24.0,65.00000000000568,,,0,0.2,30.0
1403,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.09917726632658,47.95468146720259,,plate,0,1.0,12.0,24.0,66.25000000000597,,,0,0.2,30.0
1404,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.09301407147326,48.45464348078883,,plate,0,1.0,12.0,24.0,67.50000000000625,,,0,0.2,30.0
1405,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.08685087661995,48.95460549437507,,plate,0,1.0,12.0,24.0,68.75000000000654,,,0,0.2,30.0
1406,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.08068768176663,49.454567507961315,,plate,0,1.0,12.0,24.0,70.00000000000682,,,0,0.2,30.0
1407,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.07452448691332,49.954529521547556,,plate,0,1.0,12.0,24.0,71.2500000000071,,,0,0.2,30.0
1408,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.06836129206,50.4544915351338,,plate,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1409,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.06219809720669,50.95445354872004,,plate,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1410,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.05603490235337,51.45441556230628,,plate,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1411,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.04987170750006,51.95437757589252,,plate,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1412,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.04370851264675,52.454339589478764,,plate,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1413,0,1,,0,2,tomato,1.9583333333333317,1,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.03754531779343,52.954301603065005,,plate,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
