tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,788768df31396c6f_score,player_250d61a3_x,player_250d61a3_y,player_250d61a3_move_target,player_250d61a3_item,player_250d61a3_score,player_250d61a3_cut_speed,player_250d61a3_speed,player_2f2dab36_x,player_2f2dab36_y,player_2f2dab36_move_target,player_2f2dab36_item,player_2f2dab36_score,player_2f2dab36_cut_speed,player_2f2dab36_speed,4af49c87ace5791f_score,1a78da0ba1536867_message,80d813779f1fafee_score
1631,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.5000000000000004,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,81.25000000000938,24.0,,,1,1.0,30.0,,,
1632,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.5416666666666672,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,82.50000000000966,24.0,,,1,1.0,30.0,,,
1633,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.583333333333334,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,83.75000000000995,24.0,,,1,1.0,30.0,,,
1634,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.6250000000000007,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,85.00000000001023,24.0,,,1,1.0,30.0,,,
1635,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.6666666666666674,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,86.25000000001052,24.0,,,1,1.0,30.0,,,
1636,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.7083333333333341,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,87.5000000000108,24.0,,,1,1.0,30.0,,,
1637,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.7500000000000009,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,,1,1.0,30.0,,,
1638,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.7916666666666676,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1639,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.8333333333333344,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1640,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.875000000000001,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1641,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.875000000000001,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1642,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.875000000000001,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1643,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.875000000000001,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1644,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.875000000000001,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1645,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9166666666666679,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1646,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,1.9583333333333346,1,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1647,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.0000000000000013,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1648,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.041666666666668,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1649,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.0833333333333344,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1650,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.125000000000001,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1651,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.1666666666666674,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1652,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.208333333333334,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1653,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.2500000000000004,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1654,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.291666666666667,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1655,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.3333333333333335,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1656,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.375,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1657,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.4166666666666665,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1658,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.458333333333333,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1659,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.4999999999999996,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1660,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.541666666666666,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1661,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.5833333333333326,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1662,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.624999999999999,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1663,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.6666666666666656,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1664,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.708333333333332,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1665,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.7499999999999987,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,
1666,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.791666666666665,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,87.11611652351695,24.88388347648305,,tomato,1,1.0,30.0,,,
1667,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.8333333333333317,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,86.2322330470339,25.7677669529661,,tomato,1,1.0,30.0,,,
1668,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.8749999999999982,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,85.34834957055085,26.65165042944915,,tomato,1,1.0,30.0,,,
1669,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.9166666666666647,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,84.4644660940678,27.535533905932198,,tomato,1,1.0,30.0,,,
1670,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.9583333333333313,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,83.58058261758475,28.419417382415247,,tomato,1,1.0,30.0,,,
1671,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato,2.999999999999998,2,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,82.6966991411017,29.303300858898297,,tomato,1,1.0,30.0,,,
1672,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,81.81281566461865,30.187184335381346,,tomato,1,1.0,30.0,,,
1673,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.083333333333331,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,80.9289321881356,31.071067811864395,,tomato,1,1.0,30.0,,,
1674,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.1249999999999973,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,80.04504871165256,31.954951288347445,,tomato,1,1.0,30.0,,,
1675,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.166666666666664,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,79.1611652351695,32.838834764830494,,tomato,1,1.0,30.0,,,
1676,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.2083333333333304,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,78.27728175868646,33.722718241313544,,tomato,1,1.0,30.0,,,
1677,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.249999999999997,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,77.3933982822034,34.60660171779659,,tomato,1,1.0,30.0,,,
1678,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.2916666666666634,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,76.50951480572036,35.49048519427964,,tomato,1,1.0,30.0,,,
1679,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,75.62563132923731,36.37436867076269,,tomato,1,1.0,30.0,,,
1680,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.3749999999999964,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,74.74174785275426,37.25825214724574,,tomato,1,1.0,30.0,,,
1681,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,73.85786437627121,38.14213562372879,,tomato,1,1.0,30.0,,,
1682,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.4583333333333295,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,72.97398089978816,39.02601910021184,,tomato,1,1.0,30.0,,,
1683,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.499999999999996,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,72.09009742330511,39.90990257669489,,tomato,1,1.0,30.0,,,
1684,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,71.20621394682206,40.79378605317794,,tomato,1,1.0,30.0,,,
1685,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,70.32233047033901,41.67766952966099,,tomato,1,1.0,30.0,,,
1686,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.6249999999999956,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,69.43844699385596,42.56155300614404,,tomato,1,1.0,30.0,,,
1687,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.666666666666662,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,68.55456351737291,43.44543648262709,,tomato,1,1.0,30.0,,,
1688,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.7083333333333286,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,67.67068004088986,44.32931995911014,,tomato,1,1.0,30.0,,,
1689,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.749999999999995,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,66.78679656440681,45.213203435593186,,tomato,1,1.0,30.0,,,
1690,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,65.90291308792376,46.097086912076236,,tomato,1,1.0,30.0,,,
1691,train,True,0,1,None_cut,3.9583333333333277,3,0,2,tomato_cut,3.833333333333328,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,65.01902961144071,46.980970388559285,,tomato,1,1.0,30.0,,,
