tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d9144cee99502820_score,player_cb6d75f5_x,player_cb6d75f5_y,player_cb6d75f5_move_target,player_cb6d75f5_item,player_cb6d75f5_score,player_cb6d75f5_cut_speed,player_cb6d75f5_speed,player_3cb37f5d_x,player_3cb37f5d_y,player_3cb37f5d_move_target,player_3cb37f5d_item,player_3cb37f5d_score,player_3cb37f5d_cut_speed,player_3cb37f5d_speed
509,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.524979219550545,38.653721028756365,,,0,1.0,12.0,24.0,41.250000000000284,,,0,0.2,30.0
510,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.876357003498526,38.29800533758171,,,0,1.0,12.0,24.0,42.50000000000057,,,0,0.2,30.0
511,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.22773478744651,37.94228964640706,,,0,1.0,12.0,24.0,43.75000000000085,,,0,0.2,30.0
512,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.57911257139449,37.58657395523263,,,0,1.0,12.0,24.0,45.00000000000114,,,0,0.2,30.0
513,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.93049035534247,37.23085826405862,,,0,1.0,12.0,24.0,46.25000000000142,,,0,0.2,30.0
514,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.28186813929045,36.87514257288461,,,0,1.0,12.0,24.0,47.500000000001705,,,0,0.2,30.0
515,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.633245923238434,36.519426881710594,,,0,1.0,12.0,24.0,48.75000000000199,,,0,0.2,30.0
516,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.984623707186415,36.16371119053659,,,0,1.0,12.0,24.0,50.000000000002274,,,0,0.2,30.0
517,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.3360014911344,35.807995499362576,,,0,1.0,12.0,24.0,51.25000000000256,,,0,0.2,30.0
518,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.68737927508238,35.452279808188564,,,0,1.0,12.0,24.0,52.50000000000284,,,0,0.2,30.0
519,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.03875705903036,35.09656411701455,,,0,1.0,12.0,24.0,53.750000000003126,,,0,0.2,30.0
520,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.39013484297834,34.74084842584054,,,0,1.0,12.0,24.0,55.00000000000341,,,0,0.2,30.0
521,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.74151262692632,34.385132734666534,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
522,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.092890410874304,34.02941704349252,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
523,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.444268194822286,33.67370135231851,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
524,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.79564597877027,33.3179856611445,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
525,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.14702376271825,32.962269969970485,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
526,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.49840154666623,32.60655427879648,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
527,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.84977933061421,32.25083858762247,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
528,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.2011571145626,31.8951228964482,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
529,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.5525348985113,31.539407205273903,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
530,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.90391268245999,31.183691514099607,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
531,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.25529046640868,30.82797582292531,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
532,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.60666825035737,30.472260131751014,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
533,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.95804603430607,30.116544440576718,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
534,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.30942381825476,29.76082874940242,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
535,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.66080160220345,29.405113058228125,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
536,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.01217938615214,29.049397367053828,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
537,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.36355717010083,28.69368167587953,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
538,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.71493495404953,28.337965984705185,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
539,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.06631273799822,27.982250293530534,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
540,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.41769052194691,27.626534602355882,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
541,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.7690683058956,27.27081891118123,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
542,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.12044608984415,26.91510322000658,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
543,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.47182387379222,26.559387528831927,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
544,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.82320165774027,26.203671837657275,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
545,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.17457944168832,25.847956146482623,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
546,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.52595722563639,25.49224045530797,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
547,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.87733500958444,25.13652476413332,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
548,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.2287127935325,24.780809072958668,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
549,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.58009057748056,24.425093381784016,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
550,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
551,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
552,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
553,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
554,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
555,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
556,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
557,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
558,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
559,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
560,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
561,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
562,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
563,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
564,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
565,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
566,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
567,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
568,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
569,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
570,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
571,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
572,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
573,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
574,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
575,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
576,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
577,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
578,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
579,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
580,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
581,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
582,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
583,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
584,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
585,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.64644660940678,24.35355339059322,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
586,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.29289321881356,24.70710678118644,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
587,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.93933982822034,25.06066017177966,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
588,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.58578643762712,25.41421356237288,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
589,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.2322330470339,25.7677669529661,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
590,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.87867965644068,26.12132034355932,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
591,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.52512626584746,26.47487373415254,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
592,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.17157287525424,26.828427124745758,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
