tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d17fc942cea6c001_score,player_e05275e4_x,player_e05275e4_y,player_e05275e4_move_target,player_e05275e4_item,player_e05275e4_score,player_e05275e4_cut_speed,player_e05275e4_speed,player_354ca59f_x,player_354ca59f_y,player_354ca59f_move_target,player_354ca59f_item,player_354ca59f_score,player_354ca59f_cut_speed,player_354ca59f_speed
1329,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.00000000000523,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1330,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.500000000004974,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1331,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.00000000000472,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1332,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.50000000000446,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1333,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.000000000004206,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1334,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.50000000000395,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1335,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.000000000003695,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1336,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.50000000000344,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1337,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.00000000000318,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1338,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.50000000000293,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1339,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.00000000000267,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1340,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.500000000002416,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1341,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.00000000000216,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1342,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.500000000001904,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1343,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.00000000000165,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1344,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,52.50000000000139,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1345,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,52.00000000000114,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1346,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.50000000000088,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1347,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.000000000000625,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1348,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.50000000000037,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1349,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.000000000000114,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1350,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,49.49999999999986,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1351,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.9999999999996,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1352,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.499999999999346,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1353,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,47.99999999999909,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1354,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,47.499999999998835,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1355,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.99999999999858,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1356,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.49999999999832,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1357,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,45.99999999999807,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1358,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,45.49999999999781,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1359,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,44.999999999997556,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1360,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,44.4999999999973,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1361,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,43.999999999997044,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1362,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,43.49999999999679,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1363,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,42.99999999999653,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1364,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,42.49999999999628,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1365,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,41.99999999999602,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1366,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,41.499999999995765,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1367,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.99999999999551,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1368,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.499999999995254,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1369,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.14054025181224,40.057702995035356,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1370,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.49189088134284,39.701960482636,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1371,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.84324151087344,39.34621797023664,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1372,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.19459214040404,38.99047545783728,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1373,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.54594276993464,38.63473294543792,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1374,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.89729339946524,38.27899043303856,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1375,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.24864402899584,37.9232479206392,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1376,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.59999465852644,37.56750540823984,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1377,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.95134528805704,37.21176289584048,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1378,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.30269591758764,36.85602038344112,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1379,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.65404654711824,36.50027787104176,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1380,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.00539717664884,36.1445353586424,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1381,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.35674780617944,35.78879284624304,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1382,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.70809843571004,35.43305033384349,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1383,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.05944906524064,35.07730782144376,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1384,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.41079969477124,34.72156530904403,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1385,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.76215032430184,34.3658227966443,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1386,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.11350095383244,34.01008028424457,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1387,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.46485158336304,33.654337771844844,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1388,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.81620221289364,33.298595259445115,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1389,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.16755284242424,32.94285274704538,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1390,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.51890347195484,32.58711023464566,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1391,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.87025410148544,32.23136772224592,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1392,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.22160473101604,31.875625209846195,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1393,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.57295536054664,31.51988269744648,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1394,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.92430599007724,31.164140185046765,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1395,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.27565661960784,30.80839767264705,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1396,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.62700724913844,30.452655160247335,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1397,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.97835787866904,30.09691264784762,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1398,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.32970850819964,29.741170135447906,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1399,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.68105913773024,29.38542762304819,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1400,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.03240976726084,29.029685110648476,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1401,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.38376039679144,28.67394259824876,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1402,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.73511102632204,28.318200085849046,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1403,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.08646165585264,27.96245757344933,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1404,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.43781228538325,27.606715061049616,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1405,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.78916291491385,27.2509725486499,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1406,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.14051354444445,26.895230036250187,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1407,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.49186417397505,26.53948752385047,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1408,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.84321480350565,26.183745011450757,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1409,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.19456543303625,25.828002499051042,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1410,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.54591606256685,25.472259986651327,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1411,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.89726669209745,25.116517474251612,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
