tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a0384daeda61a322_score,player_1bb120b0_x,player_1bb120b0_y,player_1bb120b0_move_target,player_1bb120b0_item,player_1bb120b0_score,player_1bb120b0_cut_speed,player_1bb120b0_speed,player_e5654a8f_x,player_e5654a8f_y,player_e5654a8f_move_target,player_e5654a8f_item,player_e5654a8f_score,player_e5654a8f_cut_speed,player_e5654a8f_speed,2de0e11e02e7f590_score,d3bf28d6687c7b1d_message,cd1b5411be429c0c_score
1885,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,69.59940781901818,26.429844498706906,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1886,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,70.477922536012,25.540624676601404,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1887,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,71.35643725300584,24.6514048544959,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1888,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,72.24287469231018,24.62564815099609,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1889,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,73.13755823034586,25.498597958698117,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1890,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,74.03224176838158,26.371547766400013,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1891,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,74.92692530641779,27.244497574101686,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1892,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,75.821608844454,28.11744738180336,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1893,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,76.71629238249022,28.990397189505032,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1894,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,77.61097592052643,29.863346997206705,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1895,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,78.50565945856263,30.736296804908378,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1896,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,79.40034299659885,31.60924661261005,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1897,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,80.29502653463507,32.48219642031172,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1898,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,81.18971007267128,33.355146228013396,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1899,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,82.0843936107075,34.22809603571507,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
1900,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,82.9790771487437,35.10104584341674,,tomato_salad,0,1.0,30.0,134.75000000000114,24.0,,plate,1,1.0,30.0,,,
1901,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,83.87376068677992,35.973995651118415,,tomato_salad,0,1.0,30.0,133.50000000000227,24.0,,plate,1,1.0,30.0,,,
1902,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,84.76844422481614,36.84694545882009,,tomato_salad,0,1.0,30.0,132.2500000000034,24.0,,plate,1,1.0,30.0,,,
1903,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,85.66312776285234,37.71989526652176,,tomato_salad,0,1.0,30.0,131.00000000000455,24.0,,plate,1,1.0,30.0,,,
1904,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,86.55781130088856,38.59284507422343,,tomato_salad,0,1.0,30.0,129.75000000000568,24.0,,plate,1,1.0,30.0,,,
1905,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,87.45249483892476,39.465794881925106,,tomato_salad,0,1.0,30.0,128.50000000000682,24.0,,plate,1,1.0,30.0,,,
1906,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,tomato_salad,0,1.0,30.0,127.2500000000071,24.0,,plate,1,1.0,30.0,,,
1907,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,126.00000000000682,24.0,,plate,1,1.0,30.0,,,
1908,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,124.75000000000654,24.0,,plate,1,1.0,30.0,,,
1909,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,123.50000000000625,24.0,,plate,1,1.0,30.0,,,
1910,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,122.25000000000597,24.0,,plate,1,1.0,30.0,,,
1911,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,121.00000000000568,24.0,,plate,1,1.0,30.0,,,
1912,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,119.7500000000054,24.0,,plate,1,1.0,30.0,,,
1913,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,118.50000000000512,24.0,,plate,1,1.0,30.0,,,
1914,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,117.25000000000483,24.0,,plate,1,1.0,30.0,,,
1915,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,116.00000000000455,24.0,,plate,1,1.0,30.0,,,
1916,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,114.75000000000426,24.0,,plate,1,1.0,30.0,,,
1917,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,113.50000000000398,24.0,,plate,1,1.0,30.0,,,
1918,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,112.2500000000037,24.0,,plate,1,1.0,30.0,,,
1919,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,111.00000000000341,24.0,,plate,1,1.0,30.0,,,
1920,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,109.75000000000313,24.0,,plate,1,1.0,30.0,,,
1921,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,108.50000000000284,24.0,,plate,1,1.0,30.0,,,
1922,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,107.25000000000256,24.0,,plate,1,1.0,30.0,,,
1923,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,106.00000000000227,24.0,,plate,1,1.0,30.0,,,
1924,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,104.75000000000199,24.0,,plate,1,1.0,30.0,,,
1925,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,103.5000000000017,24.0,,plate,1,1.0,30.0,,,
1926,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,102.25000000000142,24.0,,plate,1,1.0,30.0,,,
1927,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,101.00000000000114,24.0,,plate,1,1.0,30.0,,,
1928,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,99.75000000000085,24.0,,plate,1,1.0,30.0,,,
1929,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,98.50000000000057,24.0,,plate,1,1.0,30.0,,,
1930,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,97.25000000000028,24.0,,plate,1,1.0,30.0,,,
1931,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,96.0,24.0,,plate,1,1.0,30.0,,,
1932,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,94.74999999999972,24.0,,plate,1,1.0,30.0,,,
1933,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,93.49999999999943,24.0,,plate,1,1.0,30.0,,,
1934,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,92.24999999999915,24.0,,plate,1,1.0,30.0,,,
1935,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,90.99999999999886,24.0,,plate,1,1.0,30.0,,,
1936,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,89.74999999999858,24.0,,plate,1,1.0,30.0,,,
1937,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,88.4999999999983,24.0,,plate,1,1.0,30.0,,,
1938,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,1,1.0,30.0,87.24999999999801,24.0,,plate,1,1.0,30.0,,,
1939,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,89.25000000000028,40.0,,,1,1.0,30.0,85.99999999999773,24.0,,plate,1,1.0,30.0,,,
1940,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,90.50000000000057,40.0,,,1,1.0,30.0,84.74999999999744,24.0,,plate,1,1.0,30.0,,,
1941,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,91.75000000000085,40.0,,,1,1.0,30.0,83.49999999999716,24.0,,plate,1,1.0,30.0,,,
1942,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,93.00000000000114,40.0,,,1,1.0,30.0,82.24999999999687,24.0,,plate,1,1.0,30.0,,,
1943,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,94.25000000000142,40.0,,,1,1.0,30.0,80.99999999999659,24.0,,plate,1,1.0,30.0,,,
1944,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,95.5000000000017,40.0,,,1,1.0,30.0,79.7499999999963,24.0,,plate,1,1.0,30.0,,,
1945,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,96.75000000000199,40.0,,,1,1.0,30.0,78.49999999999602,24.0,,plate,1,1.0,30.0,,,
1946,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,98.00000000000227,40.0,,,1,1.0,30.0,77.24999999999574,24.0,,plate,1,1.0,30.0,,,
1947,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,99.25000000000256,40.0,,,1,1.0,30.0,75.99999999999545,24.0,,plate,1,1.0,30.0,,,
1948,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,100.50000000000284,40.0,,,1,1.0,30.0,74.74999999999517,24.0,,plate,1,1.0,30.0,,,
1949,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,101.75000000000313,40.0,,,1,1.0,30.0,73.49999999999488,24.0,,plate,1,1.0,30.0,,,
1950,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,103.00000000000341,40.0,,,1,1.0,30.0,72.2499999999946,24.0,,plate,1,1.0,30.0,,,
1951,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.2500000000037,40.0,,,1,1.0,30.0,71.34621797023578,24.84324151087344,,plate,1,1.0,30.0,,,
1952,train,True,0,1,,0,0,0,2,None_cut,3.9999999999999942,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,105.50000000000398,40.0,,,1,1.0,30.0,70.45686168923703,25.72161808469994,,plate,1,1.0,30.0,,,
